,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-13 08:08:00-04:00,79.87,79.87,79.87,79.87,1,1,79.87
2021-08-13 09:22:00-04:00,79.875,79.875,79.875,79.875,1,1,79.875
2021-08-13 15:18:00-04:00,79.9,79.9,79.9,79.9,1,1,79.9
