,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index
,open,high,low,close,volume,num_trds,value
2021-06-17 18:00:00-04:00,4225.75,4225.75,4224.25,4224.25,21,11,88719.75
2021-06-17 18:01:00-04:00,4225.5,4226.0,4225.5,4226.0,4,3,16903.25
2021-06-17 18:02:00-04:00,4226.25,4226.25,4226.25,4226.25,1,1,4226.25
2021-06-17 18:04:00-04:00,4226.5,4226.5,4226.0,4226.0,10,6,42262.5
2021-06-17 18:05:00-04:00,4226.25,4226.5,4225.75,4225.75,8,5,33808.25
2021-06-17 18:06:00-04:00,4226.25,4226.25,4225.5,4225.75,6,6,25354.75
2021-06-17 18:07:00-04:00,4226.0,4226.0,4225.75,4225.75,2,2,8451.75
2021-06-17 18:08:00-04:00,4226.75,4226.75,4226.75,4226.75,3,2,12680.25
2021-06-17 18:09:00-04:00,4226.5,4226.5,4226.5,4226.5,2,1,8453.0
2021-06-17 18:11:00-04:00,4226.75,4226.75,4225.75,4225.75,27,13,114108.5
2021-06-17 18:12:00-04:00,4225.75,4225.75,4225.75,4225.75,6,5,25354.5
2021-06-17 18:13:00-04:00,4226.0,4226.0,4226.0,4226.0,3,2,12678.0
2021-06-17 18:16:00-04:00,4226.0,4226.0,4226.0,4226.0,1,1,4226.0
2021-06-17 18:17:00-04:00,4226.0,4226.0,4226.0,4226.0,3,3,12678.0
2021-06-17 18:18:00-04:00,4226.0,4226.0,4226.0,4226.0,2,1,8452.0
2021-06-17 18:22:00-04:00,4226.75,4227.0,4226.75,4227.0,3,2,12680.5
2021-06-17 18:23:00-04:00,4227.0,4227.25,4227.0,4227.25,10,2,42270.25
2021-06-17 18:24:00-04:00,4226.5,4226.5,4226.5,4226.5,1,1,4226.5
2021-06-17 18:26:00-04:00,4227.0,4227.0,4226.75,4227.0,7,5,29588.5
2021-06-17 18:27:00-04:00,4227.0,4227.0,4227.0,4227.0,2,1,8454.0
2021-06-17 18:28:00-04:00,4227.25,4227.25,4227.0,4227.0,2,2,8454.25
2021-06-17 18:30:00-04:00,4227.0,4227.0,4227.0,4227.0,7,4,29589.0
2021-06-17 18:31:00-04:00,4226.75,4226.75,4226.75,4226.75,1,1,4226.75
2021-06-17 18:32:00-04:00,4227.25,4227.25,4227.25,4227.25,3,3,12681.75
2021-06-17 18:33:00-04:00,4227.25,4227.25,4227.25,4227.25,7,5,29590.75
2021-06-17 18:34:00-04:00,4227.25,4227.5,4227.25,4227.25,3,3,12682.0
2021-06-17 18:36:00-04:00,4227.75,4228.0,4227.75,4228.0,6,3,25367.75
2021-06-17 18:38:00-04:00,4228.0,4228.25,4227.75,4227.75,8,6,33823.0
