,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-26 18:00:00-04:00,82.495,82.5,82.485,82.495,75,12,6187.035
2021-05-26 18:02:00-04:00,82.495,82.495,82.495,82.495,4,1,329.98
2021-05-26 18:03:00-04:00,82.495,82.495,82.49,82.49,29,6,2392.305
2021-05-26 18:04:00-04:00,82.49,82.49,82.49,82.49,13,2,1072.37
2021-05-26 18:05:00-04:00,82.485,82.485,82.48,82.485,26,10,2144.605
2021-05-26 18:06:00-04:00,82.49,82.49,82.49,82.49,21,6,1732.29
2021-05-26 18:07:00-04:00,82.485,82.485,82.485,82.485,2,1,164.97
2021-05-26 18:11:00-04:00,82.49,82.49,82.49,82.49,1,1,82.49
2021-05-26 18:15:00-04:00,82.495,82.495,82.495,82.495,2,2,164.99
2021-05-26 18:17:00-04:00,82.49,82.495,82.49,82.495,2,2,164.985
2021-05-26 18:18:00-04:00,82.5,82.5,82.5,82.5,4,2,330.0
2021-05-26 18:19:00-04:00,82.5,82.5,82.5,82.5,2,1,165.0
2021-05-26 18:26:00-04:00,82.495,82.495,82.495,82.495,4,3,329.98
2021-05-26 18:27:00-04:00,82.5,82.5,82.49,82.495,48,14,3959.77
2021-05-26 18:29:00-04:00,82.495,82.495,82.49,82.49,12,5,989.89
2021-05-26 18:30:00-04:00,82.49,82.49,82.48,82.48,10,4,824.865
2021-05-26 18:31:00-04:00,82.485,82.485,82.485,82.485,7,3,577.395
2021-05-26 18:32:00-04:00,82.48,82.48,82.48,82.48,1,1,82.48
2021-05-26 18:33:00-04:00,82.48,82.48,82.475,82.48,9,6,742.315
2021-05-26 18:34:00-04:00,82.475,82.475,82.475,82.475,1,1,82.475
2021-05-26 18:35:00-04:00,82.48,82.48,82.475,82.475,3,2,247.435
2021-05-26 18:36:00-04:00,82.48,82.48,82.48,82.48,1,1,82.48
2021-05-26 18:37:00-04:00,82.48,82.48,82.475,82.475,14,5,1154.66
2021-05-26 18:38:00-04:00,82.47,82.47,82.47,82.47,11,4,907.17
2021-05-26 18:39:00-04:00,82.47,82.47,82.465,82.465,9,3,742.205
2021-05-26 18:40:00-04:00,82.46,82.46,82.46,82.46,7,1,577.22
2021-05-26 18:41:00-04:00,82.455,82.46,82.45,82.455,90,22,7420.925
2021-05-26 18:42:00-04:00,82.46,82.46,82.46,82.46,3,1,247.38
2021-05-26 18:43:00-04:00,82.465,82.465,82.46,82.46,19,5,1566.765
2021-05-26 18:44:00-04:00,82.455,82.46,82.455,82.46,14,5,1154.375
2021-05-26 18:45:00-04:00,82.46,82.46,82.46,82.46,7,2,577.22
2021-05-26 18:46:00-04:00,82.46,82.46,82.46,82.46,4,2,329.84
2021-05-26 18:48:00-04:00,82.46,82.46,82.46,82.46,1,1,82.46
2021-05-26 18:49:00-04:00,82.46,82.46,82.46,82.46,2,1,164.92
2021-05-26 18:50:00-04:00,82.46,82.46,82.46,82.46,12,4,989.52
2021-05-26 18:54:00-04:00,82.455,82.455,82.455,82.455,17,3,1401.735
2021-05-26 18:55:00-04:00,82.45,82.45,82.44,82.445,58,17,4781.91
2021-05-26 18:56:00-04:00,82.445,82.45,82.445,82.445,3,3,247.34
2021-05-26 18:57:00-04:00,82.445,82.445,82.43,82.43,58,17,4781.365
2021-05-26 18:58:00-04:00,82.435,82.435,82.425,82.425,50,10,4121.405
2021-05-26 18:59:00-04:00,82.425,82.425,82.425,82.425,21,6,1730.925
2021-05-26 19:00:00-04:00,82.425,82.425,82.395,82.415,266,54,21920.555
2021-05-26 19:01:00-04:00,82.415,82.42,82.41,82.42,86,16,7087.59
2021-05-26 19:02:00-04:00,82.415,82.43,82.415,82.43,55,8,4533.5
2021-05-26 19:04:00-04:00,82.43,82.43,82.425,82.425,9,5,741.865
2021-05-26 19:05:00-04:00,82.425,82.425,82.425,82.425,2,2,164.85
2021-05-26 19:06:00-04:00,82.42,82.43,82.42,82.43,3,2,247.27
2021-05-26 19:07:00-04:00,82.435,82.435,82.435,82.435,8,7,659.48
2021-05-26 19:09:00-04:00,82.43,82.43,82.43,82.43,9,5,741.87
2021-05-26 19:10:00-04:00,82.43,82.435,82.43,82.435,5,3,412.16
2021-05-26 19:12:00-04:00,82.435,82.435,82.435,82.435,10,4,824.35
2021-05-26 19:13:00-04:00,82.435,82.435,82.435,82.435,8,4,659.48
2021-05-26 19:14:00-04:00,82.435,82.44,82.435,82.44,2,2,164.875
2021-05-26 19:15:00-04:00,82.44,82.44,82.44,82.44,9,2,741.96
2021-05-26 19:16:00-04:00,82.445,82.445,82.44,82.44,17,3,1401.49
2021-05-26 19:17:00-04:00,82.445,82.45,82.445,82.45,14,4,1154.255
2021-05-26 19:18:00-04:00,82.445,82.445,82.445,82.445,1,1,82.445
2021-05-26 19:19:00-04:00,82.45,82.455,82.45,82.455,25,2,2061.315
2021-05-26 19:20:00-04:00,82.45,82.45,82.445,82.445,9,3,742.035
2021-05-26 19:21:00-04:00,82.445,82.445,82.445,82.445,17,3,1401.565
2021-05-26 19:23:00-04:00,82.45,82.45,82.45,82.45,4,1,329.8
2021-05-26 19:24:00-04:00,82.455,82.455,82.455,82.455,2,1,164.91
2021-05-26 19:25:00-04:00,82.455,82.455,82.455,82.455,5,4,412.275
2021-05-26 19:26:00-04:00,82.455,82.455,82.455,82.455,8,3,659.64
2021-05-26 19:27:00-04:00,82.455,82.455,82.455,82.455,3,2,247.365
2021-05-26 19:28:00-04:00,82.45,82.45,82.45,82.45,10,3,824.5
2021-05-26 19:29:00-04:00,82.45,82.455,82.45,82.455,3,2,247.355
2021-05-26 19:30:00-04:00,82.455,82.455,82.45,82.455,24,5,1978.86
