,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-10-27 06:22:00-04:00,4545.25,4545.25,4545.25,4545.25,1,1,4545.25
2021-10-27 09:46:00-04:00,4558.0,4558.0,4558.0,4558.0,1,1,4558.0
2021-10-27 12:01:00-04:00,4550.5,4550.5,4550.5,4550.5,1,1,4550.5
2021-10-27 12:22:00-04:00,4552.0,4552.0,4552.0,4552.0,1,1,4552.0
2021-10-27 12:42:00-04:00,4551.5,4551.5,4551.5,4551.5,1,1,4551.5
2021-10-27 13:17:00-04:00,4555.0,4555.0,4555.0,4555.0,1,1,4555.0
2021-10-27 13:24:00-04:00,4558.25,4558.25,4558.25,4558.25,2,1,9116.5
2021-10-27 13:37:00-04:00,4556.0,4556.0,4556.0,4556.0,1,1,4556.0
2021-10-27 14:18:00-04:00,4559.5,4559.5,4559.5,4559.5,1,1,4559.5
2021-10-27 14:32:00-04:00,4555.0,4555.0,4555.0,4555.0,1,1,4555.0
2021-10-27 15:14:00-04:00,4540.0,4540.0,4540.0,4540.0,1,1,4540.0
