,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-10-29 07:39:00-04:00,4553.75,4553.75,4553.75,4553.75,1,1,4553.75
2021-10-29 08:27:00-04:00,4554.75,4554.75,4554.75,4554.75,1,1,4554.75
2021-10-29 09:50:00-04:00,4562.0,4562.0,4562.0,4562.0,1,1,4562.0
2021-10-29 10:00:00-04:00,4560.0,4560.0,4560.0,4560.0,1,1,4560.0
2021-10-29 10:15:00-04:00,4562.0,4562.0,4562.0,4562.0,1,1,4562.0
2021-10-29 10:49:00-04:00,4562.75,4562.75,4562.75,4562.75,1,1,4562.75
2021-10-29 12:10:00-04:00,4575.0,4576.0,4575.0,4576.0,2,2,9151.0
2021-10-29 12:12:00-04:00,4577.0,4577.0,4577.0,4577.0,1,1,4577.0
2021-10-29 12:22:00-04:00,4578.0,4579.0,4578.0,4579.0,2,2,9157.0
2021-10-29 12:24:00-04:00,4580.0,4581.0,4580.0,4581.0,2,2,9161.0
2021-10-29 13:21:00-04:00,4580.0,4580.0,4580.0,4580.0,1,1,4580.0
2021-10-29 15:51:00-04:00,4582.0,4582.0,4582.0,4582.0,1,1,4582.0
2021-10-29 15:52:00-04:00,4583.0,4583.0,4583.0,4583.0,1,1,4583.0
2021-10-29 15:54:00-04:00,4584.0,4584.0,4584.0,4584.0,1,1,4584.0
2021-10-29 15:55:00-04:00,4585.0,4585.0,4585.0,4585.0,1,1,4585.0
