,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-03 08:28:00-04:00,82.775,82.8,82.775,82.8,10,4,827.94
2021-06-03 08:37:00-04:00,82.755,82.755,82.755,82.755,1,1,82.755
2021-06-03 08:59:00-04:00,82.7,82.7,82.7,82.7,2,1,165.4
2021-06-03 09:54:00-04:00,82.57,82.57,82.57,82.57,1,1,82.57
2021-06-03 10:05:00-04:00,82.625,82.625,82.625,82.625,1,1,82.625
2021-06-03 10:16:00-04:00,82.61,82.615,82.61,82.615,2,2,165.225
2021-06-03 10:53:00-04:00,82.61,82.61,82.61,82.61,1,1,82.61
2021-06-03 11:52:00-04:00,82.5,82.5,82.5,82.5,3,1,247.5
2021-06-03 12:12:00-04:00,82.57,82.57,82.57,82.57,1,1,82.57
2021-06-03 15:59:00-04:00,82.62,82.62,82.62,82.62,1,1,82.62
