,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-02 18:00:00-04:00,83.07,83.08,83.07,83.08,25,8,2076.88
2021-06-02 18:01:00-04:00,83.075,83.08,83.075,83.08,24,5,1993.905
2021-06-02 18:02:00-04:00,83.075,83.075,83.075,83.075,1,1,83.075
2021-06-02 18:03:00-04:00,83.075,83.075,83.075,83.075,1,1,83.075
2021-06-02 18:04:00-04:00,83.075,83.075,83.075,83.075,9,4,747.675
2021-06-02 18:10:00-04:00,83.075,83.075,83.075,83.075,1,1,83.075
2021-06-02 18:11:00-04:00,83.075,83.075,83.075,83.075,2,1,166.15
2021-06-02 18:13:00-04:00,83.07,83.07,83.07,83.07,1,1,83.07
2021-06-02 18:14:00-04:00,83.075,83.075,83.075,83.075,5,2,415.375
2021-06-02 18:16:00-04:00,83.075,83.075,83.075,83.075,1,1,83.075
2021-06-02 18:23:00-04:00,83.075,83.075,83.075,83.075,6,3,498.45
2021-06-02 18:24:00-04:00,83.075,83.075,83.075,83.075,2,1,166.15
2021-06-02 18:25:00-04:00,83.075,83.075,83.075,83.075,1,1,83.075
2021-06-02 18:26:00-04:00,83.075,83.08,83.075,83.08,11,4,913.85
2021-06-02 18:27:00-04:00,83.08,83.08,83.08,83.08,2,2,166.16
2021-06-02 18:30:00-04:00,83.08,83.08,83.08,83.08,4,1,332.32
2021-06-02 18:31:00-04:00,83.08,83.085,83.08,83.085,14,3,1163.155
2021-06-02 18:32:00-04:00,83.08,83.08,83.08,83.08,1,1,83.08
2021-06-02 18:36:00-04:00,83.085,83.09,83.085,83.09,10,3,830.885
2021-06-02 18:37:00-04:00,83.09,83.09,83.09,83.09,4,1,332.36
2021-06-02 18:38:00-04:00,83.09,83.09,83.09,83.09,2,1,166.18
2021-06-02 18:41:00-04:00,83.09,83.09,83.09,83.09,1,1,83.09
2021-06-02 18:42:00-04:00,83.09,83.09,83.085,83.085,4,4,332.345
2021-06-02 18:43:00-04:00,83.09,83.09,83.09,83.09,1,1,83.09
2021-06-02 18:44:00-04:00,83.085,83.085,83.085,83.085,27,3,2243.295
2021-06-02 18:45:00-04:00,83.09,83.09,83.09,83.09,1,1,83.09
2021-06-02 18:46:00-04:00,83.09,83.09,83.085,83.085,12,3,997.025
2021-06-02 18:47:00-04:00,83.08,83.08,83.08,83.08,1,1,83.08
2021-06-02 18:48:00-04:00,83.08,83.085,83.08,83.085,15,11,1246.27
2021-06-02 18:50:00-04:00,83.085,83.085,83.085,83.085,12,2,997.02
2021-06-02 18:51:00-04:00,83.085,83.085,83.085,83.085,4,4,332.34
2021-06-02 18:52:00-04:00,83.085,83.085,83.065,83.08,120,36,9968.859
2021-06-02 18:55:00-04:00,83.08,83.09,83.08,83.09,11,3,913.92
2021-06-02 18:56:00-04:00,83.085,83.085,83.085,83.085,14,3,1163.19
2021-06-02 18:57:00-04:00,83.08,83.08,83.08,83.08,11,3,913.88
2021-06-02 18:58:00-04:00,83.075,83.075,83.06,83.06,52,12,4319.51
2021-06-02 18:59:00-04:00,83.065,83.07,83.065,83.07,17,4,1412.125
2021-06-02 19:00:00-04:00,83.07,83.07,83.065,83.07,5,5,415.34
2021-06-02 19:01:00-04:00,83.065,83.065,83.06,83.06,99,10,8223.051
2021-06-02 19:02:00-04:00,83.055,83.055,83.055,83.055,2,2,166.11
2021-06-02 19:03:00-04:00,83.06,83.06,83.06,83.06,30,5,2491.8
2021-06-02 19:04:00-04:00,83.065,83.065,83.065,83.065,2,2,166.13
2021-06-02 19:05:00-04:00,83.065,83.065,83.065,83.065,2,2,166.13
2021-06-02 19:07:00-04:00,83.065,83.065,83.065,83.065,6,4,498.39
2021-06-02 19:10:00-04:00,83.065,83.065,83.065,83.065,1,1,83.065
2021-06-02 19:13:00-04:00,83.065,83.065,83.065,83.065,1,1,83.065
2021-06-02 19:14:00-04:00,83.065,83.065,83.065,83.065,1,1,83.065
2021-06-02 19:16:00-04:00,83.06,83.065,83.06,83.065,2,2,166.125
2021-06-02 19:17:00-04:00,83.065,83.065,83.065,83.065,11,3,913.715
2021-06-02 19:22:00-04:00,83.065,83.065,83.065,83.065,1,1,83.065
2021-06-02 19:23:00-04:00,83.07,83.07,83.07,83.07,10,4,830.7
2021-06-02 19:25:00-04:00,83.07,83.07,83.07,83.07,1,1,83.07
2021-06-02 19:29:00-04:00,83.065,83.065,83.065,83.065,6,3,498.39
2021-06-02 19:31:00-04:00,83.06,83.06,83.06,83.06,15,2,1245.9
2021-06-02 19:32:00-04:00,83.055,83.055,83.055,83.055,6,1,498.33
2021-06-02 19:33:00-04:00,83.055,83.055,83.055,83.055,48,6,3986.64
2021-06-02 19:34:00-04:00,83.05,83.05,83.05,83.05,1,1,83.05
2021-06-02 19:35:00-04:00,83.05,83.05,83.05,83.05,12,3,996.6
2021-06-02 19:36:00-04:00,83.05,83.05,83.05,83.05,8,2,664.4
2021-06-02 19:37:00-04:00,83.05,83.05,83.05,83.05,3,2,249.15
2021-06-02 19:38:00-04:00,83.05,83.05,83.05,83.05,1,1,83.05
2021-06-02 19:39:00-04:00,83.05,83.05,83.05,83.05,1,1,83.05
2021-06-02 19:41:00-04:00,83.05,83.05,83.05,83.05,21,4,1744.05
2021-06-02 19:42:00-04:00,83.045,83.045,83.045,83.045,1,1,83.045
2021-06-02 19:43:00-04:00,83.05,83.05,83.045,83.045,48,3,3986.395
2021-06-02 19:44:00-04:00,83.045,83.055,83.045,83.055,15,6,1245.805
2021-06-02 19:48:00-04:00,83.055,83.055,83.055,83.055,9,2,747.495
2021-06-02 19:49:00-04:00,83.06,83.065,83.06,83.06,14,6,1162.86
2021-06-02 19:51:00-04:00,83.06,83.06,83.06,83.06,3,1,249.18
2021-06-02 19:52:00-04:00,83.06,83.06,83.06,83.06,1,1,83.06
2021-06-02 19:56:00-04:00,83.055,83.055,83.055,83.055,5,2,415.275
2021-06-02 19:57:00-04:00,83.055,83.055,83.055,83.055,7,1,581.385
2021-06-02 20:00:00-04:00,83.055,83.055,83.055,83.055,1,1,83.055
2021-06-02 20:01:00-04:00,83.055,83.06,83.055,83.06,5,2,415.295
2021-06-02 20:02:00-04:00,83.06,83.06,83.06,83.06,9,5,747.54
2021-06-02 20:03:00-04:00,83.06,83.065,83.055,83.055,32,7,2657.91
2021-06-02 20:04:00-04:00,83.055,83.055,83.05,83.05,20,6,1661.09
2021-06-02 20:06:00-04:00,83.05,83.05,83.05,83.05,32,2,2657.6
2021-06-02 20:07:00-04:00,83.05,83.06,83.05,83.055,63,15,5232.36
2021-06-02 20:08:00-04:00,83.06,83.07,83.06,83.065,55,12,4568.555
2021-06-02 20:09:00-04:00,83.065,83.065,83.065,83.065,5,2,415.325
2021-06-02 20:12:00-04:00,83.065,83.07,83.065,83.07,21,4,1744.395
2021-06-02 20:13:00-04:00,83.065,83.065,83.065,83.065,22,3,1827.43
2021-06-02 20:14:00-04:00,83.07,83.07,83.07,83.07,2,2,166.14
2021-06-02 20:15:00-04:00,83.065,83.065,83.065,83.065,6,2,498.39
2021-06-02 20:17:00-04:00,83.065,83.075,83.065,83.075,8,3,664.57
2021-06-02 20:18:00-04:00,83.07,83.08,83.07,83.08,9,5,747.67
2021-06-02 20:19:00-04:00,83.08,83.08,83.08,83.08,2,2,166.16
2021-06-02 20:20:00-04:00,83.08,83.08,83.08,83.08,24,17,1993.92
2021-06-02 20:21:00-04:00,83.075,83.075,83.075,83.075,214,30,17778.047
2021-06-02 20:23:00-04:00,83.075,83.075,83.075,83.075,1,1,83.075
2021-06-02 20:25:00-04:00,83.08,83.08,83.08,83.08,13,3,1080.04
2021-06-02 20:26:00-04:00,83.08,83.085,83.08,83.085,6,3,498.5
2021-06-02 20:28:00-04:00,83.08,83.09,83.08,83.09,5,4,415.42
2021-06-02 20:29:00-04:00,83.09,83.095,83.09,83.095,13,6,1080.22
2021-06-02 20:30:00-04:00,83.095,83.1,83.095,83.1,6,4,498.585
2021-06-02 20:31:00-04:00,83.095,83.095,83.095,83.095,29,7,2409.755
2021-06-02 20:32:00-04:00,83.095,83.095,83.095,83.095,6,3,498.57
2021-06-02 20:33:00-04:00,83.095,83.1,83.095,83.1,31,4,2575.96
2021-06-02 20:34:00-04:00,83.095,83.095,83.095,83.095,67,10,5567.366
2021-06-02 20:36:00-04:00,83.095,83.095,83.095,83.095,4,3,332.38
2021-06-02 20:37:00-04:00,83.095,83.1,83.095,83.1,6,3,498.59
2021-06-02 20:39:00-04:00,83.1,83.1,83.1,83.1,1,1,83.1
2021-06-02 20:40:00-04:00,83.1,83.11,83.1,83.11,53,19,4404.575
2021-06-02 20:41:00-04:00,83.11,83.115,83.11,83.115,8,5,664.895
2021-06-02 20:42:00-04:00,83.11,83.115,83.11,83.115,34,10,2825.795
2021-06-02 20:44:00-04:00,83.12,83.125,83.12,83.12,46,16,3823.575
2021-06-02 20:45:00-04:00,83.12,83.12,83.12,83.12,10,3,831.2
2021-06-02 20:46:00-04:00,83.12,83.12,83.115,83.115,13,4,1080.54
2021-06-02 20:47:00-04:00,83.115,83.115,83.115,83.115,46,2,3823.29
2021-06-02 20:48:00-04:00,83.12,83.12,83.12,83.12,5,4,415.6
2021-06-02 20:49:00-04:00,83.125,83.125,83.12,83.12,38,10,3158.635
2021-06-02 20:50:00-04:00,83.115,83.115,83.115,83.115,1,1,83.115
2021-06-02 20:51:00-04:00,83.115,83.115,83.115,83.115,6,2,498.69
2021-06-02 20:52:00-04:00,83.115,83.115,83.115,83.115,8,3,664.92
2021-06-02 20:53:00-04:00,83.115,83.115,83.11,83.11,38,9,3158.355
2021-06-02 20:54:00-04:00,83.115,83.125,83.115,83.115,35,11,2909.2
2021-06-02 20:55:00-04:00,83.11,83.115,83.11,83.115,19,12,1579.11
2021-06-02 20:56:00-04:00,83.11,83.115,83.11,83.115,8,5,664.895
2021-06-02 20:57:00-04:00,83.11,83.11,83.11,83.11,6,4,498.66
2021-06-02 20:59:00-04:00,83.11,83.115,83.11,83.115,3,2,249.34
2021-06-02 21:00:00-04:00,83.115,83.12,83.115,83.115,22,11,1828.56
2021-06-02 21:01:00-04:00,83.105,83.105,83.09,83.09,14,9,1163.345
2021-06-02 21:02:00-04:00,83.095,83.1,83.095,83.1,7,3,581.675
2021-06-02 21:03:00-04:00,83.1,83.105,83.1,83.105,3,3,249.305
2021-06-02 21:04:00-04:00,83.105,83.105,83.105,83.105,7,3,581.735
2021-06-02 21:05:00-04:00,83.105,83.11,83.105,83.11,10,3,831.095
2021-06-02 21:06:00-04:00,83.11,83.11,83.11,83.11,1,1,83.11
2021-06-02 21:07:00-04:00,83.115,83.115,83.115,83.115,2,2,166.23
2021-06-02 21:08:00-04:00,83.12,83.12,83.12,83.12,9,3,748.08
2021-06-02 21:09:00-04:00,83.12,83.12,83.11,83.11,11,5,914.26
2021-06-02 21:10:00-04:00,83.11,83.11,83.11,83.11,1,1,83.11
2021-06-02 21:11:00-04:00,83.115,83.115,83.115,83.115,2,1,166.23
2021-06-02 21:13:00-04:00,83.11,83.11,83.105,83.105,40,8,3324.345
2021-06-02 21:14:00-04:00,83.105,83.105,83.105,83.105,3,2,249.315
2021-06-02 21:15:00-04:00,83.1,83.1,83.095,83.095,25,7,2077.425
2021-06-02 21:16:00-04:00,83.09,83.09,83.085,83.085,18,9,1495.56
2021-06-02 21:17:00-04:00,83.08,83.08,83.075,83.075,36,6,2990.825
2021-06-02 21:18:00-04:00,83.07,83.08,83.07,83.08,15,6,1246.135
2021-06-02 21:19:00-04:00,83.08,83.08,83.075,83.075,8,2,664.605
