,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index
,open,high,low,close,volume,num_trds,value
2021-08-10 18:00:00-04:00,4429.25,4430.25,4429.0,4429.5,390,112,1727514.75
2021-08-10 18:01:00-04:00,4429.5,4429.75,4429.0,4429.25,275,64,1218048.25
2021-08-10 18:02:00-04:00,4429.5,4429.5,4429.0,4429.5,127,39,562532.5
2021-08-10 18:03:00-04:00,4429.25,4429.5,4429.25,4429.25,112,36,496086.5
2021-08-10 18:04:00-04:00,4429.25,4429.5,4429.25,4429.5,47,26,208178.25
2021-08-10 18:05:00-04:00,4429.5,4429.75,4429.5,4429.5,135,22,597988.5
2021-08-10 18:06:00-04:00,4429.25,4429.5,4429.0,4429.5,70,33,310055.0
2021-08-10 18:07:00-04:00,4429.5,4429.75,4429.5,4429.75,88,34,389813.0
2021-08-10 18:08:00-04:00,4429.5,4429.5,4429.5,4429.5,52,15,230334.0
2021-08-10 18:09:00-04:00,4429.5,4430.0,4429.5,4429.75,95,38,420822.5
2021-08-10 18:10:00-04:00,4429.75,4430.0,4429.5,4429.5,36,13,159466.75
2021-08-10 18:11:00-04:00,4429.5,4429.5,4429.25,4429.25,28,12,124025.75
2021-08-10 18:12:00-04:00,4429.25,4429.5,4429.25,4429.5,14,4,62011.75
2021-08-10 18:13:00-04:00,4429.5,4429.75,4429.5,4429.5,16,6,70873.5
2021-08-10 18:14:00-04:00,4429.5,4429.5,4429.5,4429.5,11,8,48724.5
2021-08-10 18:15:00-04:00,4429.5,4429.5,4428.75,4428.75,123,28,544775.75
2021-08-10 18:16:00-04:00,4428.75,4428.75,4428.5,4428.5,86,28,380860.0
2021-08-10 18:17:00-04:00,4428.5,4428.5,4428.0,4428.0,184,55,814814.0
2021-08-10 18:18:00-04:00,4428.25,4428.25,4428.0,4428.25,52,20,230258.75
2021-08-10 18:19:00-04:00,4428.25,4428.75,4428.25,4428.75,54,20,239133.75
2021-08-10 18:20:00-04:00,4428.75,4428.75,4428.5,4428.5,18,9,79713.25
2021-08-10 18:21:00-04:00,4428.5,4428.5,4428.25,4428.5,35,19,154997.25
2021-08-10 18:22:00-04:00,4428.5,4428.5,4428.25,4428.25,35,12,154990.0
2021-08-10 18:23:00-04:00,4428.0,4428.25,4428.0,4428.25,31,20,137268.25
2021-08-10 18:24:00-04:00,4428.0,4428.25,4427.75,4428.25,73,36,323244.75
2021-08-10 18:25:00-04:00,4428.25,4428.75,4428.25,4428.75,67,30,296701.75
2021-08-10 18:26:00-04:00,4428.75,4429.0,4428.75,4429.0,50,22,221438.5
2021-08-10 18:27:00-04:00,4428.75,4428.75,4428.75,4428.75,29,11,128433.75
2021-08-10 18:28:00-04:00,4428.75,4428.75,4428.5,4428.75,22,13,97432.0
2021-08-10 18:29:00-04:00,4428.75,4429.0,4428.75,4429.0,48,26,212586.25
2021-08-10 18:30:00-04:00,4429.0,4429.25,4428.75,4428.75,47,28,208159.0
2021-08-10 18:31:00-04:00,4429.0,4429.0,4428.5,4428.75,48,24,212581.5
2021-08-10 18:32:00-04:00,4428.5,4428.75,4428.5,4428.5,48,27,212572.0
2021-08-10 18:33:00-04:00,4428.5,4428.75,4428.5,4428.75,20,13,88572.25
2021-08-10 18:34:00-04:00,4428.5,4429.0,4428.5,4428.75,47,27,208149.25
2021-08-10 18:35:00-04:00,4429.0,4429.25,4428.75,4429.25,44,23,194876.5
2021-08-10 18:36:00-04:00,4429.0,4429.0,4428.75,4429.0,48,23,212589.0
2021-08-10 18:37:00-04:00,4428.75,4429.0,4428.5,4429.0,35,18,155006.75
2021-08-10 18:38:00-04:00,4428.75,4429.0,4428.5,4428.75,36,20,159435.25
2021-08-10 18:39:00-04:00,4428.75,4428.75,4428.5,4428.75,33,13,146148.5
2021-08-10 18:40:00-04:00,4428.5,4428.75,4428.0,4428.25,118,40,522542.25
2021-08-10 18:41:00-04:00,4428.25,4428.5,4428.25,4428.5,17,4,75284.0
2021-08-10 18:42:00-04:00,4428.5,4428.5,4428.5,4428.5,12,7,53142.0
2021-08-10 18:43:00-04:00,4428.25,4428.25,4428.25,4428.25,1,1,4428.25
2021-08-10 18:44:00-04:00,4428.25,4428.25,4428.0,4428.25,40,14,177129.75
2021-08-10 18:45:00-04:00,4428.25,4428.25,4428.0,4428.0,40,17,177129.25
2021-08-10 18:46:00-04:00,4428.0,4428.25,4428.0,4428.0,5,5,22140.5
2021-08-10 18:47:00-04:00,4428.0,4428.25,4428.0,4428.25,23,13,101844.25
2021-08-10 18:48:00-04:00,4428.0,4428.25,4427.75,4427.75,27,4,119554.0
2021-08-10 18:49:00-04:00,4427.75,4427.75,4427.5,4427.5,70,9,309936.25
2021-08-10 18:50:00-04:00,4427.5,4427.75,4427.5,4427.75,29,11,128398.75
2021-08-10 18:51:00-04:00,4427.5,4428.0,4427.5,4428.0,32,8,141687.75
2021-08-10 18:52:00-04:00,4427.75,4428.0,4427.75,4428.0,12,7,53135.5
2021-08-10 18:53:00-04:00,4427.75,4428.0,4427.75,4427.75,46,21,203677.75
2021-08-10 18:54:00-04:00,4427.75,4428.25,4427.75,4428.25,83,30,367525.5
2021-08-10 18:55:00-04:00,4428.25,4428.25,4428.0,4428.0,37,20,163837.25
2021-08-10 18:56:00-04:00,4428.0,4428.0,4428.0,4428.0,3,2,13284.0
2021-08-10 18:57:00-04:00,4427.75,4428.0,4427.75,4428.0,38,9,168257.0
