,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-19 21:58:00-04:00,78.21,78.21,78.21,78.21,1,1,78.21
2021-09-19 22:46:00-04:00,78.15,78.15,78.15,78.15,1,1,78.15
2021-09-19 23:47:00-04:00,78.155,78.155,78.155,78.155,1,1,78.155
2021-09-20 05:38:00-04:00,77.955,77.955,77.955,77.955,1,1,77.955
2021-09-20 05:40:00-04:00,77.94,77.94,77.93,77.93,4,2,311.73
2021-09-20 07:29:00-04:00,77.9,77.9,77.9,77.9,1,1,77.9
2021-09-20 07:31:00-04:00,77.865,77.865,77.865,77.865,1,1,77.865
2021-09-20 07:41:00-04:00,77.835,77.835,77.835,77.835,1,1,77.835
2021-09-20 08:49:00-04:00,77.81,77.81,77.81,77.81,1,1,77.81
2021-09-20 08:51:00-04:00,77.845,77.845,77.845,77.845,1,1,77.845
2021-09-20 08:56:00-04:00,77.83,77.83,77.83,77.83,1,1,77.83
2021-09-20 08:57:00-04:00,77.835,77.835,77.835,77.835,1,1,77.835
2021-09-20 09:29:00-04:00,77.92,77.92,77.91,77.91,2,2,155.83
2021-09-20 09:30:00-04:00,77.9,77.91,77.9,77.91,2,2,155.81
2021-09-20 09:54:00-04:00,77.965,77.965,77.965,77.965,1,1,77.965
2021-09-20 10:11:00-04:00,78.02,78.025,78.02,78.025,5,2,390.105
2021-09-20 10:14:00-04:00,78.02,78.02,78.02,78.02,20,1,1560.4
2021-09-20 10:33:00-04:00,77.99,77.995,77.99,77.995,10,2,779.94
2021-09-20 11:40:00-04:00,78.05,78.05,78.05,78.05,2,1,156.1
2021-09-20 11:47:00-04:00,78.01,78.01,78.01,78.01,1,1,78.01
2021-09-20 12:17:00-04:00,77.94,77.94,77.94,77.94,2,1,155.88
2021-09-20 14:59:00-04:00,77.935,77.935,77.935,77.935,1,1,77.935
2021-09-20 15:16:00-04:00,77.9,77.9,77.9,77.9,10,5,779.0
