,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-19 03:36:00-04:00,82.835,82.835,82.835,82.835,1,1,82.835
2021-05-19 10:57:00-04:00,82.52,82.52,82.52,82.52,1,1,82.52
2021-05-19 14:13:00-04:00,82.49,82.49,82.49,82.49,1,1,82.49
