,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-18 18:00:00-04:00,82.9,82.91,82.895,82.905,160,33,13264.716
2021-05-18 18:01:00-04:00,82.905,82.91,82.9,82.905,16,6,1326.485
2021-05-18 18:02:00-04:00,82.905,82.91,82.905,82.91,15,9,1243.58
2021-05-18 18:03:00-04:00,82.91,82.91,82.9,82.9,11,2,911.91
2021-05-18 18:05:00-04:00,82.905,82.905,82.905,82.905,6,1,497.43
2021-05-18 18:07:00-04:00,82.905,82.91,82.9,82.91,3,3,248.715
2021-05-18 18:09:00-04:00,82.905,82.905,82.9,82.9,8,3,663.225
2021-05-18 18:13:00-04:00,82.905,82.905,82.9,82.9,25,9,2072.515
2021-05-18 18:14:00-04:00,82.9,82.9,82.895,82.895,4,3,331.59
2021-05-18 18:15:00-04:00,82.9,82.9,82.9,82.9,1,1,82.9
2021-05-18 18:20:00-04:00,82.9,82.9,82.9,82.9,19,5,1575.1
2021-05-18 18:21:00-04:00,82.895,82.895,82.885,82.89,10,6,828.905
2021-05-18 18:23:00-04:00,82.89,82.89,82.89,82.89,6,2,497.34
2021-05-18 18:24:00-04:00,82.895,82.895,82.89,82.895,3,3,248.68
2021-05-18 18:27:00-04:00,82.895,82.895,82.89,82.89,11,7,911.795
2021-05-18 18:28:00-04:00,82.89,82.89,82.89,82.89,2,2,165.78
2021-05-18 18:29:00-04:00,82.89,82.89,82.89,82.89,4,3,331.56
2021-05-18 18:31:00-04:00,82.89,82.89,82.89,82.89,2,2,165.78
2021-05-18 18:32:00-04:00,82.885,82.885,82.885,82.885,2,2,165.77
2021-05-18 18:34:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-05-18 18:35:00-04:00,82.89,82.89,82.89,82.89,1,1,82.89
2021-05-18 18:38:00-04:00,82.89,82.89,82.89,82.89,9,6,746.01
2021-05-18 18:39:00-04:00,82.89,82.89,82.885,82.89,27,9,2238.02
2021-05-18 18:40:00-04:00,82.89,82.89,82.89,82.89,2,1,165.78
2021-05-18 18:42:00-04:00,82.895,82.895,82.89,82.89,54,15,4476.08
2021-05-18 18:43:00-04:00,82.89,82.89,82.89,82.89,17,3,1409.13
2021-05-18 18:44:00-04:00,82.89,82.89,82.89,82.89,11,4,911.79
2021-05-18 18:45:00-04:00,82.895,82.895,82.89,82.89,25,8,2072.37
2021-05-18 18:47:00-04:00,82.895,82.895,82.895,82.895,11,2,911.845
2021-05-18 18:48:00-04:00,82.89,82.895,82.89,82.895,20,7,1657.85
2021-05-18 18:49:00-04:00,82.9,82.9,82.895,82.895,6,5,497.375
2021-05-18 18:50:00-04:00,82.895,82.895,82.895,82.895,1,1,82.895
2021-05-18 18:51:00-04:00,82.89,82.89,82.89,82.89,8,1,663.12
2021-05-18 18:53:00-04:00,82.89,82.89,82.89,82.89,3,3,248.67
2021-05-18 18:54:00-04:00,82.89,82.89,82.89,82.89,4,4,331.56
2021-05-18 18:55:00-04:00,82.89,82.89,82.89,82.89,4,1,331.56
2021-05-18 18:56:00-04:00,82.89,82.89,82.89,82.89,3,1,248.67
2021-05-18 18:57:00-04:00,82.885,82.885,82.88,82.88,89,13,7376.55
2021-05-18 18:58:00-04:00,82.88,82.88,82.88,82.88,10,4,828.8
2021-05-18 18:59:00-04:00,82.875,82.875,82.87,82.87,103,12,8535.88
2021-05-18 19:00:00-04:00,82.875,82.875,82.865,82.865,92,20,7623.83
2021-05-18 19:01:00-04:00,82.86,82.86,82.86,82.86,94,14,7788.84
2021-05-18 19:02:00-04:00,82.86,82.87,82.86,82.87,31,6,2568.74
2021-05-18 19:03:00-04:00,82.875,82.875,82.875,82.875,5,4,414.375
2021-05-18 19:04:00-04:00,82.875,82.875,82.875,82.875,2,1,165.75
2021-05-18 19:06:00-04:00,82.875,82.88,82.875,82.88,7,3,580.15
2021-05-18 19:09:00-04:00,82.885,82.89,82.885,82.885,19,5,1574.855
2021-05-18 19:10:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-05-18 19:13:00-04:00,82.88,82.88,82.88,82.88,8,4,663.04
2021-05-18 19:15:00-04:00,82.88,82.88,82.88,82.88,5,2,414.4
2021-05-18 19:17:00-04:00,82.875,82.875,82.875,82.875,6,2,497.25
2021-05-18 19:19:00-04:00,82.87,82.875,82.87,82.875,8,2,662.995
2021-05-18 19:20:00-04:00,82.87,82.87,82.87,82.87,14,2,1160.18
2021-05-18 19:21:00-04:00,82.875,82.875,82.875,82.875,1,1,82.875
2021-05-18 19:23:00-04:00,82.875,82.875,82.875,82.875,37,3,3066.375
2021-05-18 19:24:00-04:00,82.875,82.875,82.875,82.875,4,1,331.5
2021-05-18 19:26:00-04:00,82.87,82.88,82.87,82.88,48,6,3978.155
2021-05-18 19:27:00-04:00,82.875,82.875,82.875,82.875,4,1,331.5
2021-05-18 19:30:00-04:00,82.875,82.875,82.875,82.875,4,2,331.5
2021-05-18 19:31:00-04:00,82.88,82.88,82.88,82.88,1,1,82.88
2021-05-18 19:34:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-05-18 19:35:00-04:00,82.885,82.885,82.885,82.885,14,3,1160.39
