,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-14 20:00:00-04:00,1453.25,1461.0,1453.0,1454.75,468,126,682083.25
2021-07-14 20:01:00-04:00,1455.0,1456.75,1455.0,1455.75,13,8,18926.75
2021-07-14 20:02:00-04:00,1456.0,1457.5,1456.0,1456.75,6,5,8739.75
2021-07-14 20:03:00-04:00,1456.25,1456.25,1456.25,1456.25,2,2,2912.5
2021-07-14 20:04:00-04:00,1455.75,1455.75,1455.5,1455.5,3,3,4366.75
2021-07-14 20:05:00-04:00,1456.0,1456.5,1455.25,1455.25,8,6,11649.0
2021-07-14 20:06:00-04:00,1455.0,1455.25,1455.0,1455.0,24,9,34920.25
2021-07-14 20:07:00-04:00,1454.75,1454.75,1454.5,1454.5,6,4,8727.25
2021-07-14 20:08:00-04:00,1455.0,1455.0,1455.0,1455.0,1,1,1455.0
2021-07-14 20:09:00-04:00,1454.5,1454.5,1454.25,1454.25,2,2,2908.75
2021-07-14 20:10:00-04:00,1453.75,1453.75,1453.25,1453.25,5,4,7267.0
2021-07-14 20:11:00-04:00,1453.75,1453.75,1453.75,1453.75,1,1,1453.75
2021-07-14 20:12:00-04:00,1454.0,1454.25,1454.0,1454.25,3,2,4362.5
2021-07-14 20:13:00-04:00,1454.0,1454.0,1453.5,1453.75,3,3,4361.25
2021-07-14 20:15:00-04:00,1453.25,1453.75,1453.25,1453.75,2,2,2907.0
2021-07-14 20:16:00-04:00,1454.0,1454.0,1454.0,1454.0,2,2,2908.0
2021-07-14 20:18:00-04:00,1453.25,1453.5,1453.25,1453.5,11,2,15988.25
2021-07-14 20:19:00-04:00,1454.0,1454.0,1453.75,1453.75,2,2,2907.75
2021-07-14 20:21:00-04:00,1454.0,1454.0,1454.0,1454.0,3,1,4362.0
2021-07-14 20:22:00-04:00,1453.75,1453.75,1453.5,1453.5,3,2,4361.0
2021-07-14 20:23:00-04:00,1453.25,1453.75,1453.25,1453.75,2,2,2907.0
2021-07-14 20:25:00-04:00,1453.0,1453.5,1453.0,1453.5,2,2,2906.5
2021-07-14 20:26:00-04:00,1453.5,1453.5,1453.25,1453.25,5,3,7267.0
2021-07-14 20:31:00-04:00,1453.25,1453.25,1453.25,1453.25,2,1,2906.5
2021-07-14 20:34:00-04:00,1454.5,1454.5,1454.5,1454.5,7,4,10181.5
2021-07-14 20:35:00-04:00,1454.0,1454.0,1454.0,1454.0,1,1,1454.0
2021-07-14 20:40:00-04:00,1453.75,1453.75,1453.75,1453.75,1,1,1453.75
2021-07-14 20:45:00-04:00,1454.0,1454.0,1454.0,1454.0,1,1,1454.0
2021-07-14 20:46:00-04:00,1453.75,1454.0,1453.75,1454.0,3,2,4361.5
2021-07-14 20:47:00-04:00,1454.0,1454.25,1454.0,1454.25,7,5,10178.25
2021-07-14 20:48:00-04:00,1454.25,1454.25,1454.25,1454.25,2,1,2908.5
2021-07-14 20:49:00-04:00,1454.0,1454.25,1454.0,1454.25,7,2,10178.75
2021-07-14 20:50:00-04:00,1454.5,1454.5,1454.5,1454.5,28,14,40726.0
2021-07-14 20:51:00-04:00,1454.25,1454.25,1454.25,1454.25,2,2,2908.5
2021-07-14 20:53:00-04:00,1454.5,1454.5,1454.5,1454.5,1,1,1454.5
2021-07-14 20:54:00-04:00,1454.25,1454.25,1454.25,1454.25,2,1,2908.5
2021-07-14 20:57:00-04:00,1454.0,1454.0,1454.0,1454.0,2,1,2908.0
2021-07-14 20:58:00-04:00,1454.0,1454.0,1453.5,1453.5,11,6,15993.5
2021-07-14 20:59:00-04:00,1454.0,1454.0,1454.0,1454.0,2,2,2908.0
2021-07-14 21:00:00-04:00,1453.75,1453.75,1451.5,1451.75,32,21,46479.25
2021-07-14 21:01:00-04:00,1451.5,1451.5,1451.0,1451.0,13,7,18865.0
2021-07-14 21:02:00-04:00,1450.75,1451.25,1450.75,1451.25,5,4,7254.5
2021-07-14 21:03:00-04:00,1451.25,1451.25,1451.25,1451.25,2,1,2902.5
2021-07-14 21:05:00-04:00,1451.25,1451.25,1451.25,1451.25,2,1,2902.5
2021-07-14 21:06:00-04:00,1452.0,1452.0,1452.0,1452.0,50,6,72600.0
2021-07-14 21:07:00-04:00,1453.0,1453.0,1452.5,1452.5,2,2,2905.5
2021-07-14 21:08:00-04:00,1452.0,1452.25,1452.0,1452.25,3,3,4356.5
2021-07-14 21:09:00-04:00,1451.0,1451.0,1450.0,1450.25,9,4,13052.25
2021-07-14 21:10:00-04:00,1450.5,1450.5,1450.5,1450.5,1,1,1450.5
2021-07-14 21:11:00-04:00,1450.0,1450.25,1449.75,1450.0,12,8,17400.5
2021-07-14 21:17:00-04:00,1451.25,1451.25,1451.25,1451.25,1,1,1451.25
2021-07-14 21:18:00-04:00,1451.75,1451.75,1451.75,1451.75,2,2,2903.5
2021-07-14 21:21:00-04:00,1450.75,1450.75,1450.5,1450.75,4,3,5802.75
2021-07-14 21:24:00-04:00,1451.75,1451.75,1451.0,1451.0,9,3,13062.75
2021-07-14 21:25:00-04:00,1450.5,1450.5,1450.25,1450.25,2,2,2900.75
2021-07-14 21:28:00-04:00,1451.25,1451.25,1451.25,1451.25,2,1,2902.5
2021-07-14 21:31:00-04:00,1452.5,1452.5,1452.5,1452.5,5,2,7262.5
2021-07-14 21:32:00-04:00,1452.5,1452.5,1452.0,1452.0,2,2,2904.5
2021-07-14 21:34:00-04:00,1453.5,1453.5,1453.0,1453.0,2,2,2906.5
2021-07-14 21:36:00-04:00,1452.75,1452.75,1452.75,1452.75,3,2,4358.25
2021-07-14 21:41:00-04:00,1454.0,1454.0,1454.0,1454.0,1,1,1454.0
2021-07-14 21:44:00-04:00,1453.25,1453.25,1453.25,1453.25,3,1,4359.75
2021-07-14 21:45:00-04:00,1453.75,1453.75,1453.75,1453.75,1,1,1453.75
2021-07-14 21:48:00-04:00,1453.5,1453.5,1453.5,1453.5,1,1,1453.5
2021-07-14 21:55:00-04:00,1453.5,1453.5,1453.5,1453.5,1,1,1453.5
2021-07-14 21:57:00-04:00,1453.5,1453.5,1453.5,1453.5,1,1,1453.5
2021-07-14 21:58:00-04:00,1452.75,1452.75,1452.75,1452.75,1,1,1452.75
2021-07-14 22:00:00-04:00,1453.75,1453.75,1453.75,1453.75,1,1,1453.75
2021-07-14 22:01:00-04:00,1453.75,1453.75,1453.75,1453.75,1,1,1453.75
2021-07-14 22:06:00-04:00,1452.75,1452.75,1452.0,1452.0,2,2,2904.75
2021-07-14 22:07:00-04:00,1452.25,1452.25,1452.25,1452.25,3,1,4356.75
2021-07-14 22:08:00-04:00,1452.25,1452.5,1452.25,1452.5,2,2,2904.75
2021-07-14 22:11:00-04:00,1451.75,1451.75,1451.75,1451.75,1,1,1451.75
2021-07-14 22:39:00-04:00,1453.25,1453.25,1453.25,1453.25,2,1,2906.5
2021-07-14 22:41:00-04:00,1453.0,1453.0,1452.75,1452.75,3,2,4358.5
2021-07-14 22:43:00-04:00,1453.0,1453.0,1453.0,1453.0,6,1,8718.0
2021-07-14 22:50:00-04:00,1452.25,1452.25,1452.25,1452.25,1,1,1452.25
2021-07-14 22:51:00-04:00,1453.0,1453.0,1453.0,1453.0,5,2,7265.0
2021-07-14 22:52:00-04:00,1453.75,1453.75,1453.75,1453.75,1,1,1453.75
2021-07-14 22:56:00-04:00,1453.5,1453.5,1453.5,1453.5,2,1,2907.0
