,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-04 18:49:00-04:00,80.275,80.275,80.275,80.275,12,4,963.3
2021-11-04 19:58:00-04:00,80.3,80.3,80.3,80.3,1,1,80.3
2021-11-04 20:14:00-04:00,80.25,80.25,80.25,80.25,6,1,481.5
2021-11-04 20:25:00-04:00,80.25,80.25,80.25,80.25,4,1,321.0
2021-11-04 23:59:00-04:00,80.25,80.25,80.25,80.25,2,1,160.5
2021-11-05 00:29:00-04:00,80.235,80.235,80.235,80.235,1,1,80.235
2021-11-05 01:53:00-04:00,80.24,80.24,80.235,80.235,2,2,160.475
2021-11-05 01:55:00-04:00,80.23,80.23,80.23,80.23,1,1,80.23
2021-11-05 01:56:00-04:00,80.225,80.225,80.225,80.225,1,1,80.225
2021-11-05 01:57:00-04:00,80.225,80.225,80.225,80.225,1,1,80.225
2021-11-05 02:01:00-04:00,80.22,80.22,80.22,80.22,1,1,80.22
2021-11-05 02:09:00-04:00,80.205,80.205,80.205,80.205,2,2,160.41
2021-11-05 03:31:00-04:00,80.22,80.22,80.22,80.22,1,1,80.22
2021-11-05 03:35:00-04:00,80.24,80.24,80.24,80.24,1,1,80.24
2021-11-05 03:48:00-04:00,80.245,80.245,80.245,80.245,1,1,80.245
2021-11-05 04:00:00-04:00,80.25,80.25,80.25,80.25,2,1,160.5
2021-11-05 04:05:00-04:00,80.24,80.24,80.24,80.24,1,1,80.24
2021-11-05 06:01:00-04:00,80.165,80.165,80.165,80.165,1,1,80.165
2021-11-05 06:10:00-04:00,80.155,80.155,80.155,80.155,2,2,160.31
2021-11-05 06:11:00-04:00,80.16,80.16,80.16,80.16,1,1,80.16
2021-11-05 06:23:00-04:00,80.165,80.165,80.165,80.165,1,1,80.165
2021-11-05 06:34:00-04:00,80.135,80.135,80.135,80.135,1,1,80.135
2021-11-05 06:40:00-04:00,80.135,80.135,80.135,80.135,1,1,80.135
2021-11-05 06:49:00-04:00,80.135,80.135,80.135,80.135,1,1,80.135
2021-11-05 07:08:00-04:00,80.165,80.165,80.165,80.165,1,1,80.165
2021-11-05 07:58:00-04:00,80.2,80.2,80.2,80.2,1,1,80.2
2021-11-05 08:02:00-04:00,80.225,80.225,80.225,80.225,1,1,80.225
2021-11-05 08:39:00-04:00,80.25,80.25,80.25,80.25,10,3,802.5
2021-11-05 08:40:00-04:00,80.245,80.275,80.245,80.275,4,2,321.07
2021-11-05 08:52:00-04:00,80.315,80.315,80.315,80.315,6,2,481.89
2021-11-05 09:00:00-04:00,80.29,80.29,80.29,80.29,5,1,401.45
2021-11-05 09:08:00-04:00,80.28,80.28,80.28,80.28,1,1,80.28
2021-11-05 09:15:00-04:00,80.32,80.32,80.315,80.315,8,4,642.54
2021-11-05 09:16:00-04:00,80.325,80.325,80.325,80.325,5,2,401.625
2021-11-05 09:51:00-04:00,80.26,80.26,80.25,80.25,11,4,882.76
2021-11-05 10:01:00-04:00,80.225,80.23,80.225,80.23,11,2,882.505
2021-11-05 10:17:00-04:00,80.18,80.18,80.18,80.18,5,3,400.9
2021-11-05 10:26:00-04:00,80.23,80.23,80.23,80.23,1,1,80.23
2021-11-05 10:55:00-04:00,80.2,80.2,80.2,80.2,10,1,802.0
2021-11-05 10:56:00-04:00,80.2,80.2,80.2,80.2,12,2,962.4
2021-11-05 11:57:00-04:00,80.395,80.395,80.385,80.385,3,3,241.17
2021-11-05 12:07:00-04:00,80.355,80.355,80.355,80.355,1,1,80.355
2021-11-05 12:09:00-04:00,80.345,80.345,80.345,80.345,1,1,80.345
2021-11-05 12:49:00-04:00,80.38,80.38,80.38,80.38,1,1,80.38
2021-11-05 12:51:00-04:00,80.395,80.395,80.395,80.395,2,1,160.79
2021-11-05 13:09:00-04:00,80.385,80.385,80.385,80.385,1,1,80.385
2021-11-05 13:29:00-04:00,80.3,80.3,80.3,80.3,10,6,803.0
2021-11-05 13:30:00-04:00,80.305,80.305,80.305,80.305,1,1,80.305
2021-11-05 13:56:00-04:00,80.33,80.33,80.33,80.33,1,1,80.33
2021-11-05 14:01:00-04:00,80.33,80.33,80.33,80.33,1,1,80.33
2021-11-05 14:13:00-04:00,80.3,80.3,80.3,80.3,1,1,80.3
2021-11-05 14:22:00-04:00,80.31,80.31,80.31,80.31,1,1,80.31
2021-11-05 14:39:00-04:00,80.325,80.325,80.325,80.325,3,1,240.975
2021-11-05 14:46:00-04:00,80.305,80.305,80.305,80.305,2,1,160.61
2021-11-05 14:49:00-04:00,80.29,80.29,80.285,80.285,7,3,562.02
2021-11-05 15:02:00-04:00,80.25,80.25,80.245,80.245,13,2,1043.235
2021-11-05 15:17:00-04:00,80.28,80.28,80.28,80.28,1,1,80.28
2021-11-05 15:20:00-04:00,80.3,80.3,80.3,80.3,1,1,80.3
