,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-04 21:01:00-04:00,80.18,80.18,80.18,80.18,2,1,160.36
2021-11-05 07:25:00-04:00,80.06,80.06,80.06,80.06,2,1,160.12
2021-11-05 07:26:00-04:00,80.06,80.06,80.06,80.06,2,1,160.12
2021-11-05 08:11:00-04:00,80.115,80.115,80.115,80.115,2,1,160.23
2021-11-05 08:13:00-04:00,80.105,80.105,80.105,80.105,2,1,160.21
2021-11-05 10:20:00-04:00,80.1,80.1,80.1,80.1,3,1,240.3
2021-11-05 10:44:00-04:00,80.11,80.11,80.11,80.11,2,1,160.22
2021-11-05 12:13:00-04:00,80.25,80.25,80.25,80.25,2,1,160.5
2021-11-05 13:57:00-04:00,80.24,80.24,80.24,80.24,2,1,160.48
