,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-11-01 18:06:00-04:00,4597.5,4597.5,4597.5,4597.5,1,1,4597.5
2021-11-01 18:33:00-04:00,4599.5,4599.5,4599.5,4599.5,1,1,4599.5
2021-11-01 18:40:00-04:00,4600.75,4600.75,4600.75,4600.75,1,1,4600.75
2021-11-01 18:57:00-04:00,4602.0,4602.0,4602.0,4602.0,1,1,4602.0
2021-11-01 19:01:00-04:00,4600.0,4600.0,4599.5,4599.5,3,2,13799.0
2021-11-01 19:11:00-04:00,4598.5,4598.5,4598.5,4598.5,2,1,9197.0
2021-11-01 20:00:00-04:00,4597.0,4597.0,4597.0,4597.0,1,1,4597.0
2021-11-01 21:10:00-04:00,4599.0,4599.0,4599.0,4599.0,1,1,4599.0
2021-11-01 21:31:00-04:00,4595.0,4595.0,4593.75,4593.75,2,2,9188.75
2021-11-01 21:40:00-04:00,4593.0,4593.0,4593.0,4593.0,1,1,4593.0
2021-11-01 22:00:00-04:00,4593.25,4593.25,4593.25,4593.25,1,1,4593.25
2021-11-01 22:05:00-04:00,4593.0,4593.0,4593.0,4593.0,1,1,4593.0
2021-11-01 23:11:00-04:00,4589.0,4589.0,4589.0,4589.0,1,1,4589.0
2021-11-02 00:10:00-04:00,4591.25,4591.5,4591.25,4591.5,5,2,22956.5
2021-11-02 00:31:00-04:00,4591.0,4591.0,4591.0,4591.0,1,1,4591.0
2021-11-02 00:34:00-04:00,4591.0,4591.0,4591.0,4591.0,1,1,4591.0
2021-11-02 01:14:00-04:00,4591.0,4591.0,4591.0,4591.0,1,1,4591.0
2021-11-02 02:53:00-04:00,4596.75,4596.75,4596.75,4596.75,1,1,4596.75
2021-11-02 02:54:00-04:00,4597.75,4597.75,4597.5,4597.5,2,2,9195.25
2021-11-02 02:55:00-04:00,4597.5,4597.5,4597.5,4597.5,1,1,4597.5
2021-11-02 03:17:00-04:00,4598.25,4598.25,4598.25,4598.25,1,1,4598.25
2021-11-02 03:53:00-04:00,4598.0,4598.25,4598.0,4598.25,2,2,9196.25
2021-11-02 03:55:00-04:00,4599.75,4599.75,4599.75,4599.75,1,1,4599.75
2021-11-02 04:33:00-04:00,4599.0,4599.0,4599.0,4599.0,2,1,9198.0
2021-11-02 04:34:00-04:00,4599.25,4599.25,4599.25,4599.25,1,1,4599.25
2021-11-02 04:59:00-04:00,4595.0,4595.0,4595.0,4595.0,1,1,4595.0
2021-11-02 05:00:00-04:00,4594.0,4594.0,4593.75,4593.75,2,2,9187.75
2021-11-02 05:59:00-04:00,4597.0,4597.0,4597.0,4597.0,1,1,4597.0
2021-11-02 06:42:00-04:00,4598.0,4598.0,4598.0,4598.0,1,1,4598.0
2021-11-02 06:59:00-04:00,4599.0,4600.0,4599.0,4600.0,3,2,13799.0
2021-11-02 07:34:00-04:00,4601.5,4601.5,4601.5,4601.5,1,1,4601.5
2021-11-02 07:47:00-04:00,4601.0,4601.0,4600.5,4600.5,2,2,9201.5
2021-11-02 08:12:00-04:00,4601.25,4601.25,4601.25,4601.25,1,1,4601.25
2021-11-02 08:14:00-04:00,4602.25,4602.25,4602.25,4602.25,2,2,9204.5
2021-11-02 08:35:00-04:00,4603.0,4603.0,4603.0,4603.0,1,1,4603.0
2021-11-02 09:04:00-04:00,4602.25,4602.25,4602.25,4602.25,1,1,4602.25
2021-11-02 09:28:00-04:00,4600.25,4600.25,4600.25,4600.25,1,1,4600.25
2021-11-02 09:30:00-04:00,4603.0,4603.0,4602.25,4602.25,2,2,9205.25
2021-11-02 09:33:00-04:00,4603.5,4604.0,4602.75,4602.75,4,4,18413.25
2021-11-02 09:34:00-04:00,4599.75,4599.75,4599.75,4599.75,1,1,4599.75
2021-11-02 09:35:00-04:00,4599.25,4599.25,4599.25,4599.25,1,1,4599.25
2021-11-02 09:37:00-04:00,4605.0,4605.0,4605.0,4605.0,1,1,4605.0
2021-11-02 09:38:00-04:00,4606.0,4606.0,4606.0,4606.0,1,1,4606.0
2021-11-02 09:39:00-04:00,4607.0,4607.0,4607.0,4607.0,1,1,4607.0
2021-11-02 09:41:00-04:00,4604.5,4604.5,4604.5,4604.5,1,1,4604.5
2021-11-02 09:43:00-04:00,4605.0,4605.0,4605.0,4605.0,1,1,4605.0
2021-11-02 09:48:00-04:00,4608.0,4608.0,4608.0,4608.0,23,1,105984.0
2021-11-02 09:49:00-04:00,4606.25,4606.25,4606.25,4606.25,1,1,4606.25
2021-11-02 09:51:00-04:00,4607.25,4607.25,4607.25,4607.25,2,1,9214.5
2021-11-02 09:58:00-04:00,4610.0,4610.5,4610.0,4610.5,7,3,32270.75
2021-11-02 10:00:00-04:00,4610.75,4610.75,4610.75,4610.75,1,1,4610.75
2021-11-02 10:01:00-04:00,4609.0,4609.0,4609.0,4609.0,1,1,4609.0
2021-11-02 10:03:00-04:00,4612.0,4612.0,4612.0,4612.0,1,1,4612.0
2021-11-02 10:05:00-04:00,4612.5,4612.5,4612.5,4612.5,5,1,23062.5
2021-11-02 10:07:00-04:00,4609.25,4609.25,4609.25,4609.25,1,1,4609.25
2021-11-02 10:15:00-04:00,4608.5,4608.5,4608.5,4608.5,1,1,4608.5
2021-11-02 10:35:00-04:00,4610.5,4610.5,4610.5,4610.5,2,1,9221.0
2021-11-02 10:36:00-04:00,4610.0,4610.0,4610.0,4610.0,1,1,4610.0
2021-11-02 10:37:00-04:00,4609.25,4609.25,4609.25,4609.25,1,1,4609.25
2021-11-02 10:39:00-04:00,4612.5,4612.5,4612.5,4612.5,2,1,9225.0
2021-11-02 10:43:00-04:00,4612.5,4612.5,4612.5,4612.5,1,1,4612.5
