,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-10-27 18:00:00-04:00,4548.75,4550.5,4548.0,4550.25,780,260,3548425.25
2021-10-27 18:01:00-04:00,4550.0,4550.75,4549.75,4550.25,242,86,1101193.5
2021-10-27 18:02:00-04:00,4550.25,4551.5,4550.0,4550.25,343,87,1560830.0
2021-10-27 18:03:00-04:00,4550.25,4550.25,4549.25,4549.5,137,43,623330.5
2021-10-27 18:04:00-04:00,4549.5,4549.75,4549.5,4549.5,106,34,482263.0
2021-10-27 18:05:00-04:00,4549.75,4550.25,4549.25,4550.0,190,53,864474.75
2021-10-27 18:06:00-04:00,4550.25,4550.5,4550.0,4550.5,79,40,359474.25
2021-10-27 18:07:00-04:00,4550.5,4550.75,4550.25,4550.5,70,39,318528.75
2021-10-27 18:08:00-04:00,4550.5,4550.75,4550.25,4550.75,79,35,359488.5
2021-10-27 18:09:00-04:00,4550.75,4550.75,4549.75,4549.75,119,36,541488.25
2021-10-27 18:10:00-04:00,4549.75,4549.75,4549.25,4549.5,55,24,250218.25
2021-10-27 18:11:00-04:00,4549.5,4550.25,4549.5,4549.5,151,51,687024.25
2021-10-27 18:12:00-04:00,4549.5,4550.0,4549.5,4549.5,51,23,232032.75
2021-10-27 18:13:00-04:00,4549.5,4549.5,4549.25,4549.5,28,13,127385.0
2021-10-27 18:14:00-04:00,4549.75,4549.75,4549.5,4549.75,35,11,159234.0
2021-10-27 18:15:00-04:00,4549.5,4550.0,4549.5,4550.0,53,20,241146.5
2021-10-27 18:16:00-04:00,4550.0,4551.25,4550.0,4550.25,272,79,1237749.25
2021-10-27 18:17:00-04:00,4550.25,4550.5,4549.75,4549.75,105,36,477752.75
2021-10-27 18:18:00-04:00,4549.75,4551.25,4549.75,4550.5,186,67,846418.5
2021-10-27 18:19:00-04:00,4550.75,4551.0,4550.0,4550.75,100,43,455063.0
2021-10-27 18:20:00-04:00,4550.75,4551.0,4550.25,4550.5,109,41,496014.0
2021-10-27 18:21:00-04:00,4550.5,4550.75,4550.5,4550.75,48,22,218429.0
2021-10-27 18:22:00-04:00,4550.75,4550.75,4550.0,4550.5,121,27,550582.25
2021-10-27 18:23:00-04:00,4550.5,4550.75,4550.5,4550.5,22,6,100113.0
2021-10-27 18:24:00-04:00,4550.5,4550.5,4550.25,4550.25,11,7,50054.25
2021-10-27 18:25:00-04:00,4550.25,4551.0,4550.25,4550.75,50,25,227531.5
2021-10-27 18:26:00-04:00,4551.0,4551.0,4550.0,4550.25,218,61,992005.25
2021-10-27 18:27:00-04:00,4550.25,4550.75,4550.0,4550.75,136,29,618853.75
2021-10-27 18:28:00-04:00,4550.75,4551.0,4550.5,4550.5,16,10,72813.0
2021-10-27 18:29:00-04:00,4550.5,4550.75,4550.5,4550.75,3,3,13651.75
2021-10-27 18:30:00-04:00,4550.75,4551.0,4550.5,4550.75,195,47,887418.75
2021-10-27 18:31:00-04:00,4550.75,4551.0,4550.75,4551.0,31,14,141078.75
2021-10-27 18:32:00-04:00,4551.0,4551.5,4551.0,4551.0,149,53,678116.0
2021-10-27 18:33:00-04:00,4551.25,4551.75,4550.75,4550.75,254,54,1156039.5
2021-10-27 18:34:00-04:00,4550.75,4551.0,4550.5,4550.5,82,36,373174.0
2021-10-27 18:35:00-04:00,4550.5,4550.75,4549.75,4550.0,229,62,1042012.25
2021-10-27 18:36:00-04:00,4550.0,4550.0,4549.0,4549.25,180,54,818882.75
2021-10-27 18:37:00-04:00,4549.25,4549.25,4548.5,4548.75,148,42,673216.0
2021-10-27 18:38:00-04:00,4548.75,4549.75,4548.75,4549.75,76,29,345728.5
2021-10-27 18:39:00-04:00,4549.75,4549.75,4549.25,4549.25,50,21,227476.5
2021-10-27 18:40:00-04:00,4549.25,4549.75,4549.25,4549.75,10,5,45495.0
2021-10-27 18:41:00-04:00,4549.5,4549.75,4549.25,4549.75,25,17,113737.75
2021-10-27 18:42:00-04:00,4549.75,4549.75,4549.5,4549.5,19,8,86441.25
2021-10-27 18:43:00-04:00,4549.5,4550.5,4549.5,4550.5,100,29,454992.75
2021-10-27 18:44:00-04:00,4550.25,4550.75,4550.25,4550.75,107,40,486910.5
2021-10-27 18:45:00-04:00,4550.75,4551.25,4550.75,4551.0,82,22,373181.25
2021-10-27 18:46:00-04:00,4551.25,4551.25,4551.0,4551.25,91,25,414158.75
2021-10-27 18:47:00-04:00,4551.0,4551.75,4551.0,4551.75,97,40,441483.0
2021-10-27 18:48:00-04:00,4551.5,4551.75,4551.25,4551.25,57,27,259427.0
2021-10-27 18:49:00-04:00,4551.0,4551.0,4550.75,4551.0,64,26,291262.5
2021-10-27 18:50:00-04:00,4550.75,4550.75,4550.5,4550.75,62,58,282145.25
2021-10-27 18:51:00-04:00,4550.75,4551.5,4550.75,4551.25,89,30,405048.5
2021-10-27 18:52:00-04:00,4551.25,4551.25,4551.0,4551.25,57,26,259410.75
2021-10-27 18:53:00-04:00,4551.25,4551.25,4551.0,4551.0,17,9,77367.75
2021-10-27 18:54:00-04:00,4551.0,4551.25,4550.75,4551.0,115,35,523368.25
2021-10-27 18:55:00-04:00,4551.0,4551.25,4551.0,4551.0,26,13,118326.75
2021-10-27 18:56:00-04:00,4551.0,4552.0,4551.0,4552.0,161,49,732827.0
2021-10-27 18:57:00-04:00,4551.75,4552.5,4551.75,4552.25,256,94,1165334.25
2021-10-27 18:58:00-04:00,4552.25,4552.25,4551.75,4552.0,144,46,655482.25
2021-10-27 18:59:00-04:00,4551.75,4552.0,4551.75,4551.75,47,23,213937.5
2021-10-27 19:00:00-04:00,4552.0,4552.0,4551.75,4552.0,40,23,182077.25
2021-10-27 19:01:00-04:00,4552.25,4552.25,4551.75,4551.75,48,21,218499.0
2021-10-27 19:02:00-04:00,4551.75,4552.0,4551.75,4552.0,33,22,150212.75
2021-10-27 19:03:00-04:00,4552.0,4553.25,4552.0,4552.75,221,61,1006145.75
2021-10-27 19:04:00-04:00,4553.0,4553.0,4552.5,4552.75,35,18,159346.5
2021-10-27 19:05:00-04:00,4552.75,4553.0,4552.5,4553.0,68,34,309594.5
2021-10-27 19:06:00-04:00,4552.75,4553.0,4552.5,4553.0,59,31,268613.5
2021-10-27 19:07:00-04:00,4552.75,4553.25,4552.5,4553.25,110,56,500835.25
2021-10-27 19:08:00-04:00,4553.25,4553.5,4552.75,4553.25,284,73,1293109.25
2021-10-27 19:09:00-04:00,4553.25,4553.25,4552.25,4552.25,131,34,596387.0
2021-10-27 19:10:00-04:00,4552.5,4552.5,4552.25,4552.25,77,28,350529.5
2021-10-27 19:11:00-04:00,4552.0,4552.25,4552.0,4552.25,77,50,350513.25
2021-10-27 19:12:00-04:00,4552.25,4552.25,4551.75,4552.0,84,28,382357.25
2021-10-27 19:13:00-04:00,4552.0,4552.25,4552.0,4552.0,30,23,136561.0
2021-10-27 19:14:00-04:00,4551.75,4552.5,4551.75,4552.5,27,14,122907.5
2021-10-27 19:15:00-04:00,4552.25,4552.5,4552.0,4552.0,39,14,177540.75
