,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-10-11 18:00:00-04:00,4331.5,4331.5,4331.5,4331.5,1,1,4331.5
2021-10-11 18:56:00-04:00,4326.0,4326.0,4326.0,4326.0,2,1,8652.0
2021-10-11 18:57:00-04:00,4325.0,4325.0,4325.0,4325.0,2,1,8650.0
2021-10-11 20:10:00-04:00,4324.0,4324.0,4322.0,4322.0,6,5,25938.0
2021-10-11 20:17:00-04:00,4321.0,4321.0,4319.0,4319.0,6,5,25920.0
2021-10-11 20:18:00-04:00,4318.0,4318.0,4317.0,4317.0,3,3,12953.0
2021-10-11 20:19:00-04:00,4317.0,4317.0,4317.0,4317.0,1,1,4317.0
2021-10-11 20:36:00-04:00,4316.0,4316.0,4316.0,4316.0,2,1,8632.0
2021-10-11 20:38:00-04:00,4315.0,4315.0,4314.0,4314.0,4,3,17258.0
2021-10-11 20:44:00-04:00,4313.0,4313.0,4312.0,4312.0,4,2,17250.0
2021-10-11 21:05:00-04:00,4311.0,4311.0,4310.0,4310.0,4,3,17242.0
2021-10-11 21:55:00-04:00,4311.0,4311.0,4311.0,4311.0,1,1,4311.0
2021-10-12 00:43:00-04:00,4315.25,4315.25,4315.25,4315.25,1,1,4315.25
2021-10-12 05:37:00-04:00,4333.5,4333.5,4333.5,4333.5,1,1,4333.5
2021-10-12 09:25:00-04:00,4344.0,4344.0,4344.0,4344.0,1,1,4344.0
