,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-21 20:00:00-04:00,1274.5,1277.0,1274.0,1276.75,523,157,667034.25
2021-09-21 20:01:00-04:00,1276.25,1276.5,1276.0,1276.25,43,27,54873.5
2021-09-21 20:02:00-04:00,1276.5,1276.5,1276.0,1276.0,34,19,43394.5
2021-09-21 20:03:00-04:00,1276.0,1276.25,1275.75,1276.0,20,12,25519.0
2021-09-21 20:04:00-04:00,1276.25,1277.0,1276.25,1276.25,37,16,47231.75
2021-09-21 20:05:00-04:00,1276.0,1276.0,1274.75,1275.0,40,20,51014.25
2021-09-21 20:06:00-04:00,1274.75,1274.75,1274.5,1274.5,22,11,28042.0
2021-09-21 20:07:00-04:00,1274.5,1275.0,1274.5,1274.75,11,6,14023.25
2021-09-21 20:08:00-04:00,1274.75,1274.75,1274.25,1274.25,16,9,20394.25
2021-09-21 20:09:00-04:00,1274.0,1274.5,1274.0,1274.25,37,23,47142.25
2021-09-21 20:10:00-04:00,1274.25,1274.25,1273.5,1273.5,21,13,26751.25
2021-09-21 20:11:00-04:00,1273.75,1273.75,1273.0,1273.25,20,14,25467.0
2021-09-21 20:12:00-04:00,1273.25,1273.25,1273.25,1273.25,8,7,10186.0
2021-09-21 20:13:00-04:00,1273.25,1273.25,1273.25,1273.25,4,4,5093.0
2021-09-21 20:14:00-04:00,1273.0,1273.0,1272.75,1272.75,14,8,17820.5
2021-09-21 20:15:00-04:00,1272.75,1272.75,1272.75,1272.75,10,6,12727.5
2021-09-21 20:16:00-04:00,1272.75,1272.75,1272.75,1272.75,7,7,8909.25
2021-09-21 20:17:00-04:00,1273.0,1273.0,1272.5,1272.5,30,14,38178.25
2021-09-21 20:18:00-04:00,1272.75,1272.75,1272.5,1272.5,7,3,8909.0
2021-09-21 20:19:00-04:00,1272.5,1272.5,1272.5,1272.5,4,4,5090.0
2021-09-21 20:20:00-04:00,1272.25,1272.25,1271.75,1271.75,22,15,27983.5
2021-09-21 20:21:00-04:00,1272.0,1272.75,1272.0,1272.75,21,12,26723.5
2021-09-21 20:22:00-04:00,1273.0,1273.25,1273.0,1273.25,11,4,14003.75
2021-09-21 20:23:00-04:00,1273.25,1273.25,1273.25,1273.25,2,1,2546.5
2021-09-21 20:25:00-04:00,1273.5,1273.75,1273.5,1273.75,8,6,10188.75
2021-09-21 20:26:00-04:00,1273.5,1273.5,1273.0,1273.0,10,2,12734.5
2021-09-21 20:27:00-04:00,1273.0,1273.0,1272.75,1272.75,11,6,14002.75
2021-09-21 20:28:00-04:00,1272.5,1272.5,1272.5,1272.5,1,1,1272.5
2021-09-21 20:29:00-04:00,1272.75,1272.75,1272.75,1272.75,2,2,2545.5
2021-09-21 20:30:00-04:00,1272.75,1272.75,1272.75,1272.75,5,2,6363.75
2021-09-21 20:31:00-04:00,1273.0,1273.0,1273.0,1273.0,1,1,1273.0
2021-09-21 20:32:00-04:00,1273.0,1273.0,1273.0,1273.0,1,1,1273.0
2021-09-21 20:33:00-04:00,1273.0,1273.0,1273.0,1273.0,1,1,1273.0
2021-09-21 20:34:00-04:00,1273.0,1273.0,1273.0,1273.0,7,4,8911.0
2021-09-21 20:36:00-04:00,1272.75,1273.0,1272.75,1273.0,6,3,7637.0
2021-09-21 20:37:00-04:00,1272.75,1272.75,1272.0,1272.0,25,5,31813.75
2021-09-21 20:38:00-04:00,1272.25,1272.25,1272.25,1272.25,2,2,2544.5
2021-09-21 20:40:00-04:00,1272.5,1272.5,1272.5,1272.5,1,1,1272.5
