,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-21 21:44:00-04:00,1295.0,1295.0,1295.0,1295.0,1,1,1295.0
2021-09-21 21:51:00-04:00,1295.75,1295.75,1295.75,1295.75,1,1,1295.75
2021-09-21 21:54:00-04:00,1295.25,1295.25,1295.25,1295.25,1,1,1295.25
2021-09-21 21:56:00-04:00,1295.5,1295.5,1295.5,1295.5,1,1,1295.5
2021-09-22 00:39:00-04:00,1295.75,1295.75,1295.75,1295.75,1,1,1295.75
2021-09-22 02:41:00-04:00,1297.25,1297.25,1297.25,1297.25,1,1,1297.25
2021-09-22 02:56:00-04:00,1299.25,1299.25,1299.25,1299.25,1,1,1299.25
2021-09-22 03:23:00-04:00,1296.75,1296.75,1296.75,1296.75,1,1,1296.75
2021-09-22 03:24:00-04:00,1296.25,1296.25,1296.25,1296.25,1,1,1296.25
2021-09-22 04:12:00-04:00,1297.25,1297.25,1297.25,1297.25,1,1,1297.25
2021-09-22 04:30:00-04:00,1295.0,1295.0,1295.0,1295.0,1,1,1295.0
2021-09-22 04:33:00-04:00,1295.25,1295.25,1295.25,1295.25,1,1,1295.25
2021-09-22 05:22:00-04:00,1300.75,1300.75,1300.75,1300.75,2,1,2601.5
2021-09-22 05:27:00-04:00,1299.75,1299.75,1299.75,1299.75,1,1,1299.75
2021-09-22 05:35:00-04:00,1298.75,1298.75,1298.75,1298.75,1,1,1298.75
2021-09-22 06:13:00-04:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-09-22 06:14:00-04:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-09-22 06:34:00-04:00,1298.75,1299.0,1298.75,1299.0,2,2,2597.75
2021-09-22 06:42:00-04:00,1299.5,1299.5,1299.5,1299.5,1,1,1299.5
2021-09-22 07:48:00-04:00,1300.0,1300.0,1300.0,1300.0,1,1,1300.0
2021-09-22 07:55:00-04:00,1299.5,1299.5,1299.5,1299.5,3,3,3898.5
2021-09-22 08:05:00-04:00,1299.25,1299.25,1299.25,1299.25,4,3,5197.0
2021-09-22 08:06:00-04:00,1299.0,1299.0,1299.0,1299.0,1,1,1299.0
2021-09-22 08:09:00-04:00,1299.0,1299.0,1299.0,1299.0,8,4,10392.0
2021-09-22 08:10:00-04:00,1298.75,1298.75,1298.75,1298.75,2,2,2597.5
2021-09-22 08:11:00-04:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-09-22 08:13:00-04:00,1299.0,1299.0,1299.0,1299.0,1,1,1299.0
2021-09-22 08:14:00-04:00,1298.75,1298.75,1298.25,1298.25,9,6,11686.75
2021-09-22 08:15:00-04:00,1297.75,1297.75,1297.75,1297.75,3,2,3893.25
2021-09-22 08:25:00-04:00,1298.25,1298.25,1298.25,1298.25,2,1,2596.5
2021-09-22 08:26:00-04:00,1299.0,1299.0,1298.75,1298.75,3,2,3896.5
2021-09-22 08:27:00-04:00,1298.75,1298.75,1298.75,1298.75,3,1,3896.25
2021-09-22 08:29:00-04:00,1299.5,1299.5,1299.5,1299.5,2,1,2599.0
2021-09-22 08:37:00-04:00,1299.5,1299.75,1299.5,1299.75,5,3,6497.75
2021-09-22 08:38:00-04:00,1299.25,1300.0,1299.25,1300.0,3,3,3899.0
2021-09-22 08:42:00-04:00,1299.75,1299.75,1299.75,1299.75,1,1,1299.75
2021-09-22 09:29:00-04:00,1298.75,1298.75,1298.5,1298.5,3,3,3895.75
2021-09-22 09:30:00-04:00,1297.0,1299.25,1297.0,1299.25,5,5,6488.25
2021-09-22 09:31:00-04:00,1298.5,1298.5,1298.5,1298.5,4,4,5194.0
2021-09-22 09:32:00-04:00,1299.25,1299.25,1299.25,1299.25,1,1,1299.25
2021-09-22 09:33:00-04:00,1298.0,1298.0,1297.25,1297.25,10,10,12975.5
2021-09-22 09:34:00-04:00,1297.25,1300.0,1297.25,1300.0,6,6,7791.0
2021-09-22 09:35:00-04:00,1301.25,1301.75,1301.25,1301.75,2,2,2603.0
2021-09-22 09:36:00-04:00,1300.25,1300.25,1300.0,1300.0,3,3,3900.5
2021-09-22 09:37:00-04:00,1301.5,1301.5,1301.5,1301.5,1,1,1301.5
2021-09-22 09:39:00-04:00,1303.0,1303.75,1303.0,1303.5,16,15,20849.75
2021-09-22 09:41:00-04:00,1305.0,1305.0,1305.0,1305.0,3,3,3915.0
2021-09-22 09:42:00-04:00,1303.75,1305.0,1303.75,1305.0,20,12,26098.75
2021-09-22 09:43:00-04:00,1305.0,1305.0,1304.75,1304.75,26,10,33929.75
2021-09-22 09:44:00-04:00,1304.0,1304.0,1303.5,1303.75,6,6,7822.75
2021-09-22 09:45:00-04:00,1304.75,1305.0,1304.25,1304.75,5,4,6523.75
2021-09-22 09:46:00-04:00,1304.5,1304.5,1304.25,1304.25,4,4,5217.25
2021-09-22 09:47:00-04:00,1304.0,1304.25,1304.0,1304.0,5,5,6520.25
2021-09-22 09:49:00-04:00,1303.0,1303.0,1303.0,1303.0,2,2,2606.0
2021-09-22 09:50:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-09-22 09:51:00-04:00,1302.25,1303.0,1302.25,1302.5,9,9,11722.75
2021-09-22 09:53:00-04:00,1302.0,1302.0,1302.0,1302.0,4,4,5208.0
2021-09-22 09:55:00-04:00,1301.0,1301.0,1300.75,1300.75,3,2,3902.5
2021-09-22 09:56:00-04:00,1301.5,1301.5,1301.5,1301.5,2,2,2603.0
2021-09-22 09:57:00-04:00,1302.0,1302.0,1301.25,1301.25,2,2,2603.25
2021-09-22 09:59:00-04:00,1300.75,1300.75,1300.75,1300.75,1,1,1300.75
2021-09-22 10:01:00-04:00,1301.0,1301.0,1301.0,1301.0,1,1,1301.0
2021-09-22 10:04:00-04:00,1300.5,1301.25,1300.5,1301.0,3,3,3902.75
2021-09-22 10:07:00-04:00,1301.5,1301.5,1301.5,1301.5,1,1,1301.5
2021-09-22 10:08:00-04:00,1300.75,1300.75,1300.75,1300.75,1,1,1300.75
2021-09-22 10:09:00-04:00,1301.5,1301.5,1301.5,1301.5,17,8,22125.5
2021-09-22 10:11:00-04:00,1301.0,1301.0,1301.0,1301.0,2,2,2602.0
2021-09-22 10:12:00-04:00,1301.0,1301.0,1301.0,1301.0,3,3,3903.0
2021-09-22 10:13:00-04:00,1301.25,1301.5,1301.25,1301.5,2,2,2602.75
2021-09-22 10:14:00-04:00,1301.5,1301.5,1301.5,1301.5,1,1,1301.5
2021-09-22 10:15:00-04:00,1302.0,1302.0,1301.75,1301.75,2,2,2603.75
2021-09-22 10:17:00-04:00,1301.5,1301.5,1301.5,1301.5,3,1,3904.5
2021-09-22 10:23:00-04:00,1303.25,1303.25,1303.25,1303.25,1,1,1303.25
2021-09-22 10:24:00-04:00,1302.5,1303.5,1302.5,1303.25,120,16,156410.5
2021-09-22 10:25:00-04:00,1303.0,1303.0,1303.0,1303.0,1,1,1303.0
