,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-10 18:21:00-05:00,80.05,80.05,80.05,80.05,5,1,400.25
2021-11-10 18:22:00-05:00,80.05,80.05,80.05,80.05,1,1,80.05
2021-11-10 19:07:00-05:00,80.045,80.045,80.045,80.045,15,2,1200.675
2021-11-10 19:08:00-05:00,80.045,80.045,80.045,80.045,177,17,14167.966
2021-11-10 19:55:00-05:00,80.07,80.07,80.07,80.07,1,1,80.07
2021-11-11 00:31:00-05:00,79.94,79.94,79.94,79.94,1,1,79.94
2021-11-11 00:36:00-05:00,79.93,79.93,79.93,79.93,2,1,159.86
2021-11-11 01:06:00-05:00,79.94,79.94,79.94,79.94,1,1,79.94
2021-11-11 01:14:00-05:00,79.95,79.95,79.95,79.95,1,1,79.95
2021-11-11 02:00:00-05:00,79.925,79.925,79.925,79.925,1,1,79.925
2021-11-11 03:21:00-05:00,79.8,79.8,79.79,79.79,17,5,1356.52
2021-11-11 03:23:00-05:00,79.805,79.805,79.805,79.805,1,1,79.805
2021-11-11 03:28:00-05:00,79.805,79.805,79.805,79.805,1,1,79.805
2021-11-11 03:38:00-05:00,79.775,79.775,79.775,79.775,1,1,79.775
2021-11-11 03:41:00-05:00,79.815,79.815,79.815,79.815,1,1,79.815
2021-11-11 03:50:00-05:00,79.84,79.84,79.84,79.84,1,1,79.84
2021-11-11 04:07:00-05:00,79.785,79.785,79.785,79.785,2,1,159.57
2021-11-11 04:29:00-05:00,79.815,79.815,79.81,79.81,2,2,159.625
2021-11-11 04:46:00-05:00,79.805,79.805,79.805,79.805,1,1,79.805
2021-11-11 04:51:00-05:00,79.79,79.79,79.79,79.79,1,1,79.79
2021-11-11 05:27:00-05:00,79.75,79.75,79.75,79.75,1,1,79.75
2021-11-11 05:47:00-05:00,79.6,79.6,79.6,79.6,2,1,159.2
2021-11-11 05:56:00-05:00,79.57,79.57,79.57,79.57,5,1,397.85
2021-11-11 05:57:00-05:00,79.59,79.59,79.59,79.59,2,1,159.18
2021-11-11 06:07:00-05:00,79.625,79.625,79.625,79.625,1,1,79.625
2021-11-11 06:39:00-05:00,79.58,79.58,79.58,79.58,10,3,795.8
2021-11-11 07:01:00-05:00,79.6,79.6,79.6,79.6,1,1,79.6
2021-11-11 07:13:00-05:00,79.64,79.64,79.64,79.64,1,1,79.64
2021-11-11 07:25:00-05:00,79.57,79.57,79.57,79.57,2,1,159.14
2021-11-11 07:30:00-05:00,79.605,79.605,79.605,79.605,5,1,398.025
2021-11-11 07:33:00-05:00,79.585,79.585,79.585,79.585,1,1,79.585
2021-11-11 07:39:00-05:00,79.57,79.57,79.57,79.57,1,1,79.57
2021-11-11 07:43:00-05:00,79.5,79.5,79.5,79.5,19,6,1510.5
2021-11-11 07:53:00-05:00,79.54,79.54,79.54,79.54,1,1,79.54
2021-11-11 07:54:00-05:00,79.57,79.57,79.57,79.57,1,1,79.57
2021-11-11 07:58:00-05:00,79.53,79.53,79.53,79.53,1,1,79.53
2021-11-11 08:02:00-05:00,79.51,79.51,79.51,79.51,1,1,79.51
2021-11-11 08:09:00-05:00,79.47,79.47,79.47,79.47,5,1,397.35
2021-11-11 08:15:00-05:00,79.475,79.475,79.47,79.47,18,7,1430.525
2021-11-11 08:18:00-05:00,79.5,79.5,79.5,79.5,2,1,159.0
2021-11-11 08:21:00-05:00,79.49,79.49,79.49,79.49,2,1,158.98
2021-11-11 08:26:00-05:00,79.52,79.52,79.52,79.52,1,1,79.52
2021-11-11 08:32:00-05:00,79.535,79.535,79.535,79.535,3,3,238.605
2021-11-11 08:33:00-05:00,79.535,79.535,79.535,79.535,3,1,238.605
2021-11-11 08:42:00-05:00,79.535,79.535,79.535,79.535,1,1,79.535
2021-11-11 08:43:00-05:00,79.55,79.555,79.55,79.555,14,3,1113.71
2021-11-11 08:50:00-05:00,79.585,79.585,79.585,79.585,1,1,79.585
2021-11-11 09:25:00-05:00,79.545,79.545,79.545,79.545,3,1,238.635
2021-11-11 09:26:00-05:00,79.545,79.545,79.545,79.545,3,1,238.635
2021-11-11 09:29:00-05:00,79.525,79.525,79.525,79.525,1,1,79.525
2021-11-11 09:38:00-05:00,79.505,79.505,79.505,79.505,1,1,79.505
2021-11-11 09:55:00-05:00,79.48,79.48,79.465,79.465,4,2,317.89
2021-11-11 09:59:00-05:00,79.485,79.485,79.485,79.485,2,1,158.97
2021-11-11 10:02:00-05:00,79.46,79.46,79.46,79.46,2,1,158.92
2021-11-11 10:03:00-05:00,79.44,79.44,79.44,79.44,2,1,158.88
2021-11-11 10:04:00-05:00,79.44,79.445,79.44,79.445,10,2,794.415
2021-11-11 10:13:00-05:00,79.475,79.49,79.475,79.49,3,3,238.455
2021-11-11 10:19:00-05:00,79.505,79.505,79.505,79.505,1,1,79.505
2021-11-11 10:20:00-05:00,79.495,79.495,79.495,79.495,10,2,794.95
2021-11-11 10:33:00-05:00,79.41,79.41,79.41,79.41,12,3,952.92
2021-11-11 10:36:00-05:00,79.435,79.435,79.435,79.435,2,1,158.87
2021-11-11 10:41:00-05:00,79.45,79.455,79.45,79.455,15,2,1191.8
2021-11-11 10:43:00-05:00,79.44,79.44,79.44,79.44,1,1,79.44
2021-11-11 10:53:00-05:00,79.51,79.51,79.51,79.51,1,1,79.51
2021-11-11 11:49:00-05:00,79.465,79.465,79.465,79.465,1,1,79.465
2021-11-11 12:06:00-05:00,79.435,79.435,79.435,79.435,1,1,79.435
2021-11-11 12:07:00-05:00,79.42,79.42,79.42,79.42,2,1,158.84
2021-11-11 12:15:00-05:00,79.415,79.415,79.415,79.415,6,1,476.49
2021-11-11 12:18:00-05:00,79.395,79.395,79.395,79.395,1,1,79.395
2021-11-11 12:29:00-05:00,79.41,79.415,79.41,79.415,10,3,794.135
2021-11-11 12:42:00-05:00,79.425,79.425,79.425,79.425,1,1,79.425
2021-11-11 12:50:00-05:00,79.41,79.41,79.41,79.41,1,1,79.41
2021-11-11 12:59:00-05:00,79.41,79.41,79.41,79.41,10,1,794.1
2021-11-11 13:08:00-05:00,79.395,79.395,79.395,79.395,4,1,317.58
2021-11-11 13:09:00-05:00,79.39,79.39,79.39,79.39,4,1,317.56
2021-11-11 13:22:00-05:00,79.42,79.42,79.42,79.42,2,1,158.84
2021-11-11 14:08:00-05:00,79.43,79.43,79.43,79.43,5,1,397.15
2021-11-11 14:11:00-05:00,79.45,79.45,79.45,79.45,5,1,397.25
