,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-01 20:02:00-04:00,1290.0,1290.0,1290.0,1290.0,1,1,1290.0
2021-09-02 08:30:00-04:00,1294.75,1294.75,1294.75,1294.75,1,1,1294.75
2021-09-02 08:31:00-04:00,1294.0,1294.0,1294.0,1294.0,1,1,1294.0
2021-09-02 09:34:00-04:00,1293.5,1293.5,1293.5,1293.5,1,1,1293.5
2021-09-02 09:45:00-04:00,1294.5,1294.5,1294.5,1294.5,1,1,1294.5
2021-09-02 10:34:00-04:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-09-02 10:36:00-04:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-09-02 10:56:00-04:00,1296.25,1296.25,1296.25,1296.25,3,3,3888.75
2021-09-02 10:57:00-04:00,1296.25,1296.5,1296.25,1296.5,10,2,12962.75
2021-09-02 11:02:00-04:00,1297.5,1297.5,1297.5,1297.5,1,1,1297.5
2021-09-02 11:12:00-04:00,1295.25,1295.25,1295.25,1295.25,1,1,1295.25
2021-09-02 11:40:00-04:00,1296.75,1296.75,1296.75,1296.75,1,1,1296.75
