,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-21 18:55:00-04:00,79.58,79.58,79.58,79.58,1,1,79.58
2021-07-21 18:56:00-04:00,79.58,79.58,79.58,79.58,2,1,159.16
2021-07-22 02:24:00-04:00,79.5,79.5,79.5,79.5,1,1,79.5
