,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-03 09:30:00-04:00,79.79,79.79,79.79,79.79,1,1,79.79
2021-09-03 09:47:00-04:00,79.76,79.76,79.76,79.76,5,1,398.8
2021-09-03 14:04:00-04:00,79.965,79.97,79.965,79.97,5,2,399.84
