,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-26 18:43:00-04:00,79.015,79.015,79.015,79.015,1,1,79.015
2021-09-26 20:14:00-04:00,79.11,79.11,79.11,79.11,1,1,79.11
2021-09-26 20:36:00-04:00,79.095,79.095,79.095,79.095,3,1,237.285
2021-09-26 21:07:00-04:00,79.155,79.17,79.155,79.17,3,2,237.495
2021-09-26 21:08:00-04:00,79.16,79.16,79.16,79.16,4,1,316.64
2021-09-26 21:37:00-04:00,79.28,79.28,79.28,79.28,2,1,158.56
2021-09-27 03:18:00-04:00,79.28,79.28,79.28,79.28,2,1,158.56
2021-09-27 09:49:00-04:00,79.095,79.095,79.095,79.095,4,1,316.38
2021-09-27 10:36:00-04:00,79.14,79.14,79.14,79.14,8,1,633.12
2021-09-27 10:39:00-04:00,79.115,79.115,79.115,79.115,2,2,158.23
2021-09-27 10:40:00-04:00,79.135,79.135,79.135,79.135,1,1,79.135
2021-09-27 10:50:00-04:00,79.16,79.16,79.16,79.16,5,1,395.8
2021-09-27 10:53:00-04:00,79.145,79.145,79.145,79.145,4,3,316.58
2021-09-27 12:16:00-04:00,79.135,79.135,79.135,79.135,10,2,791.35
2021-09-27 12:21:00-04:00,79.145,79.145,79.145,79.145,4,1,316.58
2021-09-27 12:32:00-04:00,79.195,79.195,79.195,79.195,4,1,316.78
2021-09-27 12:40:00-04:00,79.225,79.225,79.225,79.225,41,6,3248.225
2021-09-27 12:41:00-04:00,79.225,79.225,79.225,79.225,29,6,2297.525
2021-09-27 13:04:00-04:00,79.205,79.205,79.2,79.2,4,2,316.805
2021-09-27 14:01:00-04:00,79.24,79.245,79.24,79.245,2,2,158.485
