,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-05 20:21:00-04:00,80.995,81.0,80.995,81.0,2,2,161.995
2021-07-05 23:14:00-04:00,81.14,81.14,81.135,81.135,2,2,162.275
2021-07-05 23:22:00-04:00,81.13,81.13,81.13,81.13,1,1,81.13
2021-07-06 01:33:00-04:00,81.12,81.12,81.12,81.12,1,1,81.12
2021-07-06 02:56:00-04:00,81.225,81.225,81.225,81.225,1,1,81.225
2021-07-06 04:36:00-04:00,80.985,80.985,80.985,80.985,1,1,80.985
2021-07-06 04:46:00-04:00,81.015,81.015,81.015,81.015,1,1,81.015
2021-07-06 05:02:00-04:00,81.02,81.02,81.02,81.02,1,1,81.02
2021-07-06 07:42:00-04:00,80.92,80.92,80.92,80.92,1,1,80.92
2021-07-06 08:16:00-04:00,80.835,80.835,80.835,80.835,4,2,323.34
2021-07-06 08:17:00-04:00,80.835,80.835,80.835,80.835,1,1,80.835
2021-07-06 08:54:00-04:00,80.845,80.845,80.845,80.845,1,1,80.845
2021-07-06 09:00:00-04:00,80.795,80.795,80.76,80.76,8,2,646.255
2021-07-06 09:19:00-04:00,80.73,80.73,80.73,80.73,1,1,80.73
2021-07-06 09:37:00-04:00,80.575,80.575,80.575,80.575,1,1,80.575
2021-07-06 09:39:00-04:00,80.585,80.585,80.58,80.58,2,2,161.165
2021-07-06 09:40:00-04:00,80.575,80.575,80.55,80.55,2,2,161.125
2021-07-06 09:41:00-04:00,80.53,80.53,80.53,80.53,1,1,80.53
2021-07-06 09:55:00-04:00,80.585,80.585,80.585,80.585,1,1,80.585
2021-07-06 10:07:00-04:00,80.48,80.48,80.475,80.475,2,2,160.955
2021-07-06 10:09:00-04:00,80.49,80.49,80.49,80.49,1,1,80.49
2021-07-06 10:11:00-04:00,80.44,80.44,80.44,80.44,2,1,160.88
2021-07-06 10:12:00-04:00,80.42,80.435,80.42,80.435,4,2,321.71
2021-07-06 10:13:00-04:00,80.46,80.46,80.46,80.46,1,1,80.46
2021-07-06 10:18:00-04:00,80.3,80.3,80.3,80.3,6,1,481.8
2021-07-06 10:19:00-04:00,80.2,80.2,80.2,80.2,2,1,160.4
2021-07-06 10:20:00-04:00,80.2,80.2,80.2,80.2,2,1,160.4
2021-07-06 10:21:00-04:00,80.22,80.22,80.2,80.2,3,2,240.64
2021-07-06 10:23:00-04:00,80.23,80.23,80.23,80.23,1,1,80.23
2021-07-06 10:41:00-04:00,80.18,80.18,80.18,80.18,10,3,801.8
2021-07-06 10:52:00-04:00,80.2,80.2,80.2,80.2,1,1,80.2
2021-07-06 11:06:00-04:00,80.095,80.095,80.095,80.095,5,2,400.475
2021-07-06 11:08:00-04:00,80.1,80.1,80.1,80.1,1,1,80.1
2021-07-06 11:11:00-04:00,80.1,80.1,80.1,80.1,1,1,80.1
2021-07-06 11:16:00-04:00,80.05,80.05,80.05,80.05,1,1,80.05
2021-07-06 11:37:00-04:00,80.17,80.17,80.17,80.17,1,1,80.17
2021-07-06 11:40:00-04:00,80.18,80.18,80.18,80.18,1,1,80.18
2021-07-06 11:41:00-04:00,80.185,80.185,80.185,80.185,2,1,160.37
2021-07-06 12:21:00-04:00,80.11,80.11,80.11,80.11,1,1,80.11
2021-07-06 12:56:00-04:00,80.05,80.05,80.05,80.05,2,1,160.1
2021-07-06 13:12:00-04:00,80.155,80.155,80.155,80.155,2,1,160.31
2021-07-06 13:49:00-04:00,80.25,80.25,80.25,80.25,1,1,80.25
