,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-28 08:21:00-04:00,80.83,80.84,80.83,80.84,4,3,323.345
2021-10-28 09:36:00-04:00,80.78,80.78,80.78,80.78,4,1,323.12
2021-10-28 09:37:00-04:00,80.78,80.78,80.78,80.78,2,1,161.56
2021-10-28 09:38:00-04:00,80.805,80.805,80.805,80.805,2,1,161.61
2021-10-28 10:17:00-04:00,80.88,80.88,80.88,80.88,3,1,242.64
2021-10-28 10:20:00-04:00,80.87,80.87,80.87,80.87,1,1,80.87
2021-10-28 11:03:00-04:00,80.92,80.92,80.92,80.92,1,1,80.92
2021-10-28 11:49:00-04:00,80.955,80.955,80.955,80.955,1,1,80.955
2021-10-28 12:50:00-04:00,80.885,80.885,80.885,80.885,3,1,242.655
2021-10-28 13:41:00-04:00,80.88,80.88,80.88,80.88,1,1,80.88
2021-10-28 14:19:00-04:00,80.9,80.9,80.9,80.9,1,1,80.9
2021-10-28 14:29:00-04:00,80.875,80.875,80.875,80.875,2,1,161.75
