,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-27 21:03:00-04:00,80.795,80.795,80.795,80.795,1,1,80.795
2021-10-27 21:04:00-04:00,80.795,80.795,80.795,80.795,1,1,80.795
2021-10-27 22:11:00-04:00,80.78,80.78,80.78,80.78,1,1,80.78
2021-10-28 01:01:00-04:00,80.785,80.785,80.785,80.785,1,1,80.785
2021-10-28 02:42:00-04:00,80.765,80.765,80.765,80.765,1,1,80.765
2021-10-28 03:05:00-04:00,80.815,80.815,80.815,80.815,1,1,80.815
2021-10-28 04:20:00-04:00,80.785,80.785,80.785,80.785,1,1,80.785
2021-10-28 04:32:00-04:00,80.81,80.81,80.81,80.81,1,1,80.81
2021-10-28 04:50:00-04:00,80.835,80.835,80.835,80.835,3,1,242.505
2021-10-28 04:51:00-04:00,80.815,80.815,80.815,80.815,1,1,80.815
2021-10-28 04:56:00-04:00,80.805,80.805,80.805,80.805,1,1,80.805
2021-10-28 05:44:00-04:00,80.835,80.835,80.835,80.835,1,1,80.835
2021-10-28 05:59:00-04:00,80.835,80.835,80.835,80.835,1,1,80.835
2021-10-28 08:50:00-04:00,80.83,80.83,80.83,80.83,1,1,80.83
2021-10-28 09:39:00-04:00,80.9,80.925,80.9,80.925,13,2,1052.0
2021-10-28 09:42:00-04:00,80.94,80.94,80.94,80.94,3,2,242.82
2021-10-28 09:54:00-04:00,81.0,81.0,81.0,81.0,1,1,81.0
2021-10-28 10:02:00-04:00,80.93,80.93,80.93,80.93,1,1,80.93
2021-10-28 10:09:00-04:00,80.945,80.945,80.945,80.945,1,1,80.945
2021-10-28 10:12:00-04:00,80.985,80.985,80.985,80.985,4,1,323.94
2021-10-28 10:25:00-04:00,80.99,80.99,80.99,80.99,1,1,80.99
2021-10-28 10:27:00-04:00,81.015,81.015,81.015,81.015,1,1,81.015
2021-10-28 10:32:00-04:00,81.015,81.015,81.015,81.015,1,1,81.015
2021-10-28 10:38:00-04:00,81.02,81.02,81.02,81.02,1,1,81.02
2021-10-28 10:41:00-04:00,80.975,80.975,80.975,80.975,1,1,80.975
2021-10-28 10:57:00-04:00,81.055,81.055,81.055,81.055,2,1,162.11
2021-10-28 11:23:00-04:00,81.045,81.045,81.045,81.045,1,1,81.045
2021-10-28 11:27:00-04:00,81.07,81.07,81.07,81.07,1,1,81.07
2021-10-28 11:33:00-04:00,81.0,81.0,81.0,81.0,1,1,81.0
2021-10-28 11:41:00-04:00,81.025,81.025,81.025,81.025,1,1,81.025
2021-10-28 11:59:00-04:00,80.95,80.95,80.95,80.95,2,2,161.9
2021-10-28 12:14:00-04:00,80.955,80.955,80.955,80.955,1,1,80.955
2021-10-28 12:17:00-04:00,80.975,80.975,80.975,80.975,1,1,80.975
2021-10-28 12:48:00-04:00,80.98,80.98,80.98,80.98,1,1,80.98
2021-10-28 12:51:00-04:00,80.98,80.98,80.98,80.98,2,2,161.96
2021-10-28 12:52:00-04:00,80.98,80.98,80.98,80.98,1,1,80.98
2021-10-28 13:01:00-04:00,80.925,80.925,80.925,80.925,1,1,80.925
2021-10-28 13:08:00-04:00,80.935,80.935,80.935,80.935,1,1,80.935
2021-10-28 13:22:00-04:00,80.995,80.995,80.995,80.995,4,1,323.98
2021-10-28 13:41:00-04:00,80.98,80.98,80.98,80.98,3,1,242.94
2021-10-28 13:43:00-04:00,80.985,80.985,80.98,80.98,2,2,161.965
2021-10-28 14:08:00-04:00,80.96,80.96,80.96,80.96,1,1,80.96
2021-10-28 14:10:00-04:00,80.965,80.965,80.965,80.965,1,1,80.965
2021-10-28 14:21:00-04:00,80.98,80.98,80.98,80.98,1,1,80.98
2021-10-28 14:42:00-04:00,80.96,80.96,80.96,80.96,1,1,80.96
2021-10-28 15:37:00-04:00,81.0,81.0,81.0,81.0,1,1,81.0
2021-10-28 15:56:00-04:00,81.035,81.04,81.035,81.04,15,3,1215.575
