,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-22 20:00:00-05:00,1286.0,1287.75,1285.25,1287.0,205,118,263669.75
2021-11-22 20:01:00-05:00,1286.75,1288.0,1286.75,1288.0,34,31,43781.5
2021-11-22 20:02:00-05:00,1288.0,1289.0,1288.0,1289.0,39,25,50258.0
2021-11-22 20:03:00-05:00,1289.25,1289.25,1288.75,1289.25,54,22,69616.25
2021-11-22 20:04:00-05:00,1289.5,1289.5,1288.5,1289.0,47,31,60584.75
2021-11-22 20:05:00-05:00,1289.25,1289.75,1289.25,1289.25,61,22,78666.25
2021-11-22 20:06:00-05:00,1289.25,1289.25,1288.25,1289.0,64,25,82477.5
2021-11-22 20:07:00-05:00,1289.0,1290.0,1289.0,1290.0,20,11,25792.0
2021-11-22 20:08:00-05:00,1290.0,1290.5,1290.0,1290.5,78,24,100645.5
2021-11-22 20:09:00-05:00,1290.5,1290.5,1290.25,1290.25,4,3,5161.5
2021-11-22 20:10:00-05:00,1290.0,1290.25,1290.0,1290.25,12,5,15481.25
2021-11-22 20:11:00-05:00,1290.25,1290.5,1290.25,1290.5,4,3,5161.25
2021-11-22 20:12:00-05:00,1290.25,1290.75,1290.25,1290.75,63,20,81307.25
2021-11-22 20:13:00-05:00,1290.75,1290.75,1289.75,1289.75,17,11,21934.5
2021-11-22 20:14:00-05:00,1289.75,1289.75,1289.0,1289.0,13,9,16761.0
2021-11-22 20:15:00-05:00,1289.0,1289.0,1288.0,1288.25,13,9,16747.25
2021-11-22 20:16:00-05:00,1288.25,1288.25,1288.25,1288.25,6,5,7729.5
2021-11-22 20:17:00-05:00,1288.25,1288.75,1288.25,1288.25,9,6,11595.75
2021-11-22 20:18:00-05:00,1288.5,1288.5,1288.5,1288.5,7,4,9019.5
2021-11-22 20:19:00-05:00,1289.0,1289.25,1288.75,1289.0,26,7,33513.0
2021-11-22 20:20:00-05:00,1289.0,1289.0,1288.75,1289.0,7,3,9021.75
2021-11-22 20:21:00-05:00,1288.25,1288.25,1288.0,1288.0,6,3,7728.75
2021-11-22 20:22:00-05:00,1287.5,1287.5,1287.25,1287.25,16,5,20599.75
2021-11-22 20:23:00-05:00,1287.5,1288.25,1287.5,1288.0,50,14,64400.5
2021-11-22 20:25:00-05:00,1287.75,1288.0,1287.75,1288.0,5,2,6439.25
2021-11-22 20:26:00-05:00,1288.0,1288.25,1288.0,1288.25,8,4,10304.25
2021-11-22 20:30:00-05:00,1288.0,1288.25,1288.0,1288.25,4,3,5152.75
2021-11-22 20:31:00-05:00,1288.25,1288.25,1288.0,1288.0,6,3,7729.25
2021-11-22 20:32:00-05:00,1288.25,1289.0,1288.25,1288.75,46,8,59276.75
2021-11-22 20:33:00-05:00,1289.0,1289.25,1289.0,1289.25,23,3,29650.75
2021-11-22 20:35:00-05:00,1288.75,1289.0,1288.75,1289.0,3,3,3866.5
2021-11-22 20:36:00-05:00,1289.0,1289.5,1289.0,1289.5,4,4,5157.0
2021-11-22 20:37:00-05:00,1289.75,1289.75,1289.75,1289.75,9,3,11607.75
2021-11-22 20:38:00-05:00,1289.75,1289.75,1289.75,1289.75,1,1,1289.75
2021-11-22 20:39:00-05:00,1290.25,1290.5,1290.25,1290.5,28,8,36127.25
2021-11-22 20:40:00-05:00,1290.5,1290.5,1290.25,1290.5,37,23,47741.75
2021-11-22 20:41:00-05:00,1290.5,1290.5,1290.25,1290.25,15,7,19354.25
2021-11-22 20:42:00-05:00,1290.25,1290.25,1290.25,1290.25,4,3,5161.0
2021-11-22 20:43:00-05:00,1290.5,1290.5,1290.5,1290.5,2,1,2581.0
2021-11-22 20:44:00-05:00,1290.0,1290.25,1290.0,1290.25,2,2,2580.25
2021-11-22 20:47:00-05:00,1290.25,1290.25,1290.25,1290.25,1,1,1290.25
2021-11-22 20:48:00-05:00,1290.5,1290.5,1290.5,1290.5,2,2,2581.0
2021-11-22 20:49:00-05:00,1290.25,1290.25,1289.75,1290.25,33,6,42572.25
2021-11-22 20:50:00-05:00,1290.25,1290.25,1290.25,1290.25,1,1,1290.25
2021-11-22 20:51:00-05:00,1290.5,1290.5,1290.5,1290.5,4,2,5162.0
2021-11-22 20:53:00-05:00,1290.75,1290.75,1290.75,1290.75,12,7,15489.0
2021-11-22 20:54:00-05:00,1290.5,1290.5,1290.5,1290.5,2,2,2581.0
2021-11-22 20:55:00-05:00,1290.5,1290.5,1290.5,1290.5,2,2,2581.0
2021-11-22 20:56:00-05:00,1290.25,1290.25,1289.75,1289.75,23,5,29672.75
2021-11-22 20:57:00-05:00,1289.75,1289.75,1289.5,1289.5,20,3,25790.25
2021-11-22 20:58:00-05:00,1289.25,1289.5,1289.0,1289.25,15,7,19338.25
2021-11-22 20:59:00-05:00,1289.25,1289.25,1289.0,1289.25,26,8,33515.75
2021-11-22 21:00:00-05:00,1289.5,1290.0,1289.5,1289.5,49,11,63193.25
2021-11-22 21:01:00-05:00,1289.75,1290.5,1289.75,1289.75,46,9,59341.5
2021-11-22 21:03:00-05:00,1289.75,1289.75,1289.5,1289.5,15,2,19344.5
2021-11-22 21:04:00-05:00,1289.75,1289.75,1289.75,1289.75,1,1,1289.75
2021-11-22 21:06:00-05:00,1289.75,1289.75,1289.75,1289.75,1,1,1289.75
2021-11-22 21:07:00-05:00,1289.75,1290.0,1289.75,1290.0,21,12,27089.75
