,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-24 20:00:00-04:00,1333.5,1341.25,1333.0,1338.75,156,81,208363.5
2021-06-24 20:01:00-04:00,1338.0,1339.0,1338.0,1338.5,19,17,25437.25
2021-06-24 20:02:00-04:00,1340.0,1340.0,1339.5,1339.5,10,2,13395.5
2021-06-24 20:03:00-04:00,1338.5,1338.75,1338.5,1338.75,3,2,4015.75
2021-06-24 20:04:00-04:00,1338.5,1338.5,1338.5,1338.5,2,2,2677.0
2021-06-24 20:05:00-04:00,1339.25,1340.75,1339.25,1340.75,26,8,34851.75
2021-06-24 20:06:00-04:00,1340.25,1340.5,1340.25,1340.5,3,3,4021.25
2021-06-24 20:09:00-04:00,1341.5,1342.5,1341.5,1342.5,11,9,14764.75
2021-06-24 20:10:00-04:00,1342.25,1342.25,1342.0,1342.0,10,7,13421.25
2021-06-24 20:11:00-04:00,1342.0,1342.0,1342.0,1342.0,5,1,6710.0
2021-06-24 20:12:00-04:00,1342.75,1344.0,1342.75,1344.0,12,7,16122.0
2021-06-24 20:13:00-04:00,1344.25,1344.25,1344.25,1344.25,3,2,4032.75
2021-06-24 20:14:00-04:00,1344.25,1346.5,1344.25,1345.5,39,20,52477.0
2021-06-24 20:15:00-04:00,1346.25,1346.5,1345.75,1345.75,3,3,4038.5
2021-06-24 20:16:00-04:00,1346.25,1347.25,1346.25,1347.25,14,6,18856.0
2021-06-24 20:17:00-04:00,1346.75,1346.75,1346.25,1346.25,5,2,6733.25
2021-06-24 20:18:00-04:00,1346.0,1346.0,1346.0,1346.0,1,1,1346.0
2021-06-24 20:19:00-04:00,1345.75,1345.75,1345.75,1345.75,1,1,1345.75
2021-06-24 20:21:00-04:00,1344.25,1344.25,1344.25,1344.25,1,1,1344.25
2021-06-24 20:22:00-04:00,1344.25,1344.5,1343.75,1344.5,4,4,5376.5
2021-06-24 20:25:00-04:00,1343.75,1343.75,1343.75,1343.75,1,1,1343.75
2021-06-24 20:27:00-04:00,1343.75,1344.25,1343.75,1343.75,7,5,9407.5
2021-06-24 20:32:00-04:00,1343.5,1343.5,1343.5,1343.5,2,2,2687.0
2021-06-24 20:35:00-04:00,1344.0,1344.25,1344.0,1344.25,4,2,5376.75
2021-06-24 20:37:00-04:00,1342.75,1342.75,1342.5,1342.5,3,3,4028.0
2021-06-24 20:38:00-04:00,1342.75,1342.75,1342.75,1342.75,1,1,1342.75
2021-06-24 20:40:00-04:00,1343.0,1343.0,1343.0,1343.0,2,2,2686.0
2021-06-24 20:44:00-04:00,1342.75,1342.75,1342.75,1342.75,1,1,1342.75
2021-06-24 20:45:00-04:00,1343.25,1343.75,1343.25,1343.75,5,4,6717.0
2021-06-24 20:50:00-04:00,1344.25,1344.25,1344.25,1344.25,13,5,17475.25
2021-06-24 20:51:00-04:00,1344.25,1344.25,1344.25,1344.25,1,1,1344.25
2021-06-24 20:53:00-04:00,1343.75,1344.0,1343.75,1344.0,3,3,4031.75
2021-06-24 20:54:00-04:00,1344.0,1344.0,1343.75,1343.75,2,2,2687.75
2021-06-24 20:55:00-04:00,1344.0,1344.0,1344.0,1344.0,1,1,1344.0
2021-06-24 20:56:00-04:00,1343.75,1343.75,1343.75,1343.75,1,1,1343.75
2021-06-24 20:59:00-04:00,1343.75,1343.75,1343.75,1343.75,2,1,2687.5
2021-06-24 21:00:00-04:00,1343.25,1343.25,1340.0,1340.0,8,7,10736.25
2021-06-24 21:01:00-04:00,1339.75,1340.5,1339.75,1340.5,2,2,2680.25
2021-06-24 21:03:00-04:00,1343.25,1343.25,1343.25,1343.25,2,1,2686.5
2021-06-24 21:04:00-04:00,1342.0,1342.0,1342.0,1342.0,1,1,1342.0
2021-06-24 21:05:00-04:00,1341.75,1341.75,1340.5,1340.5,18,6,24141.25
2021-06-24 21:07:00-04:00,1341.5,1341.5,1341.5,1341.5,1,1,1341.5
2021-06-24 21:12:00-04:00,1340.0,1340.0,1340.0,1340.0,1,1,1340.0
2021-06-24 21:13:00-04:00,1340.5,1340.5,1340.5,1340.5,1,1,1340.5
2021-06-24 21:20:00-04:00,1338.0,1338.0,1337.25,1337.25,3,3,4013.0
2021-06-24 21:21:00-04:00,1337.0,1337.0,1336.75,1336.75,2,2,2673.75
2021-06-24 21:24:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-06-24 21:25:00-04:00,1336.75,1336.75,1336.75,1336.75,1,1,1336.75
2021-06-24 21:26:00-04:00,1336.75,1338.0,1336.75,1338.0,9,4,12032.0
2021-06-24 21:28:00-04:00,1338.5,1338.5,1338.5,1338.5,2,2,2677.0
2021-06-24 21:29:00-04:00,1338.5,1338.5,1338.5,1338.5,3,2,4015.5
2021-06-24 21:30:00-04:00,1338.25,1339.0,1338.25,1339.0,4,3,5354.5
2021-06-24 21:31:00-04:00,1338.5,1338.5,1338.5,1338.5,1,1,1338.5
2021-06-24 21:32:00-04:00,1339.25,1339.25,1339.25,1339.25,3,2,4017.75
2021-06-24 21:36:00-04:00,1339.25,1339.25,1339.25,1339.25,1,1,1339.25
2021-06-24 21:38:00-04:00,1339.25,1339.5,1339.25,1339.5,3,2,4018.25
2021-06-24 21:39:00-04:00,1339.0,1339.0,1337.75,1337.75,9,6,12044.25
2021-06-24 21:40:00-04:00,1338.5,1338.5,1338.5,1338.5,1,1,1338.5
2021-06-24 21:42:00-04:00,1338.25,1338.5,1338.25,1338.5,9,5,12046.25
2021-06-24 21:43:00-04:00,1338.25,1338.25,1338.0,1338.25,7,4,9367.5
2021-06-24 21:44:00-04:00,1337.5,1337.5,1336.75,1336.75,7,4,9358.5
2021-06-24 21:45:00-04:00,1336.5,1336.5,1336.25,1336.25,2,2,2672.75
2021-06-24 21:47:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-06-24 21:52:00-04:00,1338.0,1338.0,1338.0,1338.0,3,1,4014.0
2021-06-24 21:53:00-04:00,1338.0,1338.0,1338.0,1338.0,2,2,2676.0
2021-06-24 21:54:00-04:00,1338.0,1338.0,1337.75,1337.75,6,4,8027.75
2021-06-24 21:56:00-04:00,1337.75,1337.75,1337.75,1337.75,1,1,1337.75
2021-06-24 21:57:00-04:00,1337.75,1337.75,1337.75,1337.75,1,1,1337.75
2021-06-24 22:05:00-04:00,1338.25,1338.5,1338.25,1338.5,3,3,4015.0
2021-06-24 22:09:00-04:00,1338.0,1338.0,1337.75,1337.75,2,2,2675.75
2021-06-24 22:10:00-04:00,1338.0,1338.0,1337.5,1337.5,5,5,6688.5
2021-06-24 22:11:00-04:00,1337.75,1337.75,1337.5,1337.5,6,5,8025.5
2021-06-24 22:12:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-06-24 22:13:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-06-24 22:14:00-04:00,1338.0,1338.0,1338.0,1338.0,1,1,1338.0
2021-06-24 22:15:00-04:00,1338.25,1338.25,1338.25,1338.25,1,1,1338.25
2021-06-24 22:17:00-04:00,1337.75,1337.75,1337.75,1337.75,1,1,1337.75
2021-06-24 22:23:00-04:00,1338.0,1338.0,1338.0,1338.0,2,1,2676.0
2021-06-24 22:32:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-06-24 22:34:00-04:00,1337.25,1337.25,1337.25,1337.25,5,1,6686.25
2021-06-24 22:40:00-04:00,1338.5,1338.5,1338.5,1338.5,2,2,2677.0
2021-06-24 22:44:00-04:00,1338.0,1338.0,1338.0,1338.0,1,1,1338.0
2021-06-24 22:45:00-04:00,1338.25,1338.25,1338.25,1338.25,2,1,2676.5
2021-06-24 22:47:00-04:00,1337.75,1337.75,1337.5,1337.5,6,3,8025.25
2021-06-24 22:48:00-04:00,1337.5,1337.5,1337.5,1337.5,4,2,5350.0
2021-06-24 22:50:00-04:00,1337.25,1337.25,1337.25,1337.25,1,1,1337.25
2021-06-24 22:58:00-04:00,1336.25,1336.25,1334.75,1334.75,21,10,28047.25
2021-06-24 23:00:00-04:00,1335.25,1335.25,1335.25,1335.25,1,1,1335.25
2021-06-24 23:01:00-04:00,1335.0,1335.0,1334.5,1334.5,3,3,4004.5
2021-06-24 23:06:00-04:00,1334.0,1334.0,1334.0,1334.0,20,11,26680.0
2021-06-24 23:09:00-04:00,1334.0,1334.0,1334.0,1334.0,3,2,4002.0
2021-06-24 23:10:00-04:00,1335.25,1335.25,1335.25,1335.25,1,1,1335.25
2021-06-24 23:13:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-06-24 23:16:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-06-24 23:26:00-04:00,1337.0,1337.0,1337.0,1337.0,2,2,2674.0
2021-06-24 23:29:00-04:00,1336.75,1336.75,1336.75,1336.75,2,2,2673.5
2021-06-24 23:30:00-04:00,1336.75,1336.75,1336.75,1336.75,2,2,2673.5
2021-06-24 23:38:00-04:00,1336.0,1336.0,1336.0,1336.0,1,1,1336.0
2021-06-24 23:39:00-04:00,1336.5,1336.5,1336.5,1336.5,5,3,6682.5
2021-06-24 23:44:00-04:00,1336.0,1336.0,1336.0,1336.0,1,1,1336.0
2021-06-24 23:48:00-04:00,1334.75,1334.75,1334.75,1334.75,1,1,1334.75
2021-06-24 23:49:00-04:00,1334.75,1334.75,1334.75,1334.75,1,1,1334.75
2021-06-24 23:51:00-04:00,1334.5,1334.5,1334.5,1334.5,1,1,1334.5
2021-06-24 23:53:00-04:00,1334.5,1334.5,1334.5,1334.5,2,2,2669.0
2021-06-24 23:59:00-04:00,1334.5,1334.5,1334.5,1334.5,4,1,5338.0
2021-06-25 00:00:00-04:00,1334.25,1334.25,1334.0,1334.0,2,2,2668.25
2021-06-25 00:01:00-04:00,1333.75,1333.75,1333.75,1333.75,1,1,1333.75
2021-06-25 00:31:00-04:00,1334.25,1334.25,1334.25,1334.25,1,1,1334.25
2021-06-25 00:34:00-04:00,1335.25,1336.0,1335.25,1336.0,2,2,2671.25
2021-06-25 00:41:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-06-25 00:45:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-06-25 00:50:00-04:00,1335.0,1335.0,1335.0,1335.0,1,1,1335.0
2021-06-25 01:04:00-04:00,1334.25,1334.25,1334.0,1334.0,2,2,2668.25
2021-06-25 01:05:00-04:00,1334.75,1334.75,1334.75,1334.75,7,1,9343.25
2021-06-25 01:06:00-04:00,1335.25,1335.25,1335.25,1335.25,4,1,5341.0
2021-06-25 01:15:00-04:00,1334.25,1334.25,1333.5,1333.5,12,6,16006.75
2021-06-25 01:16:00-04:00,1333.5,1333.5,1333.5,1333.5,2,1,2667.0
2021-06-25 01:22:00-04:00,1333.0,1333.0,1333.0,1333.0,1,1,1333.0
2021-06-25 01:23:00-04:00,1333.5,1333.5,1333.5,1333.5,1,1,1333.5
2021-06-25 01:35:00-04:00,1334.0,1334.0,1334.0,1334.0,1,1,1334.0
2021-06-25 01:39:00-04:00,1334.75,1334.75,1334.5,1334.5,2,2,2669.25
2021-06-25 01:45:00-04:00,1335.5,1335.5,1335.5,1335.5,2,1,2671.0
2021-06-25 01:54:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-06-25 01:58:00-04:00,1336.0,1336.0,1336.0,1336.0,2,1,2672.0
2021-06-25 02:21:00-04:00,1336.0,1336.0,1335.75,1335.75,6,3,8015.5
2021-06-25 02:30:00-04:00,1335.75,1336.0,1335.5,1335.75,8,7,10685.75
2021-06-25 02:31:00-04:00,1335.25,1335.25,1335.25,1335.25,5,4,6676.25
2021-06-25 02:32:00-04:00,1335.5,1335.5,1335.5,1335.5,8,4,10684.0
2021-06-25 02:33:00-04:00,1335.25,1335.75,1335.25,1335.75,2,2,2671.0
2021-06-25 02:34:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-06-25 02:36:00-04:00,1336.0,1336.0,1336.0,1336.0,7,4,9352.0
2021-06-25 02:39:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-06-25 02:40:00-04:00,1336.75,1336.75,1336.75,1336.75,3,3,4010.25
2021-06-25 02:41:00-04:00,1337.25,1337.25,1337.25,1337.25,5,4,6686.25
2021-06-25 02:44:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-06-25 02:47:00-04:00,1336.5,1336.5,1336.5,1336.5,9,3,12028.5
2021-06-25 02:48:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-06-25 02:49:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-06-25 02:51:00-04:00,1337.0,1337.0,1337.0,1337.0,1,1,1337.0
2021-06-25 02:52:00-04:00,1337.25,1337.25,1337.25,1337.25,1,1,1337.25
2021-06-25 02:54:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-06-25 02:56:00-04:00,1337.5,1337.5,1337.0,1337.0,14,7,18719.25
2021-06-25 02:57:00-04:00,1337.0,1337.0,1337.0,1337.0,3,1,4011.0
2021-06-25 02:58:00-04:00,1336.5,1336.5,1336.5,1336.5,3,2,4009.5
2021-06-25 02:59:00-04:00,1336.0,1336.0,1336.0,1336.0,2,1,2672.0
2021-06-25 03:00:00-04:00,1336.25,1336.5,1336.25,1336.25,11,8,14700.75
2021-06-25 03:02:00-04:00,1336.5,1336.75,1336.5,1336.75,5,4,6683.25
2021-06-25 03:03:00-04:00,1337.25,1337.25,1337.25,1337.25,1,1,1337.25
2021-06-25 03:04:00-04:00,1337.5,1337.5,1337.5,1337.5,2,1,2675.0
2021-06-25 03:06:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-06-25 03:07:00-04:00,1338.0,1338.0,1338.0,1338.0,4,2,5352.0
2021-06-25 03:08:00-04:00,1337.75,1338.0,1337.5,1337.5,31,18,41473.75
2021-06-25 03:10:00-04:00,1337.5,1337.5,1337.5,1337.5,13,8,17387.5
2021-06-25 03:12:00-04:00,1337.5,1337.75,1337.5,1337.75,3,2,4013.0
2021-06-25 03:15:00-04:00,1336.75,1336.75,1336.75,1336.75,3,1,4010.25
2021-06-25 03:16:00-04:00,1337.0,1337.0,1337.0,1337.0,1,1,1337.0
2021-06-25 03:17:00-04:00,1337.0,1337.0,1337.0,1337.0,4,2,5348.0
2021-06-25 03:21:00-04:00,1337.5,1337.5,1337.5,1337.5,2,2,2675.0
2021-06-25 03:22:00-04:00,1337.5,1337.5,1337.5,1337.5,7,5,9362.5
2021-06-25 03:23:00-04:00,1337.75,1338.5,1337.75,1338.5,31,12,41483.75
2021-06-25 03:25:00-04:00,1339.0,1339.25,1339.0,1339.25,17,10,22763.25
2021-06-25 03:26:00-04:00,1339.25,1339.75,1339.25,1339.75,7,3,9376.75
2021-06-25 03:27:00-04:00,1340.0,1341.0,1339.75,1340.5,40,17,53610.5
2021-06-25 03:28:00-04:00,1340.5,1340.75,1340.5,1340.5,20,7,26812.0
2021-06-25 03:29:00-04:00,1340.5,1340.5,1340.5,1340.5,17,9,22788.5
2021-06-25 03:30:00-04:00,1340.5,1340.75,1340.5,1340.5,10,4,13406.0
2021-06-25 03:31:00-04:00,1340.5,1340.75,1340.25,1340.75,45,16,60329.5
2021-06-25 03:32:00-04:00,1340.5,1340.75,1340.5,1340.75,16,13,21450.75
2021-06-25 03:33:00-04:00,1340.75,1341.0,1340.75,1341.0,23,17,30841.0
2021-06-25 03:34:00-04:00,1341.0,1341.0,1341.0,1341.0,1,1,1341.0
2021-06-25 03:35:00-04:00,1341.0,1341.0,1341.0,1341.0,6,3,8046.0
2021-06-25 03:36:00-04:00,1341.0,1341.25,1340.75,1341.0,50,21,67046.25
2021-06-25 03:38:00-04:00,1340.75,1341.25,1340.75,1341.25,9,7,12069.75
2021-06-25 03:39:00-04:00,1341.25,1341.75,1341.25,1341.75,52,28,69762.75
2021-06-25 03:40:00-04:00,1341.75,1342.0,1341.5,1342.0,29,13,38914.25
2021-06-25 03:41:00-04:00,1342.0,1342.25,1341.75,1341.75,14,10,18789.75
2021-06-25 03:42:00-04:00,1341.75,1342.25,1341.5,1342.25,17,8,22813.0
2021-06-25 03:43:00-04:00,1342.0,1342.0,1342.0,1342.0,1,1,1342.0
2021-06-25 03:45:00-04:00,1341.0,1341.0,1341.0,1341.0,1,1,1341.0
2021-06-25 03:46:00-04:00,1341.75,1341.75,1341.75,1341.75,1,1,1341.75
2021-06-25 03:47:00-04:00,1342.0,1342.0,1342.0,1342.0,3,1,4026.0
2021-06-25 03:49:00-04:00,1342.25,1342.5,1342.0,1342.25,31,23,41608.75
2021-06-25 03:50:00-04:00,1342.25,1343.0,1342.25,1343.0,3,2,4028.25
2021-06-25 03:51:00-04:00,1343.5,1343.75,1343.25,1343.5,12,8,16122.0
2021-06-25 03:52:00-04:00,1343.25,1343.75,1343.0,1343.75,18,11,24180.5
2021-06-25 03:53:00-04:00,1343.5,1343.5,1343.5,1343.5,1,1,1343.5
2021-06-25 03:54:00-04:00,1342.0,1342.0,1342.0,1342.0,2,2,2684.0
2021-06-25 03:56:00-04:00,1341.25,1341.25,1341.0,1341.0,2,2,2682.25
2021-06-25 03:57:00-04:00,1341.25,1341.25,1341.25,1341.25,2,1,2682.5
2021-06-25 03:58:00-04:00,1341.5,1342.0,1341.5,1342.0,17,3,22806.0
2021-06-25 03:59:00-04:00,1342.5,1342.75,1342.5,1342.75,2,2,2685.25
2021-06-25 04:02:00-04:00,1343.75,1344.25,1343.75,1344.25,9,4,12094.5
2021-06-25 04:04:00-04:00,1344.0,1344.5,1344.0,1344.5,9,4,12099.0
2021-06-25 04:05:00-04:00,1344.5,1345.0,1344.5,1344.75,12,10,16136.5
2021-06-25 04:06:00-04:00,1344.0,1344.0,1343.75,1343.75,8,8,10750.25
2021-06-25 04:07:00-04:00,1343.25,1343.25,1343.25,1343.25,1,1,1343.25
2021-06-25 04:09:00-04:00,1343.5,1343.5,1343.5,1343.5,2,2,2687.0
2021-06-25 04:13:00-04:00,1343.5,1343.5,1343.5,1343.5,3,2,4030.5
2021-06-25 04:20:00-04:00,1343.75,1343.75,1343.25,1343.25,4,3,5374.5
2021-06-25 04:21:00-04:00,1343.0,1343.0,1343.0,1343.0,1,1,1343.0
2021-06-25 04:22:00-04:00,1342.5,1342.5,1342.5,1342.5,1,1,1342.5
2021-06-25 04:23:00-04:00,1342.25,1342.25,1342.25,1342.25,1,1,1342.25
2021-06-25 04:29:00-04:00,1343.25,1343.5,1343.25,1343.25,5,5,6716.5
2021-06-25 04:32:00-04:00,1342.75,1342.75,1342.75,1342.75,2,2,2685.5
2021-06-25 04:37:00-04:00,1342.5,1342.5,1342.5,1342.5,2,2,2685.0
2021-06-25 04:41:00-04:00,1342.75,1342.75,1342.75,1342.75,1,1,1342.75
2021-06-25 04:47:00-04:00,1342.25,1342.25,1342.25,1342.25,1,1,1342.25
2021-06-25 04:49:00-04:00,1342.0,1342.0,1342.0,1342.0,1,1,1342.0
2021-06-25 04:52:00-04:00,1342.0,1342.0,1342.0,1342.0,1,1,1342.0
2021-06-25 04:56:00-04:00,1341.25,1341.25,1341.25,1341.25,1,1,1341.25
2021-06-25 04:57:00-04:00,1341.0,1341.0,1340.5,1340.5,22,7,29494.25
