,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-17 09:31:00-04:00,81.25,81.25,81.25,81.25,2,1,162.5
2021-06-17 10:08:00-04:00,81.11,81.11,81.11,81.11,1,1,81.11
2021-06-17 10:50:00-04:00,81.18,81.18,81.18,81.18,1,1,81.18
2021-06-17 11:01:00-04:00,81.17,81.17,81.17,81.17,1,1,81.17
2021-06-17 11:55:00-04:00,80.98,80.98,80.98,80.98,1,1,80.98
2021-06-17 12:13:00-04:00,80.99,80.99,80.99,80.99,2,1,161.98
2021-06-17 12:30:00-04:00,80.83,80.83,80.83,80.83,5,1,404.15
2021-06-17 13:00:00-04:00,80.96,80.96,80.96,80.96,3,1,242.88
2021-06-17 15:20:00-04:00,80.97,80.97,80.97,80.97,2,1,161.94
