,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-16 18:00:00-04:00,81.46,81.475,81.455,81.475,169,34,13767.834
2021-06-16 18:01:00-04:00,81.465,81.47,81.455,81.455,8,6,651.7
2021-06-16 18:02:00-04:00,81.45,81.455,81.445,81.445,30,10,2443.545
2021-06-16 18:03:00-04:00,81.45,81.45,81.45,81.45,4,1,325.8
2021-06-16 18:04:00-04:00,81.45,81.455,81.45,81.455,14,4,1140.355
2021-06-16 18:05:00-04:00,81.46,81.46,81.455,81.455,28,8,2280.835
2021-06-16 18:06:00-04:00,81.455,81.455,81.455,81.455,3,2,244.365
2021-06-16 18:07:00-04:00,81.46,81.46,81.45,81.45,3,3,244.365
2021-06-16 18:09:00-04:00,81.45,81.45,81.45,81.45,1,1,81.45
2021-06-16 18:10:00-04:00,81.45,81.455,81.45,81.45,31,8,2525.09
2021-06-16 18:11:00-04:00,81.45,81.45,81.445,81.445,12,5,977.395
2021-06-16 18:12:00-04:00,81.45,81.45,81.45,81.45,2,2,162.9
2021-06-16 18:13:00-04:00,81.45,81.455,81.45,81.45,8,6,651.615
2021-06-16 18:14:00-04:00,81.46,81.46,81.46,81.46,6,5,488.76
2021-06-16 18:15:00-04:00,81.455,81.46,81.45,81.46,8,7,651.63
2021-06-16 18:16:00-04:00,81.455,81.46,81.455,81.46,15,8,1221.84
2021-06-16 18:17:00-04:00,81.465,81.465,81.46,81.46,7,5,570.24
2021-06-16 18:18:00-04:00,81.465,81.465,81.465,81.465,3,3,244.395
2021-06-16 18:19:00-04:00,81.465,81.47,81.465,81.465,29,10,2362.52
2021-06-16 18:20:00-04:00,81.47,81.47,81.46,81.465,18,8,1466.375
2021-06-16 18:21:00-04:00,81.465,81.465,81.465,81.465,3,3,244.395
2021-06-16 18:22:00-04:00,81.465,81.475,81.465,81.47,10,9,814.7
2021-06-16 18:23:00-04:00,81.475,81.475,81.47,81.47,6,6,488.83
2021-06-16 18:24:00-04:00,81.465,81.47,81.465,81.47,10,9,814.68
2021-06-16 18:25:00-04:00,81.465,81.47,81.46,81.46,13,12,1059.075
2021-06-16 18:26:00-04:00,81.465,81.465,81.465,81.465,3,3,244.395
2021-06-16 18:28:00-04:00,81.465,81.47,81.465,81.465,15,6,1222.015
2021-06-16 18:29:00-04:00,81.47,81.47,81.47,81.47,6,1,488.82
2021-06-16 18:30:00-04:00,81.465,81.475,81.465,81.475,21,8,1710.81
2021-06-16 18:31:00-04:00,81.475,81.475,81.475,81.475,1,1,81.475
2021-06-16 18:32:00-04:00,81.475,81.475,81.465,81.465,16,6,1303.52
2021-06-16 18:33:00-04:00,81.47,81.475,81.47,81.475,8,6,651.765
2021-06-16 18:34:00-04:00,81.465,81.47,81.465,81.47,4,4,325.87
2021-06-16 18:35:00-04:00,81.47,81.47,81.46,81.465,13,8,1059.045
2021-06-16 18:36:00-04:00,81.465,81.465,81.465,81.465,16,3,1303.44
2021-06-16 18:37:00-04:00,81.47,81.47,81.47,81.47,17,8,1384.99
2021-06-16 18:38:00-04:00,81.47,81.47,81.47,81.47,4,3,325.88
2021-06-16 18:39:00-04:00,81.47,81.475,81.47,81.47,7,4,570.295
2021-06-16 18:40:00-04:00,81.465,81.47,81.465,81.47,3,3,244.405
2021-06-16 18:41:00-04:00,81.475,81.475,81.475,81.475,21,3,1710.975
2021-06-16 18:42:00-04:00,81.48,81.48,81.48,81.48,19,4,1548.12
2021-06-16 18:43:00-04:00,81.48,81.485,81.48,81.485,23,8,1874.15
2021-06-16 18:44:00-04:00,81.485,81.49,81.485,81.49,71,15,5785.45
2021-06-16 18:45:00-04:00,81.485,81.5,81.485,81.49,74,28,6030.43
2021-06-16 18:46:00-04:00,81.485,81.5,81.485,81.495,53,21,4319.115
2021-06-16 18:47:00-04:00,81.495,81.505,81.48,81.49,109,21,8882.255
2021-06-16 18:48:00-04:00,81.49,81.49,81.49,81.49,9,4,733.41
2021-06-16 18:49:00-04:00,81.49,81.49,81.49,81.49,25,6,2037.25
2021-06-16 18:50:00-04:00,81.495,81.495,81.495,81.495,6,1,488.97
2021-06-16 18:51:00-04:00,81.49,81.49,81.48,81.485,43,8,3503.81
2021-06-16 18:52:00-04:00,81.485,81.49,81.48,81.49,33,9,2689.01
2021-06-16 18:53:00-04:00,81.485,81.49,81.485,81.49,36,9,2933.575
2021-06-16 18:54:00-04:00,81.485,81.495,81.485,81.495,109,17,8882.56
2021-06-16 18:55:00-04:00,81.495,81.495,81.495,81.495,41,7,3341.295
2021-06-16 18:56:00-04:00,81.5,81.505,81.5,81.505,45,8,3667.61
2021-06-16 18:57:00-04:00,81.505,81.52,81.505,81.52,243,33,19807.835
2021-06-16 18:58:00-04:00,81.515,81.525,81.515,81.525,100,23,8151.94
2021-06-16 18:59:00-04:00,81.53,81.53,81.52,81.525,54,13,4402.43
2021-06-16 19:00:00-04:00,81.52,81.525,81.515,81.525,99,26,8070.695
2021-06-16 19:01:00-04:00,81.52,81.52,81.52,81.52,35,10,2853.2
2021-06-16 19:02:00-04:00,81.52,81.52,81.515,81.515,48,10,3912.91
2021-06-16 19:03:00-04:00,81.51,81.51,81.5,81.505,11,8,896.565
2021-06-16 19:04:00-04:00,81.5,81.5,81.495,81.495,23,4,1874.445
2021-06-16 19:05:00-04:00,81.49,81.49,81.48,81.48,14,6,1140.775
2021-06-16 19:06:00-04:00,81.48,81.485,81.47,81.48,16,8,1303.68
2021-06-16 19:07:00-04:00,81.475,81.48,81.475,81.475,13,3,1059.185
2021-06-16 19:08:00-04:00,81.475,81.475,81.47,81.47,8,2,651.78
2021-06-16 19:09:00-04:00,81.475,81.48,81.475,81.48,25,8,2036.9
2021-06-16 19:10:00-04:00,81.48,81.48,81.475,81.48,21,4,1711.005
2021-06-16 19:11:00-04:00,81.485,81.49,81.485,81.49,6,2,488.925
2021-06-16 19:12:00-04:00,81.49,81.5,81.49,81.5,27,4,2200.335
2021-06-16 19:13:00-04:00,81.495,81.505,81.49,81.505,18,9,1466.95
2021-06-16 19:14:00-04:00,81.5,81.505,81.5,81.5,6,3,489.005
2021-06-16 19:15:00-04:00,81.5,81.51,81.5,81.51,10,6,815.04
2021-06-16 19:17:00-04:00,81.51,81.51,81.505,81.505,10,3,815.055
2021-06-16 19:18:00-04:00,81.5,81.505,81.495,81.495,3,3,244.5
2021-06-16 19:19:00-04:00,81.49,81.49,81.48,81.48,60,7,4888.9
2021-06-16 19:20:00-04:00,81.475,81.475,81.47,81.47,52,10,4236.51
2021-06-16 19:21:00-04:00,81.47,81.47,81.47,81.47,1,1,81.47
2021-06-16 19:22:00-04:00,81.47,81.47,81.47,81.47,15,2,1222.05
2021-06-16 19:23:00-04:00,81.465,81.465,81.465,81.465,1,1,81.465
2021-06-16 19:24:00-04:00,81.465,81.465,81.465,81.465,1,1,81.465
2021-06-16 19:25:00-04:00,81.47,81.475,81.47,81.475,10,5,814.73
2021-06-16 19:26:00-04:00,81.47,81.47,81.47,81.47,5,2,407.35
2021-06-16 19:27:00-04:00,81.475,81.475,81.475,81.475,4,1,325.9
2021-06-16 19:28:00-04:00,81.475,81.475,81.475,81.475,6,1,488.85
2021-06-16 19:29:00-04:00,81.47,81.47,81.47,81.47,4,2,325.88
2021-06-16 19:30:00-04:00,81.465,81.465,81.46,81.46,20,6,1629.275
2021-06-16 19:31:00-04:00,81.465,81.465,81.46,81.46,12,5,977.57
2021-06-16 19:32:00-04:00,81.46,81.46,81.46,81.46,8,1,651.68
2021-06-16 19:33:00-04:00,81.465,81.465,81.46,81.46,30,9,2443.805
2021-06-16 19:34:00-04:00,81.46,81.46,81.46,81.46,1,1,81.46
2021-06-16 19:35:00-04:00,81.46,81.46,81.46,81.46,5,1,407.3
2021-06-16 19:36:00-04:00,81.455,81.455,81.455,81.455,13,6,1058.915
2021-06-16 19:37:00-04:00,81.45,81.45,81.435,81.435,54,13,4397.82
2021-06-16 19:38:00-04:00,81.435,81.44,81.435,81.44,8,5,651.51
2021-06-16 19:39:00-04:00,81.44,81.44,81.44,81.44,3,3,244.32
2021-06-16 19:40:00-04:00,81.445,81.445,81.445,81.445,10,2,814.45
2021-06-16 19:41:00-04:00,81.45,81.45,81.445,81.445,74,17,6027.134
2021-06-16 19:42:00-04:00,81.44,81.45,81.44,81.45,65,13,5293.705
2021-06-16 19:43:00-04:00,81.455,81.455,81.445,81.445,38,9,3095.165
2021-06-16 19:44:00-04:00,81.445,81.445,81.445,81.445,14,4,1140.23
2021-06-16 19:45:00-04:00,81.445,81.445,81.44,81.44,12,5,977.29
2021-06-16 19:48:00-04:00,81.445,81.455,81.445,81.455,56,11,4561.245
2021-06-16 19:49:00-04:00,81.45,81.45,81.45,81.45,38,5,3095.1
2021-06-16 19:50:00-04:00,81.45,81.45,81.44,81.445,63,14,5131.15
2021-06-16 19:51:00-04:00,81.445,81.445,81.435,81.44,85,13,6922.21
2021-06-16 19:52:00-04:00,81.435,81.44,81.435,81.44,36,11,2931.78
2021-06-16 19:53:00-04:00,81.44,81.445,81.44,81.445,29,8,2361.88
2021-06-16 19:54:00-04:00,81.44,81.44,81.44,81.44,2,2,162.88
2021-06-16 19:55:00-04:00,81.44,81.44,81.44,81.44,2,2,162.88
2021-06-16 19:56:00-04:00,81.445,81.445,81.43,81.43,38,9,3094.595
2021-06-16 19:57:00-04:00,81.43,81.43,81.425,81.43,47,10,3827.12
2021-06-16 19:58:00-04:00,81.435,81.435,81.425,81.435,88,15,7165.805
2021-06-16 19:59:00-04:00,81.44,81.44,81.435,81.44,28,7,2280.315
2021-06-16 20:00:00-04:00,81.445,81.45,81.43,81.43,89,31,7248.055
2021-06-16 20:01:00-04:00,81.43,81.44,81.43,81.435,23,13,1873.0
2021-06-16 20:02:00-04:00,81.435,81.435,81.42,81.425,5,5,407.135
2021-06-16 20:03:00-04:00,81.425,81.43,81.42,81.43,10,4,814.24
2021-06-16 20:04:00-04:00,81.43,81.435,81.425,81.425,7,6,570.01
2021-06-16 20:05:00-04:00,81.43,81.43,81.43,81.43,5,2,407.15
2021-06-16 20:06:00-04:00,81.435,81.435,81.43,81.43,15,7,1221.495
2021-06-16 20:07:00-04:00,81.425,81.425,81.415,81.415,22,9,1791.26
2021-06-16 20:08:00-04:00,81.415,81.415,81.41,81.415,12,5,976.96
2021-06-16 20:09:00-04:00,81.42,81.425,81.42,81.425,11,7,895.645
2021-06-16 20:10:00-04:00,81.42,81.42,81.4,81.4,52,28,4233.245
2021-06-16 20:11:00-04:00,81.4,81.41,81.39,81.395,101,32,8221.474
2021-06-16 20:12:00-04:00,81.395,81.395,81.37,81.37,162,47,13183.086
2021-06-16 20:13:00-04:00,81.375,81.38,81.36,81.375,98,48,7974.26
2021-06-16 20:14:00-04:00,81.375,81.38,81.355,81.355,102,32,8299.104
2021-06-16 20:15:00-04:00,81.36,81.37,81.36,81.37,50,19,4068.225
2021-06-16 20:16:00-04:00,81.365,81.37,81.355,81.355,67,32,5451.125
2021-06-16 20:17:00-04:00,81.365,81.38,81.36,81.365,135,57,10985.19
2021-06-16 20:18:00-04:00,81.365,81.365,81.36,81.36,25,10,2034.025
2021-06-16 20:19:00-04:00,81.36,81.375,81.36,81.375,19,9,1546.02
2021-06-16 20:20:00-04:00,81.375,81.38,81.375,81.375,141,30,11474.48
2021-06-16 20:21:00-04:00,81.38,81.385,81.375,81.38,34,18,2766.97
2021-06-16 20:22:00-04:00,81.375,81.375,81.37,81.37,28,9,2278.48
2021-06-16 20:23:00-04:00,81.375,81.375,81.365,81.365,25,14,2034.24
2021-06-16 20:24:00-04:00,81.37,81.375,81.37,81.37,18,14,1464.67
2021-06-16 20:25:00-04:00,81.37,81.38,81.37,81.375,18,12,1464.725
2021-06-16 20:26:00-04:00,81.375,81.38,81.375,81.38,20,17,1627.545
2021-06-16 20:27:00-04:00,81.385,81.395,81.385,81.385,44,23,3581.12
2021-06-16 20:28:00-04:00,81.39,81.39,81.385,81.39,19,10,1546.355
2021-06-16 20:29:00-04:00,81.395,81.405,81.395,81.4,21,15,1709.41
2021-06-16 20:30:00-04:00,81.4,81.4,81.395,81.395,33,16,2686.195
2021-06-16 20:31:00-04:00,81.395,81.4,81.395,81.4,12,8,976.75
2021-06-16 20:32:00-04:00,81.395,81.415,81.395,81.415,22,11,1790.905
2021-06-16 20:33:00-04:00,81.415,81.43,81.415,81.42,30,19,2442.615
2021-06-16 20:34:00-04:00,81.42,81.42,81.405,81.405,32,16,2605.265
