,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-02 02:05:00-04:00,80.4,80.4,80.4,80.4,1,1,80.4
2021-07-02 09:43:00-04:00,80.74,80.74,80.74,80.74,1,1,80.74
2021-07-02 09:55:00-04:00,80.775,80.775,80.775,80.775,1,1,80.775
2021-07-02 10:09:00-04:00,80.74,80.74,80.74,80.74,1,1,80.74
2021-07-02 10:14:00-04:00,80.725,80.725,80.725,80.725,1,1,80.725
2021-07-02 10:19:00-04:00,80.785,80.785,80.785,80.785,1,1,80.785
2021-07-02 11:26:00-04:00,80.98,80.98,80.98,80.98,2,2,161.96
