,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-01 20:44:00-04:00,80.405,80.405,80.405,80.405,2,2,160.81
2021-07-01 20:45:00-04:00,80.405,80.405,80.405,80.405,1,1,80.405
2021-07-02 03:00:00-04:00,80.35,80.35,80.35,80.35,1,1,80.35
2021-07-02 05:00:00-04:00,80.395,80.395,80.395,80.395,1,1,80.395
2021-07-02 07:08:00-04:00,80.58,80.58,80.58,80.58,1,1,80.58
2021-07-02 08:32:00-04:00,80.595,80.68,80.595,80.68,2,2,161.275
2021-07-02 08:37:00-04:00,80.695,80.695,80.695,80.695,5,1,403.475
2021-07-02 08:39:00-04:00,80.69,80.69,80.69,80.69,1,1,80.69
2021-07-02 08:44:00-04:00,80.715,80.715,80.715,80.715,1,1,80.715
2021-07-02 09:21:00-04:00,80.795,80.795,80.795,80.795,1,1,80.795
2021-07-02 09:22:00-04:00,80.815,80.815,80.815,80.815,1,1,80.815
2021-07-02 09:54:00-04:00,80.77,80.77,80.77,80.77,1,1,80.77
2021-07-02 10:09:00-04:00,80.755,80.77,80.75,80.75,56,6,4522.79
2021-07-02 10:11:00-04:00,80.735,80.745,80.735,80.745,29,3,2341.495
2021-07-02 10:12:00-04:00,80.74,80.74,80.74,80.74,10,2,807.4
2021-07-02 10:25:00-04:00,80.88,80.88,80.88,80.88,1,1,80.88
2021-07-02 11:06:00-04:00,80.855,80.855,80.855,80.855,1,1,80.855
2021-07-02 11:17:00-04:00,80.95,80.95,80.95,80.95,2,1,161.9
2021-07-02 11:19:00-04:00,80.97,80.97,80.97,80.97,1,1,80.97
2021-07-02 12:01:00-04:00,81.0,81.0,81.0,81.0,16,3,1296.0
2021-07-02 13:17:00-04:00,81.03,81.03,81.03,81.03,2,1,162.06
2021-07-02 13:52:00-04:00,81.1,81.1,81.1,81.1,1,1,81.1
2021-07-02 14:09:00-04:00,81.13,81.13,81.13,81.13,1,1,81.13
2021-07-02 14:55:00-04:00,81.195,81.195,81.195,81.195,1,1,81.195
2021-07-02 15:08:00-04:00,81.17,81.17,81.17,81.17,1,1,81.17
