,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-26 22:49:00-04:00,78.84,78.84,78.84,78.84,1,1,78.84
2021-08-27 10:00:00-04:00,78.9,78.9,78.9,78.9,1,1,78.9
2021-08-27 10:58:00-04:00,79.155,79.155,79.155,79.155,1,1,79.155
2021-08-27 11:37:00-04:00,79.195,79.195,79.195,79.195,2,1,158.39
