,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-09 08:17:00-05:00,80.385,80.385,80.375,80.375,4,3,321.52
2021-11-09 08:18:00-05:00,80.375,80.375,80.375,80.375,3,1,241.125
2021-11-09 08:41:00-05:00,80.32,80.32,80.32,80.32,3,1,240.96
2021-11-09 10:02:00-05:00,80.205,80.205,80.205,80.205,1,1,80.205
2021-11-09 10:16:00-05:00,80.155,80.155,80.155,80.155,2,1,160.31
2021-11-09 11:52:00-05:00,80.22,80.22,80.22,80.22,1,1,80.22
