,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-11-07 18:49:00-05:00,4671.75,4671.75,4671.75,4671.75,1,1,4671.75
2021-11-07 20:30:00-05:00,4666.75,4666.75,4666.75,4666.75,1,1,4666.75
2021-11-08 00:07:00-05:00,4665.0,4665.0,4665.0,4665.0,1,1,4665.0
2021-11-08 01:50:00-05:00,4667.75,4667.75,4667.75,4667.75,1,1,4667.75
2021-11-08 08:38:00-05:00,4682.0,4682.0,4682.0,4682.0,1,1,4682.0
2021-11-08 09:35:00-05:00,4690.75,4690.75,4690.75,4690.75,1,1,4690.75
2021-11-08 09:55:00-05:00,4682.5,4682.5,4682.25,4682.5,5,5,23412.0
2021-11-08 10:16:00-05:00,4684.0,4685.25,4684.0,4685.25,8,6,37478.25
2021-11-08 13:11:00-05:00,4676.75,4676.75,4676.75,4676.75,1,1,4676.75
2021-11-08 13:12:00-05:00,4679.0,4679.0,4679.0,4679.0,1,1,4679.0
