,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-08 20:08:00-04:00,1306.75,1306.75,1306.75,1306.75,3,1,3920.25
2021-07-08 20:36:00-04:00,1303.5,1303.5,1303.25,1303.25,4,2,5213.25
2021-07-08 20:59:00-04:00,1302.5,1302.5,1302.5,1302.5,1,1,1302.5
2021-07-08 21:00:00-04:00,1304.5,1304.5,1304.5,1304.5,1,1,1304.5
2021-07-08 21:07:00-04:00,1304.0,1304.25,1304.0,1304.25,4,2,5216.5
2021-07-08 21:23:00-04:00,1305.5,1305.5,1305.5,1305.5,2,1,2611.0
2021-07-08 21:33:00-04:00,1309.0,1309.25,1309.0,1309.25,2,2,2618.25
2021-07-08 21:36:00-04:00,1309.25,1309.25,1309.25,1309.25,1,1,1309.25
2021-07-08 21:37:00-04:00,1309.25,1309.25,1309.25,1309.25,2,2,2618.5
2021-07-08 21:38:00-04:00,1309.25,1309.25,1309.25,1309.25,3,1,3927.75
2021-07-08 21:40:00-04:00,1309.25,1309.25,1309.25,1309.25,1,1,1309.25
2021-07-08 21:41:00-04:00,1309.25,1309.25,1309.25,1309.25,2,2,2618.5
2021-07-08 21:48:00-04:00,1309.25,1309.25,1309.25,1309.25,1,1,1309.25
2021-07-08 22:26:00-04:00,1303.75,1303.75,1303.75,1303.75,2,1,2607.5
2021-07-09 00:13:00-04:00,1308.0,1308.0,1308.0,1308.0,1,1,1308.0
2021-07-09 00:15:00-04:00,1308.0,1308.0,1308.0,1308.0,1,1,1308.0
2021-07-09 00:18:00-04:00,1308.5,1308.5,1308.5,1308.5,1,1,1308.5
2021-07-09 00:20:00-04:00,1308.5,1308.5,1308.5,1308.5,1,1,1308.5
2021-07-09 00:25:00-04:00,1308.5,1308.5,1308.5,1308.5,1,1,1308.5
2021-07-09 00:28:00-04:00,1309.0,1309.0,1309.0,1309.0,1,1,1309.0
2021-07-09 00:31:00-04:00,1309.0,1309.0,1309.0,1309.0,1,1,1309.0
2021-07-09 00:49:00-04:00,1307.75,1307.75,1307.75,1307.75,2,2,2615.5
2021-07-09 01:08:00-04:00,1308.75,1308.75,1308.75,1308.75,1,1,1308.75
2021-07-09 01:10:00-04:00,1309.25,1309.25,1309.25,1309.25,1,1,1309.25
2021-07-09 01:18:00-04:00,1311.0,1311.0,1311.0,1311.0,1,1,1311.0
2021-07-09 01:27:00-04:00,1310.25,1310.25,1310.25,1310.25,1,1,1310.25
2021-07-09 02:22:00-04:00,1311.5,1311.5,1311.5,1311.5,1,1,1311.5
2021-07-09 02:25:00-04:00,1310.75,1310.75,1310.75,1310.75,1,1,1310.75
2021-07-09 02:29:00-04:00,1310.25,1310.25,1310.25,1310.25,1,1,1310.25
2021-07-09 02:31:00-04:00,1310.5,1310.5,1310.5,1310.5,1,1,1310.5
2021-07-09 02:34:00-04:00,1312.5,1312.5,1312.5,1312.5,1,1,1312.5
2021-07-09 03:01:00-04:00,1309.75,1309.75,1309.75,1309.75,1,1,1309.75
2021-07-09 03:19:00-04:00,1307.25,1307.25,1307.0,1307.0,3,3,3921.25
2021-07-09 03:23:00-04:00,1307.75,1307.75,1307.75,1307.75,1,1,1307.75
2021-07-09 03:24:00-04:00,1308.5,1308.5,1308.5,1308.5,1,1,1308.5
2021-07-09 04:33:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-07-09 04:34:00-04:00,1304.5,1304.75,1304.5,1304.75,3,3,3913.75
2021-07-09 04:42:00-04:00,1305.75,1305.75,1305.75,1305.75,1,1,1305.75
2021-07-09 04:54:00-04:00,1306.25,1306.25,1306.25,1306.25,1,1,1306.25
2021-07-09 05:32:00-04:00,1306.0,1306.0,1306.0,1306.0,1,1,1306.0
2021-07-09 05:35:00-04:00,1306.25,1306.25,1306.25,1306.25,2,1,2612.5
2021-07-09 05:41:00-04:00,1305.75,1305.75,1305.75,1305.75,1,1,1305.75
2021-07-09 06:01:00-04:00,1310.0,1310.0,1310.0,1310.0,1,1,1310.0
2021-07-09 06:05:00-04:00,1309.25,1309.25,1309.25,1309.25,1,1,1309.25
2021-07-09 08:15:00-04:00,1306.75,1306.75,1306.75,1306.75,2,1,2613.5
2021-07-09 08:16:00-04:00,1307.5,1307.5,1307.5,1307.5,1,1,1307.5
2021-07-09 08:23:00-04:00,1306.75,1306.75,1306.75,1306.75,2,1,2613.5
2021-07-09 08:29:00-04:00,1305.75,1305.75,1305.75,1305.75,1,1,1305.75
2021-07-09 08:34:00-04:00,1304.5,1304.5,1304.5,1304.5,1,1,1304.5
2021-07-09 08:36:00-04:00,1302.0,1302.0,1302.0,1302.0,1,1,1302.0
2021-07-09 08:39:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-07-09 09:29:00-04:00,1302.5,1302.5,1302.5,1302.5,2,2,2605.0
2021-07-09 09:30:00-04:00,1299.25,1299.75,1299.25,1299.75,2,2,2599.0
2021-07-09 09:31:00-04:00,1298.75,1299.75,1296.5,1299.75,12,12,15575.25
2021-07-09 09:32:00-04:00,1300.25,1303.5,1300.0,1302.0,10,10,13016.75
2021-07-09 09:33:00-04:00,1302.0,1302.5,1302.0,1302.5,3,3,3906.5
2021-07-09 09:34:00-04:00,1303.25,1303.25,1302.0,1303.25,6,6,7816.0
