,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-08 20:00:00-04:00,1367.5,1367.75,1363.0,1363.5,176,62,240238.5
2021-07-08 20:01:00-04:00,1363.75,1363.75,1363.0,1363.75,20,12,27267.75
2021-07-08 20:02:00-04:00,1365.5,1366.25,1365.5,1365.75,9,8,12293.5
2021-07-08 20:03:00-04:00,1366.0,1367.5,1366.0,1367.0,18,9,24606.75
2021-07-08 20:04:00-04:00,1366.25,1366.25,1364.0,1364.5,13,10,17745.25
2021-07-08 20:08:00-04:00,1365.5,1366.5,1365.5,1366.25,18,7,24591.0
2021-07-08 20:09:00-04:00,1366.25,1366.25,1366.0,1366.0,2,2,2732.25
2021-07-08 20:13:00-04:00,1365.25,1365.25,1365.25,1365.25,1,1,1365.25
2021-07-08 20:14:00-04:00,1366.0,1366.0,1365.5,1365.5,4,3,5463.0
2021-07-08 20:15:00-04:00,1365.25,1365.25,1365.25,1365.25,4,3,5461.0
2021-07-08 20:16:00-04:00,1366.0,1366.25,1366.0,1366.25,7,2,9563.0
2021-07-08 20:24:00-04:00,1366.5,1366.5,1366.5,1366.5,1,1,1366.5
2021-07-08 20:25:00-04:00,1366.75,1366.75,1366.75,1366.75,1,1,1366.75
2021-07-08 20:26:00-04:00,1367.0,1367.0,1367.0,1367.0,1,1,1367.0
2021-07-08 20:27:00-04:00,1366.75,1366.75,1366.75,1366.75,1,1,1366.75
2021-07-08 20:29:00-04:00,1367.5,1367.5,1367.5,1367.5,4,2,5470.0
2021-07-08 20:30:00-04:00,1367.5,1367.5,1367.5,1367.5,1,1,1367.5
2021-07-08 20:31:00-04:00,1368.0,1368.0,1367.75,1367.75,2,2,2735.75
2021-07-08 20:33:00-04:00,1367.0,1367.0,1366.5,1366.5,8,6,10934.0
2021-07-08 20:34:00-04:00,1366.75,1366.75,1366.25,1366.25,3,3,4099.5
2021-07-08 20:35:00-04:00,1366.25,1366.25,1366.25,1366.25,1,1,1366.25
2021-07-08 20:36:00-04:00,1366.0,1366.0,1364.75,1365.25,24,16,32767.75
2021-07-08 20:37:00-04:00,1365.0,1365.0,1364.75,1364.75,3,3,4094.75
2021-07-08 20:38:00-04:00,1365.25,1365.75,1365.25,1365.75,4,3,5462.25
2021-07-08 20:39:00-04:00,1365.75,1365.75,1365.75,1365.75,1,1,1365.75
2021-07-08 20:40:00-04:00,1365.5,1365.5,1365.5,1365.5,1,1,1365.5
2021-07-08 20:41:00-04:00,1365.0,1365.0,1364.75,1364.75,5,3,6824.5
2021-07-08 20:45:00-04:00,1364.75,1365.25,1364.75,1365.25,2,2,2730.0
2021-07-08 20:48:00-04:00,1364.5,1364.5,1364.5,1364.5,1,1,1364.5
2021-07-08 20:50:00-04:00,1364.75,1365.0,1364.75,1365.0,11,2,15012.5
2021-07-08 20:51:00-04:00,1365.0,1365.0,1364.75,1364.75,5,2,6824.75
2021-07-08 20:52:00-04:00,1365.0,1365.0,1365.0,1365.0,1,1,1365.0
2021-07-08 20:53:00-04:00,1365.5,1365.5,1364.5,1364.5,4,4,5459.75
2021-07-08 20:54:00-04:00,1365.0,1365.0,1364.5,1364.5,2,2,2729.5
2021-07-08 20:56:00-04:00,1364.75,1364.75,1364.75,1364.75,3,2,4094.25
2021-07-08 20:57:00-04:00,1364.5,1364.5,1364.5,1364.5,2,2,2729.0
2021-07-08 20:58:00-04:00,1364.25,1364.25,1364.25,1364.25,1,1,1364.25
2021-07-08 20:59:00-04:00,1364.0,1364.0,1363.25,1363.25,7,6,9545.25
2021-07-08 21:00:00-04:00,1363.75,1365.5,1363.75,1365.0,33,25,45028.5
2021-07-08 21:01:00-04:00,1365.75,1366.5,1365.5,1365.5,8,6,10927.75
2021-07-08 21:02:00-04:00,1366.25,1366.25,1366.25,1366.25,1,1,1366.25
2021-07-08 21:05:00-04:00,1365.0,1365.25,1365.0,1365.25,2,2,2730.25
2021-07-08 21:07:00-04:00,1365.0,1365.0,1364.75,1364.75,4,3,5459.5
2021-07-08 21:08:00-04:00,1365.0,1365.0,1365.0,1365.0,1,1,1365.0
2021-07-08 21:17:00-04:00,1365.5,1365.5,1365.5,1365.5,1,1,1365.5
2021-07-08 21:19:00-04:00,1365.0,1365.0,1364.75,1364.75,2,2,2729.75
2021-07-08 21:21:00-04:00,1365.0,1365.0,1365.0,1365.0,1,1,1365.0
2021-07-08 21:25:00-04:00,1366.0,1366.75,1366.0,1366.75,8,5,10929.75
2021-07-08 21:26:00-04:00,1367.25,1367.25,1367.25,1367.25,1,1,1367.25
2021-07-08 21:27:00-04:00,1367.25,1368.0,1367.25,1368.0,11,6,15045.0
2021-07-08 21:30:00-04:00,1368.0,1368.25,1368.0,1368.25,2,2,2736.25
2021-07-08 21:32:00-04:00,1369.0,1369.25,1369.0,1369.25,6,4,8214.25
2021-07-08 21:33:00-04:00,1369.75,1370.5,1369.75,1370.25,39,8,53432.75
2021-07-08 21:34:00-04:00,1370.25,1371.5,1370.25,1371.5,13,6,17821.75
2021-07-08 21:35:00-04:00,1370.5,1370.5,1370.5,1370.5,1,1,1370.5
2021-07-08 21:36:00-04:00,1370.0,1370.25,1370.0,1370.25,3,2,4110.25
2021-07-08 21:37:00-04:00,1370.5,1370.75,1370.5,1370.75,5,2,6853.5
2021-07-08 21:40:00-04:00,1370.25,1370.25,1370.25,1370.25,1,1,1370.25
2021-07-08 21:41:00-04:00,1370.5,1370.5,1370.5,1370.5,11,3,15075.5
2021-07-08 21:42:00-04:00,1370.75,1370.75,1370.25,1370.25,8,5,10964.0
2021-07-08 21:43:00-04:00,1370.5,1370.5,1370.5,1370.5,5,3,6852.5
2021-07-08 21:44:00-04:00,1370.75,1370.75,1370.75,1370.75,1,1,1370.75
2021-07-08 21:46:00-04:00,1370.5,1370.75,1370.5,1370.5,6,4,8223.75
2021-07-08 21:47:00-04:00,1370.75,1370.75,1370.5,1370.5,3,3,4111.75
2021-07-08 21:48:00-04:00,1370.25,1370.25,1369.5,1369.5,6,6,8219.25
2021-07-08 21:49:00-04:00,1369.25,1369.25,1369.25,1369.25,1,1,1369.25
2021-07-08 21:51:00-04:00,1369.5,1369.5,1369.5,1369.5,1,1,1369.5
2021-07-08 21:52:00-04:00,1369.75,1370.0,1369.75,1370.0,5,4,6849.75
2021-07-08 21:53:00-04:00,1369.5,1369.5,1369.5,1369.5,1,1,1369.5
2021-07-08 21:54:00-04:00,1369.5,1369.5,1369.0,1369.0,3,3,4107.75
2021-07-08 21:55:00-04:00,1369.25,1369.25,1369.0,1369.0,2,2,2738.25
2021-07-08 21:56:00-04:00,1369.0,1369.0,1369.0,1369.0,3,2,4107.0
2021-07-08 21:57:00-04:00,1368.75,1369.0,1368.75,1369.0,4,4,5475.5
2021-07-08 22:00:00-04:00,1369.0,1369.25,1369.0,1369.25,3,3,4107.5
2021-07-08 22:01:00-04:00,1369.0,1369.0,1369.0,1369.0,1,1,1369.0
2021-07-08 22:02:00-04:00,1368.75,1368.75,1368.0,1368.0,15,8,20529.5
2021-07-08 22:03:00-04:00,1368.25,1368.25,1367.75,1368.0,8,6,10944.5
2021-07-08 22:04:00-04:00,1367.75,1367.75,1367.0,1367.25,13,13,17776.25
2021-07-08 22:05:00-04:00,1366.75,1367.75,1366.75,1367.75,10,7,13672.75
2021-07-08 22:06:00-04:00,1367.5,1367.5,1367.25,1367.25,3,3,4102.25
2021-07-08 22:07:00-04:00,1367.25,1367.25,1366.25,1366.25,7,5,9566.0
2021-07-08 22:08:00-04:00,1366.5,1366.5,1366.5,1366.5,3,3,4099.5
2021-07-08 22:09:00-04:00,1367.0,1367.75,1367.0,1367.25,23,6,31453.0
2021-07-08 22:10:00-04:00,1366.75,1366.75,1366.0,1366.75,10,7,13664.5
2021-07-08 22:11:00-04:00,1366.5,1366.5,1366.5,1366.5,3,2,4099.5
2021-07-08 22:12:00-04:00,1366.25,1366.75,1366.25,1366.75,6,4,8199.0
2021-07-08 22:13:00-04:00,1366.75,1366.75,1366.75,1366.75,1,1,1366.75
2021-07-08 22:14:00-04:00,1366.25,1366.5,1366.25,1366.5,4,3,5465.5
2021-07-08 22:15:00-04:00,1366.25,1366.5,1366.25,1366.5,2,2,2732.75
2021-07-08 22:16:00-04:00,1366.75,1366.75,1366.75,1366.75,1,1,1366.75
2021-07-08 22:17:00-04:00,1366.25,1366.25,1366.25,1366.25,1,1,1366.25
2021-07-08 22:18:00-04:00,1366.0,1366.75,1366.0,1366.75,12,8,16393.25
2021-07-08 22:19:00-04:00,1366.75,1367.0,1366.5,1366.5,8,6,10934.0
2021-07-08 22:23:00-04:00,1366.5,1366.5,1366.25,1366.25,5,3,6831.5
2021-07-08 22:26:00-04:00,1365.5,1365.5,1365.0,1365.25,15,9,20480.75
2021-07-08 22:27:00-04:00,1365.5,1365.5,1365.5,1365.5,2,2,2731.0
2021-07-08 22:32:00-04:00,1366.5,1366.5,1366.5,1366.5,1,1,1366.5
2021-07-08 22:33:00-04:00,1367.25,1367.25,1367.25,1367.25,1,1,1367.25
2021-07-08 22:34:00-04:00,1367.5,1368.0,1367.5,1368.0,3,2,4103.5
2021-07-08 22:35:00-04:00,1367.75,1368.0,1367.75,1368.0,2,2,2735.75
2021-07-08 22:36:00-04:00,1368.25,1369.25,1368.25,1369.25,3,3,4106.5
2021-07-08 22:37:00-04:00,1369.5,1369.5,1369.5,1369.5,1,1,1369.5
