,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-07 00:44:00-04:00,1315.25,1315.25,1315.25,1315.25,1,1,1315.25
2021-09-07 09:32:00-04:00,1310.5,1310.5,1309.25,1309.25,2,2,2619.75
2021-09-07 10:47:00-04:00,1301.25,1301.25,1300.75,1300.75,2,2,2602.0
2021-09-07 10:56:00-04:00,1300.25,1300.25,1300.0,1300.0,2,2,2600.25
2021-09-07 11:01:00-04:00,1301.25,1301.25,1301.25,1301.25,1,1,1301.25
2021-09-07 11:20:00-04:00,1301.5,1301.5,1301.5,1301.5,1,1,1301.5
2021-09-07 11:25:00-04:00,1302.0,1302.0,1302.0,1302.0,1,1,1302.0
2021-09-07 11:32:00-04:00,1301.0,1301.0,1301.0,1301.0,1,1,1301.0
2021-09-07 11:52:00-04:00,1304.0,1304.0,1304.0,1304.0,1,1,1304.0
