,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-12 06:24:00-04:00,79.945,79.945,79.945,79.945,3,1,239.835
2021-07-12 09:24:00-04:00,80.025,80.025,80.025,80.025,1,1,80.025
2021-07-12 09:25:00-04:00,80.03,80.03,80.03,80.03,1,1,80.03
2021-07-12 09:27:00-04:00,80.045,80.045,80.045,80.045,1,1,80.045
2021-07-12 09:43:00-04:00,80.04,80.04,80.04,80.04,1,1,80.04
