,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-11 18:00:00-04:00,80.315,80.315,80.315,80.315,1,1,80.315
2021-07-11 20:00:00-04:00,80.325,80.325,80.32,80.32,11,2,883.525
2021-07-11 21:08:00-04:00,80.31,80.31,80.31,80.31,2,1,160.62
2021-07-11 21:18:00-04:00,80.275,80.275,80.275,80.275,1,1,80.275
2021-07-11 21:45:00-04:00,80.235,80.235,80.235,80.235,1,1,80.235
2021-07-11 21:47:00-04:00,80.235,80.235,80.235,80.235,1,1,80.235
2021-07-11 22:25:00-04:00,80.21,80.21,80.21,80.21,1,1,80.21
2021-07-12 06:15:00-04:00,80.0,80.0,80.0,80.0,1,1,80.0
2021-07-12 06:34:00-04:00,79.96,79.96,79.96,79.96,1,1,79.96
2021-07-12 06:39:00-04:00,79.935,79.935,79.935,79.935,1,1,79.935
2021-07-12 06:40:00-04:00,79.935,79.935,79.935,79.935,1,1,79.935
2021-07-12 06:41:00-04:00,79.94,79.94,79.94,79.94,1,1,79.94
2021-07-12 07:03:00-04:00,79.965,79.965,79.965,79.965,1,1,79.965
2021-07-12 07:07:00-04:00,79.955,79.955,79.955,79.955,1,1,79.955
2021-07-12 07:08:00-04:00,79.96,79.96,79.96,79.96,1,1,79.96
2021-07-12 07:11:00-04:00,79.955,79.96,79.955,79.96,2,2,159.915
2021-07-12 07:13:00-04:00,79.96,79.96,79.96,79.96,1,1,79.96
2021-07-12 07:21:00-04:00,79.945,79.945,79.945,79.945,1,1,79.945
2021-07-12 07:24:00-04:00,79.94,79.94,79.94,79.94,3,3,239.82
2021-07-12 07:25:00-04:00,79.945,79.945,79.945,79.945,1,1,79.945
2021-07-12 08:16:00-04:00,79.99,79.99,79.99,79.99,1,1,79.99
2021-07-12 08:17:00-04:00,80.0,80.0,79.985,79.985,2,2,159.985
2021-07-12 08:20:00-04:00,80.015,80.015,80.015,80.015,1,1,80.015
2021-07-12 08:22:00-04:00,79.995,79.995,79.995,79.995,1,1,79.995
2021-07-12 08:23:00-04:00,80.005,80.005,80.005,80.005,1,1,80.005
2021-07-12 08:30:00-04:00,79.985,79.985,79.985,79.985,1,1,79.985
2021-07-12 09:33:00-04:00,80.0,80.015,80.0,80.015,17,4,1360.135
2021-07-12 10:13:00-04:00,80.155,80.155,80.155,80.155,5,3,400.775
2021-07-12 10:14:00-04:00,80.155,80.155,80.155,80.155,5,1,400.775
2021-07-12 10:16:00-04:00,80.18,80.18,80.18,80.18,1,1,80.18
2021-07-12 10:28:00-04:00,80.205,80.205,80.205,80.205,1,1,80.205
2021-07-12 14:13:00-04:00,80.215,80.215,80.215,80.215,5,1,401.075
2021-07-12 14:35:00-04:00,80.245,80.245,80.245,80.245,2,1,160.49
2021-07-12 14:44:00-04:00,80.225,80.225,80.225,80.225,1,1,80.225
2021-07-12 15:46:00-04:00,80.29,80.3,80.29,80.3,10,2,802.98
