,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-11 18:00:00-04:00,80.32,80.345,80.29,80.305,264,69,21205.629
2021-07-11 18:01:00-04:00,80.305,80.315,80.3,80.305,70,16,5621.58
2021-07-11 18:02:00-04:00,80.3,80.3,80.295,80.295,40,7,3211.92
2021-07-11 18:03:00-04:00,80.29,80.295,80.29,80.295,43,11,3452.57
2021-07-11 18:04:00-04:00,80.29,80.305,80.29,80.305,23,10,1846.825
2021-07-11 18:06:00-04:00,80.305,80.305,80.305,80.305,4,1,321.22
2021-07-11 18:07:00-04:00,80.295,80.3,80.29,80.29,49,11,3934.415
2021-07-11 18:08:00-04:00,80.29,80.295,80.29,80.295,8,2,642.33
2021-07-11 18:09:00-04:00,80.295,80.3,80.29,80.3,41,18,3292.22
2021-07-11 18:10:00-04:00,80.3,80.3,80.29,80.295,19,9,1525.585
2021-07-11 18:11:00-04:00,80.295,80.295,80.29,80.295,9,3,722.65
2021-07-11 18:12:00-04:00,80.295,80.305,80.295,80.3,38,13,3051.375
2021-07-11 18:13:00-04:00,80.295,80.295,80.295,80.295,6,3,481.77
2021-07-11 18:14:00-04:00,80.3,80.31,80.295,80.295,67,26,5380.34
2021-07-11 18:15:00-04:00,80.295,80.3,80.295,80.3,4,4,321.195
2021-07-11 18:16:00-04:00,80.31,80.315,80.305,80.305,23,7,1847.125
2021-07-11 18:17:00-04:00,80.305,80.305,80.3,80.305,31,7,2489.375
2021-07-11 18:18:00-04:00,80.305,80.33,80.305,80.315,56,12,4498.035
2021-07-11 18:19:00-04:00,80.32,80.325,80.32,80.325,13,2,1044.175
2021-07-11 18:21:00-04:00,80.325,80.325,80.32,80.32,3,2,240.97
2021-07-11 18:22:00-04:00,80.32,80.33,80.32,80.33,36,11,2891.755
2021-07-11 18:23:00-04:00,80.325,80.335,80.325,80.33,13,8,1044.31
2021-07-11 18:24:00-04:00,80.325,80.325,80.325,80.325,3,3,240.975
2021-07-11 18:25:00-04:00,80.325,80.325,80.32,80.32,3,2,240.97
2021-07-11 18:27:00-04:00,80.33,80.33,80.33,80.33,2,1,160.66
2021-07-11 18:28:00-04:00,80.325,80.33,80.325,80.33,11,3,883.585
2021-07-11 18:29:00-04:00,80.325,80.33,80.32,80.33,9,6,722.945
2021-07-11 18:30:00-04:00,80.33,80.33,80.33,80.33,6,4,481.98
2021-07-11 18:31:00-04:00,80.325,80.325,80.315,80.315,21,4,1686.715
2021-07-11 18:32:00-04:00,80.32,80.32,80.32,80.32,2,1,160.64
2021-07-11 18:33:00-04:00,80.32,80.325,80.305,80.305,81,15,6505.415
2021-07-11 18:34:00-04:00,80.31,80.315,80.31,80.315,6,3,481.865
2021-07-11 18:35:00-04:00,80.315,80.325,80.315,80.325,15,8,1204.81
2021-07-11 18:36:00-04:00,80.33,80.33,80.33,80.33,10,4,803.3
2021-07-11 18:37:00-04:00,80.33,80.33,80.33,80.33,1,1,80.33
2021-07-11 18:38:00-04:00,80.33,80.33,80.32,80.325,12,7,963.905
2021-07-11 18:40:00-04:00,80.32,80.32,80.32,80.32,7,4,562.24
2021-07-11 18:41:00-04:00,80.315,80.315,80.31,80.31,6,2,481.88
2021-07-11 18:42:00-04:00,80.305,80.31,80.305,80.31,6,2,481.835
2021-07-11 18:44:00-04:00,80.305,80.305,80.3,80.305,15,7,1204.545
2021-07-11 18:45:00-04:00,80.31,80.325,80.31,80.325,6,4,481.895
2021-07-11 18:47:00-04:00,80.32,80.32,80.32,80.32,2,2,160.64
2021-07-11 18:48:00-04:00,80.315,80.315,80.315,80.315,2,1,160.63
2021-07-11 18:52:00-04:00,80.32,80.32,80.32,80.32,1,1,80.32
2021-07-11 18:53:00-04:00,80.315,80.32,80.315,80.32,2,2,160.635
2021-07-11 18:54:00-04:00,80.32,80.32,80.32,80.32,4,3,321.28
2021-07-11 18:58:00-04:00,80.315,80.315,80.315,80.315,2,2,160.63
2021-07-11 18:59:00-04:00,80.31,80.31,80.3,80.31,10,7,803.06
2021-07-11 19:00:00-04:00,80.305,80.31,80.305,80.31,10,5,803.065
