,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-24 18:00:00-04:00,83.01,83.015,83.005,83.015,48,11,3984.675
2021-05-24 18:01:00-04:00,83.02,83.02,83.015,83.015,8,3,664.155
2021-05-24 18:02:00-04:00,83.015,83.015,83.015,83.015,13,6,1079.195
2021-05-24 18:04:00-04:00,83.015,83.015,83.015,83.015,9,2,747.135
2021-05-24 18:05:00-04:00,83.015,83.02,83.015,83.02,5,3,415.08
2021-05-24 18:06:00-04:00,83.015,83.015,83.015,83.015,1,1,83.015
2021-05-24 18:07:00-04:00,83.015,83.015,83.015,83.015,1,1,83.015
2021-05-24 18:09:00-04:00,83.015,83.015,83.015,83.015,3,2,249.045
2021-05-24 18:14:00-04:00,83.01,83.01,83.01,83.01,6,3,498.06
2021-05-24 18:16:00-04:00,83.005,83.005,83.005,83.005,10,3,830.05
2021-05-24 18:21:00-04:00,83.01,83.01,83.01,83.01,5,1,415.05
2021-05-24 18:22:00-04:00,83.01,83.01,83.01,83.01,4,1,332.04
2021-05-24 18:23:00-04:00,83.01,83.01,83.01,83.01,1,1,83.01
2021-05-24 18:24:00-04:00,83.015,83.015,83.015,83.015,23,3,1909.345
2021-05-24 18:28:00-04:00,83.02,83.02,83.01,83.01,17,5,1411.245
2021-05-24 18:31:00-04:00,83.015,83.02,83.015,83.02,6,2,498.1
2021-05-24 18:32:00-04:00,83.02,83.02,83.02,83.02,7,3,581.14
2021-05-24 18:33:00-04:00,83.025,83.025,83.025,83.025,3,1,249.075
2021-05-24 18:34:00-04:00,83.02,83.02,83.02,83.02,5,1,415.1
2021-05-24 18:35:00-04:00,83.02,83.025,83.02,83.025,5,4,415.105
2021-05-24 18:38:00-04:00,83.02,83.025,83.02,83.025,5,3,415.105
2021-05-24 18:39:00-04:00,83.02,83.025,83.02,83.025,12,3,996.275
2021-05-24 18:40:00-04:00,83.025,83.025,83.025,83.025,7,2,581.175
2021-05-24 18:43:00-04:00,83.03,83.035,83.03,83.035,7,4,581.215
2021-05-24 18:44:00-04:00,83.035,83.035,83.035,83.035,17,7,1411.595
2021-05-24 18:45:00-04:00,83.035,83.035,83.035,83.035,2,1,166.07
2021-05-24 18:46:00-04:00,83.035,83.035,83.03,83.03,23,7,1909.76
2021-05-24 18:48:00-04:00,83.03,83.03,83.03,83.03,13,2,1079.39
2021-05-24 18:49:00-04:00,83.025,83.025,83.025,83.025,25,5,2075.625
2021-05-24 18:50:00-04:00,83.025,83.03,83.025,83.03,11,6,913.315
2021-05-24 18:51:00-04:00,83.03,83.03,83.03,83.03,8,4,664.24
2021-05-24 18:52:00-04:00,83.025,83.025,83.025,83.025,8,2,664.2
2021-05-24 18:53:00-04:00,83.025,83.025,83.025,83.025,1,1,83.025
2021-05-24 18:54:00-04:00,83.025,83.025,83.015,83.015,28,8,2324.595
2021-05-24 18:55:00-04:00,83.015,83.015,83.015,83.015,20,8,1660.3
2021-05-24 18:56:00-04:00,83.015,83.015,83.015,83.015,9,4,747.135
2021-05-24 18:57:00-04:00,83.015,83.02,83.015,83.02,6,2,498.095
2021-05-24 18:58:00-04:00,83.02,83.02,83.015,83.015,23,6,1909.365
2021-05-24 18:59:00-04:00,83.015,83.015,83.01,83.01,49,16,4067.495
2021-05-24 19:00:00-04:00,83.005,83.015,83.005,83.015,34,12,2822.365
2021-05-24 19:01:00-04:00,83.01,83.01,83.01,83.01,21,5,1743.21
2021-05-24 19:02:00-04:00,83.005,83.005,83.005,83.005,26,6,2158.13
2021-05-24 19:04:00-04:00,83.0,83.0,83.0,83.0,4,1,332.0
2021-05-24 19:05:00-04:00,83.01,83.01,83.01,83.01,2,1,166.02
2021-05-24 19:06:00-04:00,83.01,83.01,83.005,83.005,11,6,913.065
2021-05-24 19:07:00-04:00,83.0,83.0,83.0,83.0,32,8,2656.0
2021-05-24 19:08:00-04:00,83.0,83.0,83.0,83.0,5,2,415.0
2021-05-24 19:09:00-04:00,83.0,83.0,82.995,83.0,33,10,2738.91
2021-05-24 19:11:00-04:00,83.0,83.0,82.995,82.995,8,3,663.985
2021-05-24 19:13:00-04:00,82.995,82.995,82.99,82.99,20,5,1659.815
2021-05-24 19:14:00-04:00,82.995,82.995,82.995,82.995,4,1,331.98
2021-05-24 19:15:00-04:00,82.995,82.995,82.995,82.995,5,2,414.975
2021-05-24 19:16:00-04:00,83.0,83.0,83.0,83.0,2,2,166.0
2021-05-24 19:18:00-04:00,83.0,83.0,83.0,83.0,2,2,166.0
2021-05-24 19:19:00-04:00,82.995,82.995,82.995,82.995,1,1,82.995
2021-05-24 19:20:00-04:00,82.995,82.995,82.99,82.99,17,3,1410.85
2021-05-24 19:23:00-04:00,82.99,82.99,82.99,82.99,6,1,497.94
2021-05-24 19:24:00-04:00,82.995,82.995,82.995,82.995,11,3,912.945
2021-05-24 19:26:00-04:00,82.995,82.995,82.995,82.995,4,1,331.98
2021-05-24 19:28:00-04:00,82.99,82.99,82.99,82.99,7,1,580.93
2021-05-24 19:29:00-04:00,82.995,82.995,82.985,82.99,21,10,1742.755
2021-05-24 19:30:00-04:00,82.995,82.995,82.995,82.995,3,2,248.985
2021-05-24 19:32:00-04:00,82.99,82.99,82.99,82.99,1,1,82.99
2021-05-24 19:35:00-04:00,82.99,82.99,82.99,82.99,1,1,82.99
2021-05-24 19:36:00-04:00,82.985,82.985,82.985,82.985,1,1,82.985
2021-05-24 19:37:00-04:00,82.99,82.99,82.99,82.99,15,1,1244.85
2021-05-24 19:39:00-04:00,82.995,82.995,82.985,82.985,5,3,414.945
