,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-24 18:58:00-04:00,83.015,83.015,83.015,83.015,1,1,83.015
2021-05-24 20:59:00-04:00,83.015,83.015,83.015,83.015,1,1,83.015
2021-05-25 00:56:00-04:00,83.05,83.055,83.05,83.055,3,2,249.155
2021-05-25 00:58:00-04:00,83.055,83.055,83.055,83.055,1,1,83.055
2021-05-25 01:13:00-04:00,83.05,83.05,83.05,83.05,1,1,83.05
2021-05-25 01:18:00-04:00,83.045,83.045,83.045,83.045,1,1,83.045
2021-05-25 01:26:00-04:00,83.04,83.04,83.04,83.04,1,1,83.04
2021-05-25 01:30:00-04:00,83.045,83.045,83.045,83.045,1,1,83.045
2021-05-25 01:59:00-04:00,83.005,83.005,83.005,83.005,1,1,83.005
2021-05-25 02:07:00-04:00,83.03,83.03,83.03,83.03,1,1,83.03
2021-05-25 02:09:00-04:00,83.035,83.035,83.035,83.035,1,1,83.035
2021-05-25 02:12:00-04:00,83.055,83.055,83.055,83.055,1,1,83.055
2021-05-25 02:16:00-04:00,83.045,83.045,83.045,83.045,1,1,83.045
2021-05-25 02:18:00-04:00,83.07,83.07,83.07,83.07,3,3,249.21
2021-05-25 02:23:00-04:00,83.085,83.09,83.085,83.09,2,2,166.175
2021-05-25 02:24:00-04:00,83.085,83.085,83.075,83.075,2,2,166.16
2021-05-25 02:42:00-04:00,83.095,83.095,83.095,83.095,1,1,83.095
2021-05-25 02:44:00-04:00,83.115,83.115,83.115,83.115,1,1,83.115
2021-05-25 02:45:00-04:00,83.1,83.1,83.1,83.1,1,1,83.1
2021-05-25 02:59:00-04:00,83.095,83.095,83.095,83.095,1,1,83.095
2021-05-25 03:15:00-04:00,83.08,83.08,83.08,83.08,1,1,83.08
2021-05-25 03:36:00-04:00,83.065,83.065,83.055,83.055,2,2,166.12
2021-05-25 03:46:00-04:00,83.035,83.035,83.035,83.035,2,1,166.07
2021-05-25 03:57:00-04:00,83.0,83.0,83.0,83.0,30,8,2490.0
2021-05-25 04:02:00-04:00,82.995,82.995,82.995,82.995,1,1,82.995
2021-05-25 06:02:00-04:00,83.06,83.06,83.06,83.06,2,2,166.12
2021-05-25 06:03:00-04:00,83.045,83.045,83.045,83.045,1,1,83.045
2021-05-25 06:04:00-04:00,83.045,83.045,83.045,83.045,1,1,83.045
2021-05-25 06:14:00-04:00,83.025,83.025,83.025,83.025,1,1,83.025
2021-05-25 06:17:00-04:00,83.01,83.01,83.01,83.01,1,1,83.01
2021-05-25 07:00:00-04:00,83.035,83.035,83.025,83.025,3,3,249.085
2021-05-25 07:03:00-04:00,83.015,83.015,83.015,83.015,1,1,83.015
2021-05-25 07:27:00-04:00,83.075,83.075,83.075,83.075,1,1,83.075
2021-05-25 07:52:00-04:00,83.09,83.09,83.09,83.09,1,1,83.09
2021-05-25 08:20:00-04:00,83.07,83.07,83.07,83.07,1,1,83.07
2021-05-25 08:34:00-04:00,83.03,83.03,83.03,83.03,1,1,83.03
2021-05-25 08:49:00-04:00,83.0,83.0,83.0,83.0,1,1,83.0
2021-05-25 08:51:00-04:00,82.995,83.0,82.995,83.0,9,2,746.965
2021-05-25 08:52:00-04:00,82.995,82.995,82.98,82.98,7,2,580.905
2021-05-25 09:16:00-04:00,82.98,82.98,82.98,82.98,1,1,82.98
2021-05-25 09:31:00-04:00,82.895,82.895,82.895,82.895,1,1,82.895
2021-05-25 09:32:00-04:00,82.91,82.91,82.91,82.91,1,1,82.91
