,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-24 19:44:00-04:00,82.985,82.985,82.985,82.985,1,1,82.985
2021-05-25 00:59:00-04:00,83.02,83.02,83.02,83.02,1,1,83.02
2021-05-25 04:56:00-04:00,83.025,83.025,83.025,83.025,1,1,83.025
2021-05-25 09:56:00-04:00,82.95,82.95,82.95,82.95,1,1,82.95
2021-05-25 11:19:00-04:00,82.79,82.79,82.785,82.79,8,3,662.29
2021-05-25 11:34:00-04:00,82.8,82.8,82.8,82.8,5,1,414.0
2021-05-25 11:53:00-04:00,82.855,82.855,82.855,82.855,1,1,82.855
2021-05-25 12:33:00-04:00,82.88,82.88,82.88,82.88,1,1,82.88
2021-05-25 13:01:00-04:00,83.0,83.0,83.0,83.0,1,1,83.0
