,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index
,open,high,low,close,volume,num_trds,value
2021-08-24 18:00:00-04:00,4483.5,4484.5,4483.25,4484.5,372,118,1667999.0
2021-08-24 18:01:00-04:00,4484.5,4484.5,4483.75,4484.0,124,33,556040.75
2021-08-24 18:02:00-04:00,4483.75,4484.0,4483.5,4483.75,154,44,690479.75
2021-08-24 18:03:00-04:00,4483.75,4483.75,4483.0,4483.25,120,44,538000.25
2021-08-24 18:04:00-04:00,4483.25,4484.0,4483.25,4484.0,172,29,771166.75
2021-08-24 18:05:00-04:00,4483.75,4483.75,4483.5,4483.5,33,9,147957.75
2021-08-24 18:06:00-04:00,4483.5,4483.75,4483.5,4483.5,65,10,291442.25
2021-08-24 18:07:00-04:00,4483.75,4484.0,4483.5,4484.0,37,15,165897.5
2021-08-24 18:08:00-04:00,4483.75,4483.75,4483.5,4483.5,16,4,71739.5
2021-08-24 18:09:00-04:00,4483.75,4483.75,4483.5,4483.75,51,18,228670.25
2021-08-24 18:10:00-04:00,4484.0,4484.0,4483.75,4483.75,27,8,121064.75
2021-08-24 18:11:00-04:00,4483.75,4483.75,4483.5,4483.5,20,11,89674.25
2021-08-24 18:12:00-04:00,4483.75,4483.75,4483.75,4483.75,3,2,13451.25
2021-08-24 18:13:00-04:00,4483.75,4483.75,4483.75,4483.75,1,1,4483.75
2021-08-24 18:14:00-04:00,4483.75,4484.0,4483.75,4484.0,28,16,125546.25
2021-08-24 18:15:00-04:00,4484.0,4484.0,4483.75,4483.75,12,5,53807.75
2021-08-24 18:16:00-04:00,4483.75,4484.0,4483.75,4484.0,2,2,8967.75
2021-08-24 18:17:00-04:00,4484.0,4484.0,4483.75,4483.75,4,4,17935.5
2021-08-24 18:18:00-04:00,4483.75,4484.0,4483.75,4484.0,62,22,277999.5
2021-08-24 18:19:00-04:00,4484.0,4484.0,4483.75,4484.0,12,5,53807.5
2021-08-24 18:20:00-04:00,4483.75,4484.0,4483.75,4483.75,32,19,143480.5
2021-08-24 18:21:00-04:00,4483.75,4483.75,4483.75,4483.75,23,11,103126.25
2021-08-24 18:22:00-04:00,4483.75,4483.75,4483.5,4483.5,54,13,242115.5
2021-08-24 18:23:00-04:00,4483.75,4483.75,4483.5,4483.75,25,7,112093.5
2021-08-24 18:24:00-04:00,4483.75,4483.75,4483.5,4483.5,42,10,188311.5
2021-08-24 18:25:00-04:00,4483.75,4484.0,4483.75,4484.0,11,6,49322.5
2021-08-24 18:26:00-04:00,4484.0,4484.0,4483.75,4484.0,12,5,53805.75
2021-08-24 18:27:00-04:00,4484.0,4484.0,4484.0,4484.0,8,4,35872.0
2021-08-24 18:28:00-04:00,4483.75,4483.75,4483.75,4483.75,2,2,8967.5
2021-08-24 18:29:00-04:00,4483.75,4484.0,4483.75,4484.0,4,3,17935.5
2021-08-24 18:30:00-04:00,4483.75,4484.25,4483.75,4484.25,33,9,147973.25
2021-08-24 18:31:00-04:00,4484.25,4484.25,4483.75,4483.75,33,10,147971.75
2021-08-24 18:32:00-04:00,4484.0,4484.0,4484.0,4484.0,3,2,13452.0
2021-08-24 18:33:00-04:00,4483.75,4483.75,4483.75,4483.75,18,10,80707.5
2021-08-24 18:34:00-04:00,4483.75,4484.0,4483.5,4484.0,155,30,694967.0
2021-08-24 18:35:00-04:00,4484.25,4484.25,4484.0,4484.0,47,18,210748.5
2021-08-24 18:36:00-04:00,4484.0,4484.25,4484.0,4484.0,40,21,179362.0
2021-08-24 18:37:00-04:00,4484.0,4484.25,4484.0,4484.0,18,12,80713.75
2021-08-24 18:38:00-04:00,4484.0,4484.25,4484.0,4484.25,33,8,147979.25
2021-08-24 18:39:00-04:00,4484.25,4484.25,4484.0,4484.0,5,5,22420.5
2021-08-24 18:40:00-04:00,4484.25,4484.5,4484.25,4484.5,36,27,161434.0
2021-08-24 18:41:00-04:00,4484.5,4484.5,4484.25,4484.25,23,19,103142.25
2021-08-24 18:42:00-04:00,4484.5,4484.5,4484.25,4484.5,19,18,85204.25
2021-08-24 18:43:00-04:00,4484.5,4484.5,4484.25,4484.25,16,16,71751.25
2021-08-24 18:44:00-04:00,4484.5,4484.5,4484.0,4484.25,35,14,156948.75
2021-08-24 18:45:00-04:00,4484.0,4484.25,4484.0,4484.25,23,23,103136.75
2021-08-24 18:46:00-04:00,4484.25,4484.5,4484.25,4484.25,27,12,121075.25
2021-08-24 18:47:00-04:00,4484.25,4484.25,4484.0,4484.25,6,6,26905.25
2021-08-24 18:48:00-04:00,4484.25,4484.25,4484.0,4484.0,9,9,40358.0
2021-08-24 18:49:00-04:00,4484.25,4484.25,4484.0,4484.0,2,2,8968.25
2021-08-24 18:50:00-04:00,4484.0,4484.0,4484.0,4484.0,47,4,210748.0
2021-08-24 18:51:00-04:00,4484.0,4484.0,4483.75,4483.75,4,4,17935.5
2021-08-24 18:52:00-04:00,4483.75,4484.0,4483.75,4483.75,6,5,26902.75
2021-08-24 18:53:00-04:00,4483.75,4484.0,4483.75,4483.75,15,8,67256.75
2021-08-24 18:54:00-04:00,4483.75,4483.75,4483.5,4483.75,35,15,156930.75
2021-08-24 18:55:00-04:00,4483.75,4483.75,4483.25,4483.5,52,12,233138.75
2021-08-24 18:56:00-04:00,4483.25,4483.5,4483.25,4483.25,13,8,58282.5
2021-08-24 18:57:00-04:00,4483.25,4483.5,4483.0,4483.0,62,32,277957.0
2021-08-24 18:58:00-04:00,4483.0,4483.0,4482.75,4483.0,94,43,421398.5
2021-08-24 18:59:00-04:00,4482.75,4483.0,4482.75,4483.0,28,19,125521.5
2021-08-24 19:00:00-04:00,4483.0,4483.5,4483.0,4483.25,125,39,560402.25
2021-08-24 19:01:00-04:00,4483.25,4483.25,4483.0,4483.0,24,12,107592.25
2021-08-24 19:02:00-04:00,4482.75,4483.0,4482.75,4483.0,12,10,53794.5
