,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-08-24 18:19:00-04:00,4473.75,4474.5,4473.5,4474.5,6,3,26843.25
2021-08-24 18:52:00-04:00,4473.75,4473.75,4473.75,4473.75,2,1,8947.5
2021-08-24 18:58:00-04:00,4473.0,4473.0,4473.0,4473.0,1,1,4473.0
2021-08-24 19:48:00-04:00,4471.0,4471.0,4471.0,4471.0,3,1,13413.0
2021-08-24 19:51:00-04:00,4471.5,4471.5,4471.5,4471.5,1,1,4471.5
2021-08-24 20:01:00-04:00,4473.75,4474.0,4473.75,4474.0,2,2,8947.75
2021-08-24 20:31:00-04:00,4472.5,4472.5,4472.25,4472.25,3,3,13417.0
2021-08-24 20:56:00-04:00,4471.5,4471.5,4471.5,4471.5,20,2,89430.0
2021-08-24 21:16:00-04:00,4473.0,4473.0,4473.0,4473.0,1,1,4473.0
2021-08-24 21:37:00-04:00,4472.0,4472.0,4472.0,4472.0,1,1,4472.0
2021-08-24 22:05:00-04:00,4472.25,4472.25,4472.25,4472.25,1,1,4472.25
2021-08-24 22:09:00-04:00,4472.0,4472.0,4472.0,4472.0,3,2,13416.0
2021-08-24 22:19:00-04:00,4470.5,4470.5,4470.5,4470.5,2,1,8941.0
2021-08-24 22:21:00-04:00,4470.25,4470.25,4470.25,4470.25,1,1,4470.25
2021-08-24 22:23:00-04:00,4469.25,4469.25,4469.25,4469.25,1,1,4469.25
2021-08-24 22:24:00-04:00,4468.5,4468.5,4468.0,4468.0,4,3,17872.5
2021-08-24 22:28:00-04:00,4468.5,4468.5,4468.5,4468.5,1,1,4468.5
2021-08-24 22:31:00-04:00,4469.75,4469.75,4469.75,4469.75,1,1,4469.75
2021-08-24 22:39:00-04:00,4468.75,4468.75,4468.75,4468.75,2,1,8937.5
2021-08-24 22:47:00-04:00,4468.75,4468.75,4468.75,4468.75,2,2,8937.5
2021-08-24 23:03:00-04:00,4467.5,4467.5,4467.0,4467.0,3,2,13401.5
2021-08-24 23:07:00-04:00,4467.5,4467.5,4467.5,4467.5,1,1,4467.5
2021-08-25 00:58:00-04:00,4468.0,4468.0,4468.0,4468.0,3,1,13404.0
2021-08-25 00:59:00-04:00,4467.75,4467.75,4467.75,4467.75,2,2,8935.5
2021-08-25 01:00:00-04:00,4467.5,4467.5,4467.5,4467.5,3,1,13402.5
2021-08-25 01:16:00-04:00,4468.75,4468.75,4468.75,4468.75,1,1,4468.75
2021-08-25 01:24:00-04:00,4469.75,4469.75,4469.75,4469.75,1,1,4469.75
2021-08-25 01:43:00-04:00,4472.0,4472.75,4472.0,4472.75,5,3,22361.5
2021-08-25 01:49:00-04:00,4471.5,4471.5,4471.5,4471.5,1,1,4471.5
2021-08-25 02:10:00-04:00,4472.0,4472.0,4472.0,4472.0,2,1,8944.0
2021-08-25 02:58:00-04:00,4473.25,4473.25,4473.25,4473.25,2,1,8946.5
2021-08-25 03:01:00-04:00,4472.0,4472.0,4472.0,4472.0,3,1,13416.0
2021-08-25 03:02:00-04:00,4473.5,4473.5,4473.5,4473.5,1,1,4473.5
2021-08-25 03:03:00-04:00,4474.25,4474.25,4474.25,4474.25,1,1,4474.25
2021-08-25 03:29:00-04:00,4473.25,4473.25,4473.25,4473.25,2,1,8946.5
2021-08-25 03:37:00-04:00,4473.25,4473.25,4473.25,4473.25,1,1,4473.25
2021-08-25 03:40:00-04:00,4473.5,4473.5,4473.5,4473.5,1,1,4473.5
2021-08-25 03:48:00-04:00,4474.0,4474.0,4474.0,4474.0,1,1,4474.0
2021-08-25 03:55:00-04:00,4473.75,4473.75,4473.75,4473.75,4,1,17895.0
2021-08-25 04:09:00-04:00,4471.75,4472.0,4471.75,4472.0,4,2,17887.75
2021-08-25 04:10:00-04:00,4474.0,4474.0,4474.0,4474.0,3,1,13422.0
2021-08-25 04:11:00-04:00,4474.0,4474.0,4474.0,4474.0,3,1,13422.0
2021-08-25 04:12:00-04:00,4475.25,4475.75,4475.25,4475.75,3,2,13426.25
2021-08-25 04:16:00-04:00,4476.0,4476.5,4476.0,4476.5,2,2,8952.5
2021-08-25 04:17:00-04:00,4476.0,4476.0,4476.0,4476.0,2,1,8952.0
2021-08-25 04:18:00-04:00,4477.0,4477.0,4477.0,4477.0,2,1,8954.0
2021-08-25 04:38:00-04:00,4475.0,4475.0,4475.0,4475.0,2,1,8950.0
2021-08-25 04:42:00-04:00,4475.5,4475.5,4475.5,4475.5,1,1,4475.5
2021-08-25 04:52:00-04:00,4474.5,4474.5,4474.5,4474.5,1,1,4474.5
2021-08-25 04:58:00-04:00,4475.5,4475.5,4475.5,4475.5,4,1,17902.0
2021-08-25 05:11:00-04:00,4474.75,4474.75,4474.75,4474.75,2,1,8949.5
2021-08-25 05:42:00-04:00,4475.0,4475.0,4475.0,4475.0,10,1,44750.0
2021-08-25 05:46:00-04:00,4475.0,4475.0,4475.0,4475.0,10,3,44750.0
2021-08-25 05:47:00-04:00,4475.0,4475.0,4475.0,4475.0,5,1,22375.0
2021-08-25 06:42:00-04:00,4474.25,4474.25,4474.25,4474.25,1,1,4474.25
2021-08-25 07:09:00-04:00,4473.0,4473.25,4472.25,4473.25,8,5,35781.75
2021-08-25 07:12:00-04:00,4473.0,4473.0,4473.0,4473.0,1,1,4473.0
2021-08-25 07:16:00-04:00,4473.25,4473.25,4473.25,4473.25,1,1,4473.25
