,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-08 20:00:00-04:00,1484.75,1484.75,1482.25,1482.25,3,2,4451.75
2021-06-08 20:03:00-04:00,1483.25,1483.25,1483.25,1483.25,11,6,16315.75
2021-06-08 20:05:00-04:00,1481.5,1481.5,1481.0,1481.0,8,2,11851.5
2021-06-08 20:06:00-04:00,1482.5,1482.5,1482.5,1482.5,1,1,1482.5
2021-06-08 20:11:00-04:00,1481.5,1481.5,1481.25,1481.25,2,2,2962.75
2021-06-08 20:20:00-04:00,1479.5,1479.75,1479.5,1479.75,3,3,4438.75
2021-06-08 20:21:00-04:00,1478.25,1478.25,1478.25,1478.25,5,2,7391.25
2021-06-08 20:23:00-04:00,1479.5,1479.5,1479.5,1479.5,2,1,2959.0
2021-06-08 20:26:00-04:00,1481.25,1482.0,1481.25,1482.0,4,3,5926.75
2021-06-08 20:27:00-04:00,1481.75,1481.75,1481.75,1481.75,1,1,1481.75
2021-06-08 20:28:00-04:00,1482.25,1482.25,1482.25,1482.25,1,1,1482.25
2021-06-08 20:37:00-04:00,1480.0,1480.0,1480.0,1480.0,1,1,1480.0
2021-06-08 20:43:00-04:00,1479.5,1479.5,1479.5,1479.5,1,1,1479.5
2021-06-08 20:48:00-04:00,1479.0,1479.0,1479.0,1479.0,2,2,2958.0
2021-06-08 20:49:00-04:00,1479.5,1479.5,1479.5,1479.5,2,2,2959.0
2021-06-08 20:53:00-04:00,1479.5,1479.5,1479.5,1479.5,2,1,2959.0
2021-06-08 21:00:00-04:00,1479.5,1480.0,1479.5,1480.0,5,4,7398.5
2021-06-08 21:01:00-04:00,1479.5,1479.5,1479.5,1479.5,5,2,7397.5
2021-06-08 21:03:00-04:00,1479.0,1479.0,1479.0,1479.0,2,2,2958.0
2021-06-08 21:04:00-04:00,1479.5,1479.5,1479.5,1479.5,5,1,7397.5
2021-06-08 21:30:00-04:00,1480.25,1480.25,1480.25,1480.25,1,1,1480.25
