,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-08 20:00:00-04:00,1460.75,1461.0,1456.25,1456.75,371,88,541501.0
2021-06-08 20:01:00-04:00,1457.25,1460.75,1457.25,1460.75,111,32,161953.5
2021-06-08 20:02:00-04:00,1460.25,1461.25,1459.0,1459.0,57,26,83247.0
2021-06-08 20:03:00-04:00,1459.25,1459.5,1457.0,1457.25,36,27,52477.0
2021-06-08 20:04:00-04:00,1458.0,1458.0,1457.0,1457.5,9,4,13119.5
2021-06-08 20:05:00-04:00,1457.5,1457.5,1455.75,1456.5,108,29,157291.75
2021-06-08 20:06:00-04:00,1457.0,1457.75,1457.0,1457.75,13,12,18947.75
2021-06-08 20:07:00-04:00,1457.5,1457.5,1456.25,1456.25,64,20,93248.5
2021-06-08 20:08:00-04:00,1456.0,1457.0,1455.75,1457.0,32,11,46612.0
2021-06-08 20:09:00-04:00,1456.5,1456.75,1455.5,1456.0,21,9,30576.5
2021-06-08 20:10:00-04:00,1456.25,1457.25,1456.0,1457.25,21,10,30586.0
2021-06-08 20:11:00-04:00,1457.25,1458.0,1457.0,1457.5,69,17,100568.0
2021-06-08 20:12:00-04:00,1457.25,1457.25,1456.0,1456.25,55,24,80108.25
2021-06-08 20:13:00-04:00,1455.75,1456.5,1455.25,1456.5,29,16,42215.75
2021-06-08 20:14:00-04:00,1455.75,1455.75,1455.25,1455.25,18,6,26199.0
2021-06-08 20:15:00-04:00,1455.0,1455.0,1454.0,1454.25,39,8,56720.25
2021-06-08 20:16:00-04:00,1454.25,1454.75,1454.25,1454.5,9,4,13090.75
2021-06-08 20:17:00-04:00,1454.75,1455.5,1454.75,1455.5,19,10,27646.0
2021-06-08 20:18:00-04:00,1455.75,1456.0,1455.75,1456.0,8,5,11646.75
2021-06-08 20:19:00-04:00,1455.75,1456.0,1455.5,1455.75,53,16,77163.25
2021-06-08 20:20:00-04:00,1455.75,1455.75,1454.75,1455.0,69,47,100390.5
2021-06-08 20:21:00-04:00,1455.0,1455.25,1453.25,1453.75,141,38,204985.0
2021-06-08 20:22:00-04:00,1453.75,1454.25,1453.75,1454.25,5,3,7269.75
2021-06-08 20:23:00-04:00,1454.5,1455.5,1454.5,1455.25,25,8,36380.0
2021-06-08 20:24:00-04:00,1455.5,1455.5,1455.5,1455.5,1,1,1455.5
2021-06-08 20:25:00-04:00,1455.75,1456.5,1455.75,1456.25,14,6,20386.75
2021-06-08 20:26:00-04:00,1456.25,1457.75,1456.25,1457.25,87,18,126779.75
2021-06-08 20:27:00-04:00,1457.5,1457.75,1457.0,1457.25,46,12,67038.75
2021-06-08 20:28:00-04:00,1457.0,1458.25,1457.0,1458.0,77,15,112252.25
2021-06-08 20:29:00-04:00,1458.0,1458.0,1457.0,1457.0,14,5,20405.25
2021-06-08 20:30:00-04:00,1457.25,1457.5,1457.0,1457.0,24,8,34978.5
2021-06-08 20:31:00-04:00,1457.0,1457.0,1456.5,1456.5,6,4,8740.5
2021-06-08 20:32:00-04:00,1456.5,1456.5,1455.5,1456.0,27,8,39308.25
2021-06-08 20:33:00-04:00,1456.25,1456.25,1456.25,1456.25,2,1,2912.5
2021-06-08 20:34:00-04:00,1456.5,1456.5,1456.5,1456.5,3,2,4369.5
2021-06-08 20:35:00-04:00,1456.25,1456.25,1456.25,1456.25,2,1,2912.5
2021-06-08 20:37:00-04:00,1456.0,1456.0,1455.25,1455.25,28,4,40752.0
2021-06-08 20:38:00-04:00,1455.75,1455.75,1455.75,1455.75,5,1,7278.75
2021-06-08 20:39:00-04:00,1455.75,1456.0,1455.25,1456.0,4,4,5822.5
2021-06-08 20:40:00-04:00,1456.0,1456.0,1455.75,1455.75,6,3,8734.75
2021-06-08 20:41:00-04:00,1455.25,1455.25,1455.25,1455.25,4,3,5821.0
2021-06-08 20:42:00-04:00,1455.0,1455.25,1455.0,1455.0,15,7,21826.75
2021-06-08 20:43:00-04:00,1455.0,1455.0,1454.75,1454.75,15,6,21822.75
2021-06-08 20:44:00-04:00,1454.75,1455.25,1454.5,1455.0,30,7,43646.75
2021-06-08 20:45:00-04:00,1454.75,1455.0,1454.5,1455.0,20,8,29094.0
2021-06-08 20:46:00-04:00,1455.0,1455.0,1454.75,1454.75,2,2,2909.75
2021-06-08 20:47:00-04:00,1454.75,1455.0,1454.75,1455.0,2,2,2909.75
2021-06-08 20:48:00-04:00,1454.75,1454.75,1454.75,1454.75,7,3,10183.25
2021-06-08 20:49:00-04:00,1454.5,1455.0,1454.5,1454.75,12,7,17457.5
2021-06-08 20:50:00-04:00,1454.75,1454.75,1453.75,1454.25,40,21,58173.0
2021-06-08 20:51:00-04:00,1454.5,1454.5,1454.25,1454.5,5,3,7272.0
2021-06-08 20:52:00-04:00,1454.0,1454.75,1454.0,1454.75,5,5,7272.0
2021-06-08 20:53:00-04:00,1455.0,1455.25,1454.0,1454.0,36,5,52364.25
