,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index
,open,high,low,close,volume,num_trds,value
2021-07-29 18:00:00-04:00,4394.25,4397.25,4394.25,4397.0,1101,328,4840175.0
2021-07-29 18:01:00-04:00,4396.75,4397.5,4396.0,4397.25,267,113,1173909.0
2021-07-29 18:02:00-04:00,4397.25,4397.75,4396.75,4397.5,297,86,1305971.5
2021-07-29 18:03:00-04:00,4397.25,4397.5,4396.75,4397.25,281,79,1235578.5
2021-07-29 18:04:00-04:00,4397.5,4398.0,4397.0,4398.0,134,56,589286.0
2021-07-29 18:05:00-04:00,4398.0,4398.75,4398.0,4398.25,121,44,532206.75
2021-07-29 18:06:00-04:00,4398.25,4399.0,4398.25,4398.75,125,50,549804.25
2021-07-29 18:07:00-04:00,4398.5,4398.75,4397.75,4397.75,118,44,518994.0
2021-07-29 18:08:00-04:00,4397.75,4398.75,4397.75,4398.75,152,57,668557.75
2021-07-29 18:09:00-04:00,4398.5,4399.25,4398.5,4399.0,194,64,853386.75
2021-07-29 18:10:00-04:00,4399.0,4399.25,4398.75,4399.25,98,43,431108.75
2021-07-29 18:11:00-04:00,4399.0,4399.0,4398.5,4398.5,137,38,602625.0
2021-07-29 18:12:00-04:00,4398.5,4398.75,4398.25,4398.5,62,26,272717.5
2021-07-29 18:13:00-04:00,4398.5,4399.25,4398.5,4399.25,123,35,541050.25
2021-07-29 18:14:00-04:00,4399.25,4399.25,4398.5,4398.5,107,53,470683.5
2021-07-29 18:15:00-04:00,4398.75,4399.5,4398.75,4399.5,118,60,519078.75
2021-07-29 18:16:00-04:00,4399.5,4399.75,4399.25,4399.75,121,69,532346.5
2021-07-29 18:17:00-04:00,4399.75,4400.0,4399.75,4399.75,146,65,642391.0
2021-07-29 18:18:00-04:00,4400.0,4400.0,4399.0,4399.25,182,55,800668.25
2021-07-29 18:19:00-04:00,4399.0,4399.25,4398.5,4399.25,88,38,387099.75
2021-07-29 18:20:00-04:00,4399.25,4399.5,4399.25,4399.5,19,12,83588.0
2021-07-29 18:21:00-04:00,4399.5,4399.5,4398.75,4399.25,77,26,338733.0
2021-07-29 18:22:00-04:00,4399.0,4399.5,4399.0,4399.25,68,27,299144.75
2021-07-29 18:23:00-04:00,4399.25,4399.25,4398.75,4399.0,49,25,215551.5
2021-07-29 18:24:00-04:00,4399.0,4399.0,4397.25,4397.25,221,95,971969.75
2021-07-29 18:25:00-04:00,4397.5,4398.5,4397.5,4398.25,117,39,514548.0
2021-07-29 18:26:00-04:00,4398.5,4398.75,4398.25,4398.75,62,23,272713.25
2021-07-29 18:27:00-04:00,4398.75,4399.0,4398.5,4398.5,59,17,259521.0
2021-07-29 18:28:00-04:00,4398.5,4398.5,4397.25,4397.75,95,45,417779.5
2021-07-29 18:29:00-04:00,4397.75,4398.0,4397.25,4397.75,98,43,430964.25
2021-07-29 18:30:00-04:00,4397.75,4398.0,4396.75,4397.0,344,93,1512640.25
2021-07-29 18:31:00-04:00,4397.0,4397.5,4396.75,4397.0,83,40,364966.0
2021-07-29 18:32:00-04:00,4397.0,4397.5,4397.0,4397.25,75,39,329805.5
2021-07-29 18:33:00-04:00,4397.25,4397.5,4397.0,4397.0,34,20,149505.25
2021-07-29 18:34:00-04:00,4397.25,4397.75,4395.75,4396.0,286,89,1257462.5
2021-07-29 18:35:00-04:00,4396.25,4396.5,4395.25,4396.25,335,109,1472612.75
2021-07-29 18:36:00-04:00,4396.0,4397.0,4396.0,4396.75,83,29,364926.25
2021-07-29 18:37:00-04:00,4396.75,4397.0,4396.75,4396.75,64,24,281396.0
2021-07-29 18:38:00-04:00,4396.75,4396.75,4396.0,4396.25,93,42,408861.25
2021-07-29 18:39:00-04:00,4396.25,4396.25,4395.75,4395.75,55,23,241781.75
2021-07-29 18:40:00-04:00,4395.75,4396.0,4395.0,4395.5,184,61,808752.75
2021-07-29 18:41:00-04:00,4395.25,4395.5,4394.75,4395.0,164,69,720803.25
2021-07-29 18:42:00-04:00,4395.25,4395.75,4395.25,4395.5,113,40,496700.25
2021-07-29 18:43:00-04:00,4395.5,4396.0,4395.25,4395.75,46,28,202198.25
2021-07-29 18:44:00-04:00,4395.75,4396.0,4395.5,4395.75,35,22,153848.75
2021-07-29 18:45:00-04:00,4395.75,4396.25,4395.75,4396.25,61,26,268152.0
2021-07-29 18:46:00-04:00,4396.25,4396.5,4396.0,4396.5,31,25,136286.75
2021-07-29 18:47:00-04:00,4396.5,4396.75,4396.25,4396.25,36,18,158271.25
2021-07-29 18:48:00-04:00,4396.25,4396.5,4396.25,4396.5,18,10,79135.75
2021-07-29 18:49:00-04:00,4396.25,4396.25,4395.75,4396.0,63,35,276950.75
2021-07-29 18:50:00-04:00,4396.0,4396.0,4395.75,4396.0,8,8,35167.5
2021-07-29 18:51:00-04:00,4396.0,4396.0,4395.25,4395.25,42,23,184607.25
2021-07-29 18:52:00-04:00,4395.25,4395.25,4395.0,4395.25,52,20,228552.25
2021-07-29 18:53:00-04:00,4395.25,4395.5,4395.25,4395.25,51,28,224166.0
2021-07-29 18:54:00-04:00,4395.25,4395.5,4395.25,4395.5,4,4,17581.75
2021-07-29 18:55:00-04:00,4395.5,4395.75,4395.0,4395.25,137,61,602154.0
2021-07-29 18:56:00-04:00,4395.25,4396.25,4395.25,4395.75,86,26,378038.0
2021-07-29 18:57:00-04:00,4396.0,4396.0,4395.75,4395.75,9,8,39562.5
2021-07-29 18:58:00-04:00,4395.75,4396.25,4395.75,4396.25,41,19,180242.0
2021-07-29 18:59:00-04:00,4396.25,4396.25,4396.0,4396.0,60,33,263774.0
2021-07-29 19:00:00-04:00,4396.0,4396.0,4395.75,4395.75,59,25,259360.0
2021-07-29 19:01:00-04:00,4396.0,4396.75,4396.0,4396.25,161,61,707821.25
2021-07-29 19:02:00-04:00,4396.5,4396.75,4396.25,4396.5,77,29,338534.75
2021-07-29 19:03:00-04:00,4396.75,4396.75,4396.5,4396.75,36,23,158281.25
2021-07-29 19:04:00-04:00,4396.75,4397.0,4393.25,4394.75,1120,346,4922094.0
2021-07-29 19:05:00-04:00,4394.75,4395.25,4393.5,4394.0,326,105,1432562.75
2021-07-29 19:06:00-04:00,4394.25,4394.5,4393.0,4393.25,361,129,1586056.75
2021-07-29 19:07:00-04:00,4393.25,4393.5,4393.0,4393.25,178,69,782005.5
2021-07-29 19:08:00-04:00,4393.25,4393.5,4392.25,4392.25,168,88,737988.25
2021-07-29 19:09:00-04:00,4392.5,4392.5,4391.5,4392.0,548,180,2406774.25
2021-07-29 19:10:00-04:00,4392.0,4392.0,4390.5,4392.0,464,178,2037645.75
2021-07-29 19:11:00-04:00,4392.0,4392.75,4392.0,4392.75,143,66,628127.0
2021-07-29 19:12:00-04:00,4392.75,4393.25,4392.75,4393.25,172,80,755588.25
2021-07-29 19:13:00-04:00,4393.25,4393.25,4392.75,4393.25,55,34,241616.25
2021-07-29 19:14:00-04:00,4393.0,4393.0,4392.0,4392.75,129,57,566632.5
2021-07-29 19:15:00-04:00,4392.5,4393.25,4392.5,4393.25,134,57,588666.5
2021-07-29 19:16:00-04:00,4393.25,4393.25,4393.0,4393.0,12,7,52718.0
2021-07-29 19:17:00-04:00,4393.25,4393.25,4392.5,4392.75,159,42,698486.5
2021-07-29 19:18:00-04:00,4392.75,4393.5,4392.75,4393.5,92,39,404167.25
