,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-16 20:00:00-04:00,1308.0,1308.0,1306.75,1307.0,7,6,9151.5
2021-09-16 20:02:00-04:00,1308.0,1308.0,1308.0,1308.0,1,1,1308.0
2021-09-16 20:03:00-04:00,1307.75,1307.75,1307.75,1307.75,1,1,1307.75
2021-09-16 20:04:00-04:00,1308.0,1308.0,1308.0,1308.0,1,1,1308.0
2021-09-16 20:08:00-04:00,1308.5,1308.5,1308.5,1308.5,4,1,5234.0
2021-09-16 20:10:00-04:00,1308.75,1309.0,1308.75,1309.0,2,2,2617.75
2021-09-16 20:11:00-04:00,1309.0,1309.0,1309.0,1309.0,4,3,5236.0
2021-09-16 20:13:00-04:00,1309.0,1309.0,1308.25,1308.25,2,2,2617.25
2021-09-16 20:51:00-04:00,1309.25,1309.25,1309.25,1309.25,3,1,3927.75
2021-09-16 20:58:00-04:00,1309.25,1309.25,1309.25,1309.25,1,1,1309.25
2021-09-16 20:59:00-04:00,1309.5,1309.5,1309.5,1309.5,1,1,1309.5
2021-09-16 21:00:00-04:00,1309.5,1310.25,1309.5,1310.25,6,4,7859.0
2021-09-16 21:01:00-04:00,1310.5,1310.5,1310.5,1310.5,16,4,20968.0
2021-09-16 21:03:00-04:00,1309.0,1309.0,1309.0,1309.0,18,5,23562.0
2021-09-16 21:04:00-04:00,1309.0,1309.0,1309.0,1309.0,21,9,27489.0
2021-09-16 21:06:00-04:00,1308.5,1308.5,1308.5,1308.5,24,9,31404.0
2021-09-16 21:07:00-04:00,1307.75,1307.75,1307.75,1307.75,11,2,14385.25
2021-09-16 21:09:00-04:00,1308.25,1308.25,1308.25,1308.25,1,1,1308.25
2021-09-16 21:17:00-04:00,1308.25,1308.25,1308.25,1308.25,5,3,6541.25
2021-09-16 21:18:00-04:00,1308.75,1308.75,1308.75,1308.75,1,1,1308.75
2021-09-16 21:19:00-04:00,1308.75,1308.75,1308.75,1308.75,1,1,1308.75
2021-09-16 21:26:00-04:00,1307.5,1307.5,1307.5,1307.5,16,5,20920.0
2021-09-16 21:27:00-04:00,1307.5,1307.5,1307.5,1307.5,5,4,6537.5
2021-09-16 21:30:00-04:00,1307.0,1307.0,1307.0,1307.0,17,10,22219.0
2021-09-16 21:31:00-04:00,1307.0,1307.0,1306.5,1306.5,9,9,11762.0
2021-09-16 21:32:00-04:00,1306.5,1306.5,1306.0,1306.0,3,3,3918.5
2021-09-16 21:33:00-04:00,1305.25,1305.25,1305.25,1305.25,32,4,41768.0
2021-09-16 21:37:00-04:00,1305.5,1305.5,1305.5,1305.5,1,1,1305.5
2021-09-16 21:45:00-04:00,1304.75,1305.0,1304.5,1305.0,7,5,9133.25
2021-09-16 21:50:00-04:00,1304.0,1304.0,1304.0,1304.0,10,3,13040.0
2021-09-16 21:54:00-04:00,1304.0,1304.0,1304.0,1304.0,1,1,1304.0
2021-09-16 21:57:00-04:00,1304.0,1304.0,1304.0,1304.0,2,1,2608.0
2021-09-16 22:05:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-16 22:23:00-04:00,1303.0,1303.0,1303.0,1303.0,7,5,9121.0
2021-09-16 22:27:00-04:00,1302.75,1302.75,1302.75,1302.75,2,2,2605.5
2021-09-16 22:30:00-04:00,1302.0,1302.0,1302.0,1302.0,5,4,6510.0
2021-09-16 22:31:00-04:00,1301.5,1301.5,1301.5,1301.5,21,12,27331.5
2021-09-16 22:32:00-04:00,1301.5,1301.5,1300.75,1300.75,10,6,13011.5
2021-09-16 22:33:00-04:00,1300.5,1300.5,1300.0,1300.0,42,21,54611.25
2021-09-16 22:34:00-04:00,1299.5,1299.5,1298.25,1299.25,40,9,51944.0
2021-09-16 22:37:00-04:00,1297.5,1297.5,1297.25,1297.25,66,22,85634.75
2021-09-16 22:38:00-04:00,1297.5,1299.0,1297.5,1299.0,62,17,80494.25
2021-09-16 22:39:00-04:00,1298.75,1298.75,1298.75,1298.75,1,1,1298.75
2021-09-16 22:40:00-04:00,1298.5,1298.5,1298.5,1298.5,2,1,2597.0
2021-09-16 22:41:00-04:00,1299.75,1299.75,1299.75,1299.75,1,1,1299.75
2021-09-16 22:42:00-04:00,1299.5,1299.5,1299.25,1299.25,10,2,12992.75
2021-09-16 22:43:00-04:00,1299.75,1299.75,1299.75,1299.75,2,1,2599.5
2021-09-16 22:44:00-04:00,1300.0,1300.0,1299.75,1299.75,6,3,7799.0
2021-09-16 22:45:00-04:00,1299.0,1299.0,1299.0,1299.0,21,10,27279.0
2021-09-16 22:46:00-04:00,1299.0,1299.0,1299.0,1299.0,29,24,37671.0
2021-09-16 22:47:00-04:00,1299.0,1299.0,1299.0,1299.0,11,10,14289.0
2021-09-16 22:48:00-04:00,1299.0,1299.0,1298.75,1299.0,7,5,9092.25
2021-09-16 22:49:00-04:00,1299.0,1299.0,1299.0,1299.0,7,6,9093.0
2021-09-16 22:50:00-04:00,1298.5,1298.5,1298.0,1298.0,9,5,11682.5
2021-09-16 22:54:00-04:00,1298.75,1298.75,1298.75,1298.75,1,1,1298.75
2021-09-16 22:55:00-04:00,1298.25,1298.25,1298.25,1298.25,10,1,12982.5
2021-09-16 22:56:00-04:00,1298.25,1298.25,1298.25,1298.25,19,13,24666.75
2021-09-16 22:57:00-04:00,1298.25,1298.25,1298.25,1298.25,15,15,19473.75
2021-09-16 22:58:00-04:00,1298.25,1298.25,1298.0,1298.0,30,10,38942.0
2021-09-16 22:59:00-04:00,1297.75,1297.75,1297.75,1297.75,20,14,25955.0
2021-09-16 23:00:00-04:00,1297.75,1298.5,1297.75,1298.5,27,23,35040.75
2021-09-16 23:02:00-04:00,1298.25,1298.25,1298.25,1298.25,1,1,1298.25
2021-09-16 23:03:00-04:00,1297.75,1297.75,1297.75,1297.75,4,1,5191.0
2021-09-16 23:07:00-04:00,1297.75,1297.75,1297.75,1297.75,1,1,1297.75
2021-09-16 23:08:00-04:00,1298.25,1298.25,1298.25,1298.25,1,1,1298.25
2021-09-16 23:11:00-04:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-09-16 23:21:00-04:00,1298.75,1298.75,1298.75,1298.75,1,1,1298.75
