,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-30 20:00:00-04:00,1369.5,1376.5,1368.75,1369.0,178,19,243885.75
2021-06-30 20:01:00-04:00,1369.75,1371.5,1369.75,1371.5,2,2,2741.25
2021-06-30 20:05:00-04:00,1371.75,1371.75,1371.75,1371.75,1,1,1371.75
2021-06-30 20:06:00-04:00,1373.0,1373.0,1373.0,1373.0,1,1,1373.0
2021-06-30 20:08:00-04:00,1376.25,1376.25,1376.25,1376.25,1,1,1376.25
2021-06-30 20:10:00-04:00,1374.75,1374.75,1372.25,1374.25,4,4,5494.75
2021-06-30 20:12:00-04:00,1369.5,1369.5,1369.5,1369.5,1,1,1369.5
2021-06-30 20:13:00-04:00,1371.75,1372.75,1371.75,1372.75,3,3,4116.75
2021-06-30 20:21:00-04:00,1371.5,1371.5,1371.5,1371.5,1,1,1371.5
2021-06-30 20:23:00-04:00,1369.75,1371.0,1369.25,1371.0,9,5,12330.75
2021-06-30 20:25:00-04:00,1373.25,1373.25,1373.25,1373.25,1,1,1373.25
2021-06-30 20:40:00-04:00,1370.0,1370.0,1370.0,1370.0,1,1,1370.0
2021-06-30 20:41:00-04:00,1370.0,1370.0,1370.0,1370.0,3,2,4110.0
2021-06-30 20:50:00-04:00,1367.75,1367.75,1367.5,1367.5,22,5,30086.75
2021-06-30 20:51:00-04:00,1366.25,1366.25,1366.25,1366.25,2,1,2732.5
2021-06-30 20:59:00-04:00,1365.75,1365.75,1365.75,1365.75,3,1,4097.25
2021-06-30 21:00:00-04:00,1363.5,1365.0,1363.5,1365.0,58,21,79148.0
2021-06-30 21:01:00-04:00,1362.0,1362.0,1361.75,1361.75,3,3,4085.5
2021-06-30 21:02:00-04:00,1354.25,1354.75,1353.75,1354.5,16,9,21670.5
2021-06-30 21:03:00-04:00,1357.5,1359.0,1357.5,1359.0,5,5,6791.0
2021-06-30 21:04:00-04:00,1355.5,1356.25,1355.5,1356.25,5,4,6778.25
2021-06-30 21:06:00-04:00,1359.5,1359.5,1359.5,1359.5,1,1,1359.5
2021-06-30 21:08:00-04:00,1357.75,1357.75,1357.75,1357.75,1,1,1357.75
2021-06-30 21:14:00-04:00,1362.75,1362.75,1362.75,1362.75,2,1,2725.5
2021-06-30 21:15:00-04:00,1362.5,1362.5,1362.5,1362.5,1,1,1362.5
2021-06-30 21:16:00-04:00,1361.5,1361.5,1361.5,1361.5,1,1,1361.5
2021-06-30 21:17:00-04:00,1362.5,1363.25,1362.5,1363.25,2,2,2725.75
2021-06-30 21:18:00-04:00,1360.75,1360.75,1360.75,1360.75,1,1,1360.75
2021-06-30 21:19:00-04:00,1359.25,1359.25,1359.25,1359.25,1,1,1359.25
2021-06-30 21:26:00-04:00,1359.75,1359.75,1359.75,1359.75,7,3,9518.25
2021-06-30 21:30:00-04:00,1359.0,1359.0,1359.0,1359.0,3,2,4077.0
2021-06-30 21:31:00-04:00,1358.25,1358.25,1358.25,1358.25,1,1,1358.25
2021-06-30 21:44:00-04:00,1362.5,1362.5,1362.5,1362.5,2,1,2725.0
2021-06-30 21:46:00-04:00,1362.0,1362.0,1362.0,1362.0,1,1,1362.0
2021-06-30 21:49:00-04:00,1361.75,1361.75,1361.75,1361.75,1,1,1361.75
2021-06-30 22:04:00-04:00,1363.0,1363.0,1363.0,1363.0,1,1,1363.0
2021-06-30 22:06:00-04:00,1362.25,1362.25,1362.25,1362.25,6,3,8173.5
2021-06-30 22:08:00-04:00,1362.75,1362.75,1362.75,1362.75,2,1,2725.5
2021-06-30 22:30:00-04:00,1366.5,1366.5,1366.0,1366.0,5,5,6831.5
2021-06-30 22:33:00-04:00,1366.5,1366.5,1366.5,1366.5,2,2,2733.0
2021-06-30 22:34:00-04:00,1366.25,1366.25,1366.25,1366.25,1,1,1366.25
2021-06-30 22:35:00-04:00,1366.5,1366.5,1366.5,1366.5,2,1,2733.0
2021-06-30 23:14:00-04:00,1366.0,1366.0,1366.0,1366.0,6,4,8196.0
2021-06-30 23:53:00-04:00,1366.5,1366.5,1366.5,1366.5,2,1,2733.0
2021-06-30 23:56:00-04:00,1368.5,1368.5,1368.5,1368.5,1,1,1368.5
2021-07-01 00:27:00-04:00,1367.0,1367.0,1367.0,1367.0,2,1,2734.0
2021-07-01 00:31:00-04:00,1367.75,1367.75,1367.75,1367.75,1,1,1367.75
2021-07-01 00:40:00-04:00,1366.5,1366.5,1366.5,1366.5,1,1,1366.5
2021-07-01 00:49:00-04:00,1365.5,1365.5,1365.5,1365.5,2,1,2731.0
2021-07-01 01:04:00-04:00,1367.75,1367.75,1367.75,1367.75,4,2,5471.0
2021-07-01 01:30:00-04:00,1364.5,1364.75,1364.25,1364.75,4,3,5458.0
2021-07-01 02:32:00-04:00,1364.75,1364.75,1364.75,1364.75,1,1,1364.75
2021-07-01 02:43:00-04:00,1365.5,1365.5,1365.5,1365.5,1,1,1365.5
2021-07-01 02:44:00-04:00,1366.25,1366.5,1366.25,1366.5,2,2,2732.75
2021-07-01 02:46:00-04:00,1366.25,1367.5,1366.25,1367.5,2,2,2733.75
2021-07-01 03:11:00-04:00,1369.0,1369.0,1369.0,1369.0,1,1,1369.0
2021-07-01 03:20:00-04:00,1366.0,1366.0,1366.0,1366.0,1,1,1366.0
2021-07-01 03:24:00-04:00,1368.0,1368.0,1368.0,1368.0,1,1,1368.0
2021-07-01 03:28:00-04:00,1368.25,1368.5,1368.25,1368.5,2,2,2736.75
2021-07-01 03:49:00-04:00,1370.75,1370.75,1370.75,1370.75,1,1,1370.75
2021-07-01 03:58:00-04:00,1370.0,1370.0,1370.0,1370.0,1,1,1370.0
2021-07-01 04:44:00-04:00,1371.0,1371.0,1371.0,1371.0,1,1,1371.0
2021-07-01 04:50:00-04:00,1369.75,1369.75,1369.75,1369.75,1,1,1369.75
2021-07-01 04:53:00-04:00,1369.0,1369.0,1369.0,1369.0,1,1,1369.0
2021-07-01 06:09:00-04:00,1375.25,1375.25,1375.25,1375.25,1,1,1375.25
2021-07-01 06:17:00-04:00,1377.25,1377.25,1376.25,1376.25,3,3,4129.75
2021-07-01 06:23:00-04:00,1379.0,1380.0,1379.0,1379.75,5,3,6896.75
2021-07-01 06:27:00-04:00,1381.5,1381.5,1381.5,1381.5,1,1,1381.5
2021-07-01 06:29:00-04:00,1382.75,1384.25,1382.75,1384.25,4,4,5534.75
2021-07-01 06:30:00-04:00,1384.75,1384.75,1382.75,1382.75,5,4,6917.75
2021-07-01 06:31:00-04:00,1383.25,1383.25,1383.25,1383.25,1,1,1383.25
2021-07-01 06:34:00-04:00,1383.5,1383.5,1383.5,1383.5,1,1,1383.5
2021-07-01 06:37:00-04:00,1387.0,1387.0,1385.75,1385.75,2,2,2772.75
2021-07-01 06:40:00-04:00,1386.0,1386.0,1386.0,1386.0,1,1,1386.0
2021-07-01 06:41:00-04:00,1387.25,1388.25,1387.25,1388.25,3,2,4162.75
2021-07-01 06:45:00-04:00,1389.25,1391.75,1389.25,1391.75,3,3,4172.5
2021-07-01 06:46:00-04:00,1389.25,1389.25,1389.25,1389.25,1,1,1389.25
2021-07-01 06:47:00-04:00,1388.25,1388.25,1388.25,1388.25,1,1,1388.25
2021-07-01 06:48:00-04:00,1386.25,1386.25,1386.25,1386.25,1,1,1386.25
2021-07-01 06:55:00-04:00,1390.75,1390.75,1390.75,1390.75,1,1,1390.75
2021-07-01 06:56:00-04:00,1391.5,1392.25,1391.5,1391.75,4,4,5567.25
2021-07-01 06:59:00-04:00,1391.0,1391.0,1391.0,1391.0,1,1,1391.0
2021-07-01 07:00:00-04:00,1390.25,1390.25,1390.25,1390.25,1,1,1390.25
2021-07-01 07:18:00-04:00,1387.75,1387.75,1387.75,1387.75,1,1,1387.75
2021-07-01 07:31:00-04:00,1388.75,1389.75,1388.75,1389.75,11,4,15282.5
2021-07-01 07:42:00-04:00,1390.25,1390.25,1390.25,1390.25,2,1,2780.5
2021-07-01 07:47:00-04:00,1390.75,1390.75,1390.75,1390.75,2,2,2781.5
2021-07-01 07:48:00-04:00,1390.75,1390.75,1390.75,1390.75,2,2,2781.5
2021-07-01 07:51:00-04:00,1394.0,1395.5,1394.0,1395.5,42,8,58581.75
2021-07-01 07:57:00-04:00,1395.5,1395.5,1395.5,1395.5,1,1,1395.5
2021-07-01 07:58:00-04:00,1395.75,1395.75,1395.75,1395.75,2,2,2791.5
2021-07-01 07:59:00-04:00,1395.5,1397.25,1395.5,1397.25,5,4,6981.75
2021-07-01 08:00:00-04:00,1397.25,1398.0,1397.25,1398.0,3,3,4193.0
2021-07-01 08:01:00-04:00,1397.75,1398.0,1397.75,1397.75,3,3,4193.5
2021-07-01 08:02:00-04:00,1397.0,1397.0,1397.0,1397.0,1,1,1397.0
2021-07-01 08:04:00-04:00,1394.0,1395.0,1393.75,1395.0,3,3,4182.75
2021-07-01 08:07:00-04:00,1398.0,1398.0,1398.0,1398.0,3,1,4194.0
2021-07-01 08:08:00-04:00,1396.25,1396.25,1396.25,1396.25,1,1,1396.25
2021-07-01 08:11:00-04:00,1398.0,1398.0,1398.0,1398.0,1,1,1398.0
2021-07-01 08:12:00-04:00,1398.0,1398.0,1398.0,1398.0,16,2,22368.0
2021-07-01 08:14:00-04:00,1398.0,1398.0,1398.0,1398.0,61,23,85278.0
2021-07-01 08:15:00-04:00,1397.25,1397.25,1397.25,1397.25,1,1,1397.25
2021-07-01 08:16:00-04:00,1396.25,1396.25,1393.75,1393.75,3,3,4185.5
2021-07-01 08:17:00-04:00,1392.25,1392.25,1392.25,1392.25,3,3,4176.75
2021-07-01 08:18:00-04:00,1391.25,1391.25,1389.25,1391.25,104,11,144596.25
2021-07-01 08:19:00-04:00,1391.5,1391.5,1391.5,1391.5,1,1,1391.5
2021-07-01 08:21:00-04:00,1392.75,1392.75,1392.75,1392.75,1,1,1392.75
