,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-10-03 21:56:00-04:00,4310.0,4311.0,4310.0,4311.0,2,2,8621.0
2021-10-03 21:57:00-04:00,4312.0,4313.0,4312.0,4313.0,2,2,8625.0
2021-10-03 21:58:00-04:00,4314.0,4314.0,4314.0,4314.0,1,1,4314.0
2021-10-03 21:59:00-04:00,4313.5,4313.5,4313.5,4313.5,1,1,4313.5
2021-10-03 22:13:00-04:00,4315.0,4315.0,4315.0,4315.0,1,1,4315.0
2021-10-03 22:15:00-04:00,4316.0,4316.0,4316.0,4316.0,1,1,4316.0
2021-10-03 22:19:00-04:00,4317.0,4317.0,4317.0,4317.0,1,1,4317.0
2021-10-03 22:21:00-04:00,4318.0,4318.0,4318.0,4318.0,1,1,4318.0
2021-10-03 22:29:00-04:00,4319.0,4319.0,4319.0,4319.0,1,1,4319.0
2021-10-03 22:30:00-04:00,4320.0,4320.0,4320.0,4320.0,1,1,4320.0
2021-10-03 22:39:00-04:00,4321.0,4322.0,4321.0,4322.0,2,2,8643.0
2021-10-03 22:42:00-04:00,4323.0,4323.0,4323.0,4323.0,1,1,4323.0
2021-10-04 00:47:00-04:00,4324.0,4324.0,4324.0,4324.0,1,1,4324.0
2021-10-04 00:48:00-04:00,4325.0,4325.0,4325.0,4325.0,1,1,4325.0
2021-10-04 01:00:00-04:00,4326.0,4326.0,4326.0,4326.0,1,1,4326.0
2021-10-04 01:01:00-04:00,4327.0,4329.0,4327.0,4329.0,3,3,12984.0
2021-10-04 10:53:00-04:00,4260.0,4260.0,4259.0,4259.0,2,2,8519.0
2021-10-04 10:54:00-04:00,4258.0,4258.0,4258.0,4258.0,1,1,4258.0
2021-10-04 10:57:00-04:00,4261.75,4261.75,4261.75,4261.75,1,1,4261.75
2021-10-04 10:58:00-04:00,4265.0,4265.0,4265.0,4265.0,2,1,8530.0
2021-10-04 11:03:00-04:00,4259.5,4259.5,4259.5,4259.5,1,1,4259.5
2021-10-04 11:34:00-04:00,4257.0,4257.0,4257.0,4257.0,1,1,4257.0
2021-10-04 11:35:00-04:00,4256.0,4256.0,4255.0,4255.0,2,2,8511.0
2021-10-04 11:36:00-04:00,4254.0,4254.0,4254.0,4254.0,1,1,4254.0
2021-10-04 11:37:00-04:00,4253.0,4253.0,4253.0,4253.0,1,1,4253.0
2021-10-04 11:38:00-04:00,4252.0,4252.0,4252.0,4252.0,1,1,4252.0
2021-10-04 11:39:00-04:00,4251.0,4251.0,4251.0,4251.0,1,1,4251.0
2021-10-04 11:41:00-04:00,4250.0,4250.0,4250.0,4250.0,1,1,4250.0
2021-10-04 12:06:00-04:00,4268.75,4269.0,4268.75,4269.0,2,2,8537.75
2021-10-04 14:12:00-04:00,4260.0,4260.0,4260.0,4260.0,2,1,8520.0
