,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-03 18:00:00-04:00,80.71,80.715,80.7,80.715,27,10,2179.12
2021-11-03 18:01:00-04:00,80.695,80.695,80.695,80.695,5,2,403.475
2021-11-03 18:02:00-04:00,80.7,80.7,80.7,80.7,3,2,242.1
2021-11-03 18:03:00-04:00,80.69,80.69,80.69,80.69,1,1,80.69
2021-11-03 18:05:00-04:00,80.69,80.7,80.69,80.7,3,2,242.09
2021-11-03 18:07:00-04:00,80.7,80.7,80.7,80.7,1,1,80.7
2021-11-03 18:08:00-04:00,80.7,80.7,80.7,80.7,3,1,242.1
2021-11-03 18:09:00-04:00,80.705,80.705,80.705,80.705,9,3,726.345
2021-11-03 18:10:00-04:00,80.705,80.705,80.705,80.705,1,1,80.705
2021-11-03 18:13:00-04:00,80.705,80.705,80.705,80.705,1,1,80.705
2021-11-03 18:14:00-04:00,80.72,80.725,80.72,80.72,4,3,322.89
2021-11-03 18:15:00-04:00,80.725,80.725,80.72,80.725,7,5,565.07
2021-11-03 18:16:00-04:00,80.725,80.725,80.725,80.725,5,1,403.625
2021-11-03 18:18:00-04:00,80.72,80.735,80.72,80.73,45,13,3632.705
2021-11-03 18:19:00-04:00,80.74,80.74,80.74,80.74,3,1,242.22
2021-11-03 18:22:00-04:00,80.735,80.735,80.735,80.735,3,1,242.205
2021-11-03 18:23:00-04:00,80.73,80.73,80.73,80.73,16,1,1291.68
2021-11-03 18:24:00-04:00,80.725,80.725,80.725,80.725,3,2,242.175
2021-11-03 18:27:00-04:00,80.725,80.725,80.725,80.725,9,2,726.525
2021-11-03 18:28:00-04:00,80.72,80.73,80.72,80.725,47,6,3794.07
2021-11-03 18:29:00-04:00,80.72,80.72,80.715,80.715,7,3,565.02
2021-11-03 18:30:00-04:00,80.725,80.725,80.725,80.725,4,2,322.9
2021-11-03 18:31:00-04:00,80.72,80.72,80.72,80.72,3,1,242.16
2021-11-03 18:32:00-04:00,80.715,80.715,80.715,80.715,2,1,161.43
2021-11-03 18:33:00-04:00,80.72,80.72,80.72,80.72,1,1,80.72
2021-11-03 18:36:00-04:00,80.72,80.72,80.72,80.72,1,1,80.72
2021-11-03 18:38:00-04:00,80.715,80.715,80.71,80.71,6,2,484.27
2021-11-03 18:40:00-04:00,80.71,80.71,80.71,80.71,4,2,322.84
2021-11-03 18:45:00-04:00,80.71,80.71,80.71,80.71,3,1,242.13
2021-11-03 18:47:00-04:00,80.71,80.71,80.71,80.71,1,1,80.71
2021-11-03 18:49:00-04:00,80.715,80.715,80.715,80.715,1,1,80.715
2021-11-03 18:52:00-04:00,80.72,80.72,80.72,80.72,3,2,242.16
2021-11-03 18:53:00-04:00,80.725,80.725,80.725,80.725,1,1,80.725
2021-11-03 18:55:00-04:00,80.725,80.725,80.725,80.725,2,1,161.45
2021-11-03 18:57:00-04:00,80.72,80.72,80.72,80.72,1,1,80.72
2021-11-03 18:58:00-04:00,80.715,80.715,80.715,80.715,6,3,484.29
2021-11-03 18:59:00-04:00,80.71,80.71,80.705,80.705,6,2,484.255
2021-11-03 19:00:00-04:00,80.705,80.705,80.705,80.705,5,3,403.525
2021-11-03 19:01:00-04:00,80.71,80.715,80.71,80.715,5,4,403.56
2021-11-03 19:02:00-04:00,80.71,80.71,80.71,80.71,2,2,161.42
2021-11-03 19:03:00-04:00,80.715,80.725,80.715,80.725,17,6,1372.18
2021-11-03 19:04:00-04:00,80.725,80.725,80.72,80.72,23,2,1856.615
2021-11-03 19:05:00-04:00,80.725,80.725,80.725,80.725,2,1,161.45
2021-11-03 19:06:00-04:00,80.73,80.73,80.725,80.725,18,3,1453.135
2021-11-03 19:07:00-04:00,80.73,80.73,80.72,80.73,43,9,3471.35
2021-11-03 19:08:00-04:00,80.73,80.73,80.73,80.73,8,3,645.84
2021-11-03 19:09:00-04:00,80.735,80.745,80.735,80.74,32,12,2583.685
2021-11-03 19:10:00-04:00,80.74,80.74,80.74,80.74,2,2,161.48
2021-11-03 19:11:00-04:00,80.735,80.735,80.73,80.73,13,4,1049.505
2021-11-03 19:12:00-04:00,80.725,80.725,80.725,80.725,15,4,1210.875
2021-11-03 19:13:00-04:00,80.73,80.73,80.73,80.73,25,7,2018.25
2021-11-03 19:14:00-04:00,80.735,80.735,80.735,80.735,2,1,161.47
2021-11-03 19:15:00-04:00,80.735,80.735,80.735,80.735,14,5,1130.29
2021-11-03 19:16:00-04:00,80.74,80.74,80.74,80.74,3,1,242.22
