,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-10-07 19:57:00-04:00,4381.0,4381.0,4381.0,4381.0,1,1,4381.0
2021-10-07 20:03:00-04:00,4380.25,4380.25,4380.25,4380.25,1,1,4380.25
2021-10-07 22:41:00-04:00,4381.0,4381.0,4381.0,4381.0,1,1,4381.0
2021-10-08 08:30:00-04:00,4373.25,4376.25,4373.25,4376.25,4,2,17502.0
2021-10-08 08:33:00-04:00,4368.0,4368.0,4368.0,4368.0,1,1,4368.0
2021-10-08 09:10:00-04:00,4383.75,4383.75,4383.75,4383.75,1,1,4383.75
2021-10-08 09:18:00-04:00,4380.75,4380.75,4380.75,4380.75,1,1,4380.75
2021-10-08 09:50:00-04:00,4373.5,4373.5,4373.5,4373.5,1,1,4373.5
2021-10-08 15:42:00-04:00,4369.0,4369.0,4369.0,4369.0,1,1,4369.0
2021-10-08 15:52:00-04:00,4367.0,4367.0,4367.0,4367.0,1,1,4367.0
2021-10-08 15:57:00-04:00,4367.0,4367.0,4367.0,4367.0,1,1,4367.0
