,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-25 18:00:00-04:00,79.41,79.41,79.41,79.41,1,1,79.41
2021-08-26 13:11:00-04:00,78.95,78.95,78.95,78.95,1,1,78.95
2021-08-26 13:44:00-04:00,78.91,78.91,78.91,78.91,5,1,394.55
2021-08-26 13:46:00-04:00,78.925,78.925,78.925,78.925,5,2,394.625
2021-08-26 13:47:00-04:00,78.92,78.92,78.92,78.92,5,1,394.6
2021-08-26 13:48:00-04:00,78.93,78.93,78.93,78.93,5,1,394.65
2021-08-26 14:10:00-04:00,78.84,78.84,78.84,78.84,1,1,78.84
2021-08-26 14:15:00-04:00,78.855,78.855,78.855,78.855,1,1,78.855
2021-08-26 14:26:00-04:00,78.84,78.84,78.84,78.84,11,1,867.24
