,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-25 20:58:00-04:00,79.365,79.365,79.365,79.365,1,1,79.365
2021-08-25 21:01:00-04:00,79.375,79.375,79.375,79.375,1,1,79.375
2021-08-25 22:28:00-04:00,79.275,79.275,79.27,79.27,2,2,158.545
2021-08-26 07:17:00-04:00,79.34,79.34,79.34,79.34,1,1,79.34
2021-08-26 09:53:00-04:00,79.17,79.17,79.16,79.16,3,2,237.49
2021-08-26 10:33:00-04:00,79.165,79.165,79.165,79.165,1,1,79.165
2021-08-26 11:17:00-04:00,79.08,79.08,79.08,79.08,1,1,79.08
2021-08-26 11:27:00-04:00,79.09,79.09,79.09,79.09,1,1,79.09
2021-08-26 11:32:00-04:00,79.05,79.05,79.05,79.05,1,1,79.05
2021-08-26 12:01:00-04:00,79.005,79.005,79.005,79.005,3,1,237.015
2021-08-26 14:01:00-04:00,78.91,78.91,78.91,78.91,2,1,157.82
2021-08-26 14:06:00-04:00,78.87,78.87,78.87,78.87,1,1,78.87
2021-08-26 14:09:00-04:00,78.855,78.855,78.855,78.855,1,1,78.855
2021-08-26 14:11:00-04:00,78.855,78.855,78.855,78.855,1,1,78.855
