time,open,high,low,close,Volume,Volume MA
1074463200,7.7663,7.7663,7.7663,7.7663,2,NaN
1074549600,7.7663,7.7694,7.7663,7.7694,2,NaN
1074636000,7.7694,7.7694,7.766,7.766,2,NaN
1074722400,7.766,7.766,7.766,7.766,2,NaN
1074808800,7.766,7.7675,7.766,7.7675,2,NaN
1075068000,7.7675,7.7675,7.7672,7.7672,2,NaN
1075154400,7.7672,7.7672,7.7642,7.7642,2,NaN
1075240800,7.7642,7.7675,7.7642,7.7675,2,NaN
1075327200,7.7675,7.7735,7.7675,7.7735,2,NaN
1075413600,7.7735,7.7762,7.7735,7.7762,2,NaN
1075672800,7.7762,7.7767,7.7762,7.7767,2,NaN
1075759200,7.7767,7.7767,7.7754,7.7754,2,NaN
1075845600,7.7754,7.7775,7.7754,7.7775,2,NaN
1075932000,7.7775,7.7775,7.7743,7.7743,2,NaN
1076018400,7.7743,7.7743,7.7735,7.7735,2,NaN
1076277600,7.7735,7.7735,7.7692,7.7692,2,NaN
1076364000,7.7692,7.7692,7.76825,7.76825,2,NaN
1076450400,7.76825,7.76975,7.76825,7.76975,2,NaN
1076536800,7.76975,7.76985,7.76975,7.76985,2,NaN
1076623200,7.76985,7.7703,7.76985,7.7703,2,2
1076882400,7.7703,7.7703,7.7692,7.7692,2,2
1076968800,7.7692,7.7706,7.7692,7.7706,2,2
1077055200,7.7706,7.7712,7.7706,7.7712,2,2
1077141600,7.7712,7.77435,7.7712,7.77435,2,2
1077228000,7.77435,7.7745,7.77435,7.7745,2,2
1077487200,7.7745,7.77545,7.7745,7.77545,2,2
1077573600,7.77545,7.77835,7.77545,7.77835,2,2
1077660000,7.77835,7.78235,7.77835,7.78235,2,2
1077746400,7.78235,7.78495,7.78235,7.78495,2,2
1077832800,7.78495,7.78495,7.784,7.784,2,2
1078092000,7.784,7.784,7.7836,7.7836,2,2
1078178400,7.7836,7.78625,7.7836,7.78625,2,2
1078264800,7.78625,7.79315,7.78625,7.79315,2,2
1078351200,7.79315,7.79345,7.79315,7.79345,2,2
1078437600,7.79345,7.79345,7.7889,7.7889,2,2
1078696800,7.7889,7.79085,7.7889,7.79085,2,2
1078783200,7.79085,7.79095,7.79085,7.79095,2,2
1078869600,7.79095,7.79345,7.79095,7.79345,2,2
1078956000,7.79345,7.79545,7.79345,7.79545,2,2
1079042400,7.79545,7.79545,7.793,7.793,2,2
1079301600,7.793,7.793,7.79255,7.79255,2,2
1079388000,7.79255,7.79255,7.7914,7.7914,2,2
1079474400,7.7914,7.7914,7.7908,7.7908,2,2
1079560800,7.7908,7.79225,7.7908,7.79225,2,2
1079647200,7.79225,7.7933,7.79225,7.7933,2,2
1079906400,7.7933,7.79475,7.7933,7.79475,2,2
1079992800,7.79475,7.79475,7.79445,7.79445,2,2
1080079200,7.79445,7.79665,7.79445,7.79665,2,2
1080165600,7.79665,7.79765,7.79665,7.79765,2,2
1080252000,7.79765,7.79765,7.7974,7.7974,2,2
1080511200,7.7974,7.7974,7.79685,7.79685,2,2
1080597600,7.79685,7.79685,7.79635,7.79635,2,2
1080684000,7.79635,7.79635,7.79245,7.79245,2,2
1080770400,7.79245,7.79245,7.78675,7.78675,2,2
1080856800,7.78675,7.78675,7.7865,7.7865,2,2
1081112400,7.7865,7.78825,7.7865,7.78825,2,2
1081198800,7.78825,7.79595,7.78825,7.79595,2,2
1081285200,7.79595,7.79595,7.79485,7.79485,2,2
1081371600,7.79485,7.79675,7.79485,7.79675,2,2
1081458000,7.79675,7.7969,7.79675,7.7969,2,2
1081717200,7.7969,7.7969,7.79515,7.79515,2,2
1081803600,7.79515,7.79655,7.79515,7.79655,2,2
1081890000,7.79655,7.79805,7.79655,7.79805,2,2
1081976400,7.79805,7.79875,7.79805,7.79875,2,2
1082062800,7.79875,7.79875,7.7985,7.7985,2,2
1082322000,7.7985,7.79915,7.7985,7.79915,2,2
1082408400,7.79915,7.79915,7.79895,7.79895,2,2
1082494800,7.79895,7.79945,7.79895,7.79945,2,2
