,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-10 20:01:00-04:00,1270.0,1270.0,1270.0,1270.0,20,6,25400.0
2021-10-11 08:06:00-04:00,1277.5,1277.5,1277.5,1277.5,1,1,1277.5
2021-10-11 08:10:00-04:00,1277.25,1277.25,1277.25,1277.25,1,1,1277.25
2021-10-11 08:19:00-04:00,1277.75,1277.75,1277.75,1277.75,1,1,1277.75
2021-10-11 08:39:00-04:00,1276.25,1276.25,1276.25,1276.25,1,1,1276.25
2021-10-11 09:30:00-04:00,1276.75,1276.75,1276.75,1276.75,1,1,1276.75
2021-10-11 09:32:00-04:00,1276.5,1276.5,1276.5,1276.5,1,1,1276.5
2021-10-11 09:33:00-04:00,1274.75,1274.75,1274.5,1274.5,10,2,12745.25
2021-10-11 09:36:00-04:00,1274.75,1274.75,1274.75,1274.75,1,1,1274.75
2021-10-11 09:38:00-04:00,1273.75,1273.75,1273.75,1273.75,1,1,1273.75
2021-10-11 09:39:00-04:00,1275.0,1275.0,1275.0,1275.0,1,1,1275.0
2021-10-11 09:43:00-04:00,1273.0,1273.0,1273.0,1273.0,1,1,1273.0
2021-10-11 09:44:00-04:00,1273.25,1273.5,1273.25,1273.5,10,2,12733.25
2021-10-11 09:58:00-04:00,1273.0,1273.0,1273.0,1273.0,10,1,12730.0
2021-10-11 10:05:00-04:00,1273.25,1273.25,1273.25,1273.25,2,1,2546.5
2021-10-11 10:21:00-04:00,1272.0,1272.0,1272.0,1272.0,2,1,2544.0
2021-10-11 10:28:00-04:00,1272.25,1272.25,1272.25,1272.25,1,1,1272.25
2021-10-11 10:35:00-04:00,1272.5,1272.75,1272.5,1272.75,3,2,3818.0
2021-10-11 10:39:00-04:00,1273.25,1273.25,1273.25,1273.25,2,1,2546.5
2021-10-11 10:47:00-04:00,1272.5,1272.5,1272.5,1272.5,1,1,1272.5
2021-10-11 10:55:00-04:00,1272.0,1272.0,1272.0,1272.0,1,1,1272.0
2021-10-11 11:04:00-04:00,1270.25,1270.25,1270.25,1270.25,1,1,1270.25
2021-10-11 11:08:00-04:00,1269.0,1269.0,1269.0,1269.0,1,1,1269.0
2021-10-11 11:09:00-04:00,1268.75,1268.75,1268.75,1268.75,1,1,1268.75
2021-10-11 11:12:00-04:00,1268.0,1268.0,1268.0,1268.0,1,1,1268.0
2021-10-11 11:24:00-04:00,1267.75,1267.75,1267.75,1267.75,1,1,1267.75
2021-10-11 12:00:00-04:00,1266.0,1266.0,1266.0,1266.0,1,1,1266.0
2021-10-11 12:02:00-04:00,1265.75,1265.75,1265.75,1265.75,1,1,1265.75
2021-10-11 12:10:00-04:00,1265.75,1266.0,1265.75,1266.0,3,3,3797.75
2021-10-11 12:32:00-04:00,1265.0,1265.0,1264.25,1264.25,31,3,39196.25
2021-10-11 12:37:00-04:00,1264.75,1264.75,1264.75,1264.75,1,1,1264.75
2021-10-11 12:57:00-04:00,1265.75,1265.75,1265.75,1265.75,1,1,1265.75
2021-10-11 12:59:00-04:00,1264.75,1264.75,1264.75,1264.75,1,1,1264.75
2021-10-11 13:07:00-04:00,1263.0,1263.0,1263.0,1263.0,1,1,1263.0
2021-10-11 13:11:00-04:00,1262.75,1263.0,1262.75,1263.0,3,3,3788.75
2021-10-11 13:12:00-04:00,1263.0,1263.0,1263.0,1263.0,1,1,1263.0
2021-10-11 13:13:00-04:00,1263.0,1263.0,1263.0,1263.0,1,1,1263.0
