,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index
,open,high,low,close,volume,num_trds,value
2021-06-13 18:00:00-04:00,4248.0,4250.0,4246.75,4249.75,1109,286,4712172.0
2021-06-13 18:01:00-04:00,4250.0,4250.75,4249.5,4250.5,559,131,2375778.5
2021-06-13 18:02:00-04:00,4250.75,4251.5,4250.0,4250.25,304,75,1292290.25
2021-06-13 18:03:00-04:00,4250.25,4250.5,4249.75,4250.5,125,63,531253.25
2021-06-13 18:04:00-04:00,4250.75,4250.75,4250.0,4250.25,47,21,199756.0
2021-06-13 18:05:00-04:00,4250.0,4250.75,4249.5,4249.75,108,58,459004.5
2021-06-13 18:06:00-04:00,4249.75,4250.0,4249.5,4249.75,46,19,195493.5
2021-06-13 18:07:00-04:00,4249.75,4249.75,4249.75,4249.75,8,7,33998.0
2021-06-13 18:08:00-04:00,4249.75,4249.75,4249.25,4249.5,48,19,203977.5
2021-06-13 18:09:00-04:00,4249.5,4249.75,4249.25,4249.75,80,32,339947.25
2021-06-13 18:10:00-04:00,4249.5,4249.5,4249.25,4249.25,23,8,97737.75
2021-06-13 18:11:00-04:00,4249.25,4249.5,4248.75,4249.0,128,50,543895.0
2021-06-13 18:12:00-04:00,4249.25,4249.25,4249.0,4249.25,64,22,271944.25
2021-06-13 18:13:00-04:00,4249.5,4249.5,4249.0,4249.5,35,17,148724.75
2021-06-13 18:14:00-04:00,4249.5,4249.75,4249.25,4249.5,9,6,38245.75
2021-06-13 18:15:00-04:00,4249.5,4250.25,4249.5,4250.25,38,24,161497.0
2021-06-13 18:16:00-04:00,4250.25,4251.0,4250.25,4250.75,119,33,505849.0
2021-06-13 18:17:00-04:00,4250.75,4251.0,4250.25,4250.25,43,23,182772.5
2021-06-13 18:18:00-04:00,4250.25,4250.25,4249.75,4250.25,36,22,153005.0
2021-06-13 18:19:00-04:00,4250.25,4250.5,4250.25,4250.5,7,6,29752.5
2021-06-13 18:20:00-04:00,4250.5,4250.5,4250.25,4250.25,8,3,34002.5
2021-06-13 18:21:00-04:00,4250.5,4250.5,4250.0,4250.25,49,20,208261.75
2021-06-13 18:22:00-04:00,4250.25,4250.25,4250.25,4250.25,14,10,59503.5
2021-06-13 18:23:00-04:00,4250.5,4250.5,4250.0,4250.5,56,19,238020.75
2021-06-13 18:24:00-04:00,4250.25,4250.25,4250.25,4250.25,10,5,42502.5
2021-06-13 18:25:00-04:00,4250.25,4250.25,4250.0,4250.0,6,5,25501.25
2021-06-13 18:26:00-04:00,4250.25,4250.25,4250.25,4250.25,13,10,55253.25
2021-06-13 18:27:00-04:00,4250.25,4250.25,4250.25,4250.25,6,2,25501.5
2021-06-13 18:28:00-04:00,4250.25,4250.25,4250.0,4250.25,20,7,85004.75
2021-06-13 18:29:00-04:00,4250.0,4250.0,4249.75,4249.75,42,13,178496.75
2021-06-13 18:30:00-04:00,4249.75,4250.25,4249.75,4250.25,27,17,114751.75
2021-06-13 18:31:00-04:00,4250.0,4250.25,4250.0,4250.25,36,11,153007.75
2021-06-13 18:32:00-04:00,4250.25,4250.25,4250.0,4250.0,10,3,42502.25
2021-06-13 18:33:00-04:00,4250.0,4250.25,4249.75,4249.75,42,10,178499.75
2021-06-13 18:34:00-04:00,4249.75,4249.75,4249.75,4249.75,4,4,16999.0
2021-06-13 18:35:00-04:00,4249.5,4249.5,4249.5,4249.5,4,4,16998.0
2021-06-13 18:36:00-04:00,4249.75,4249.75,4249.25,4249.75,35,12,148733.75
2021-06-13 18:37:00-04:00,4249.75,4249.75,4249.75,4249.75,2,1,8499.5
2021-06-13 18:38:00-04:00,4249.75,4249.75,4249.75,4249.75,1,1,4249.75
2021-06-13 18:39:00-04:00,4249.5,4249.5,4249.5,4249.5,4,2,16998.0
2021-06-13 18:40:00-04:00,4249.75,4249.75,4249.75,4249.75,5,2,21248.75
2021-06-13 18:41:00-04:00,4249.75,4249.75,4249.5,4249.5,4,4,16998.75
2021-06-13 18:42:00-04:00,4249.5,4249.75,4249.5,4249.75,3,3,12748.75
2021-06-13 18:43:00-04:00,4249.5,4249.5,4249.5,4249.5,3,2,12748.5
2021-06-13 18:44:00-04:00,4249.75,4249.75,4249.5,4249.5,3,3,12748.75
2021-06-13 18:45:00-04:00,4249.5,4249.75,4249.5,4249.5,89,25,378207.0
2021-06-13 18:46:00-04:00,4249.75,4249.75,4249.75,4249.75,3,3,12749.25
2021-06-13 18:47:00-04:00,4249.75,4250.0,4249.75,4250.0,15,11,63748.5
2021-06-13 18:48:00-04:00,4250.0,4250.0,4249.75,4250.0,9,4,38249.5
2021-06-13 18:49:00-04:00,4250.0,4250.0,4249.75,4249.75,2,2,8499.75
2021-06-13 18:50:00-04:00,4250.0,4250.0,4250.0,4250.0,1,1,4250.0
2021-06-13 18:51:00-04:00,4249.75,4249.75,4249.75,4249.75,4,1,16999.0
2021-06-13 18:52:00-04:00,4249.75,4249.75,4249.5,4249.75,13,7,55246.0
2021-06-13 18:53:00-04:00,4249.75,4249.75,4249.75,4249.75,1,1,4249.75
2021-06-13 18:54:00-04:00,4249.75,4250.25,4249.75,4249.75,123,17,522746.75
2021-06-13 18:55:00-04:00,4249.75,4249.75,4249.75,4249.75,5,3,21248.75
2021-06-13 18:56:00-04:00,4249.5,4249.75,4249.5,4249.5,45,12,191228.25
2021-06-13 18:57:00-04:00,4249.75,4249.75,4249.75,4249.75,1,1,4249.75
2021-06-13 18:58:00-04:00,4249.75,4249.75,4249.5,4249.5,18,3,76495.0
2021-06-13 18:59:00-04:00,4249.5,4249.75,4249.5,4249.75,2,2,8499.25
2021-06-13 19:00:00-04:00,4249.75,4249.75,4249.75,4249.75,55,15,233736.25
2021-06-13 19:01:00-04:00,4249.5,4249.5,4249.5,4249.5,21,5,89239.5
2021-06-13 19:02:00-04:00,4249.5,4249.75,4249.5,4249.5,4,4,16998.25
2021-06-13 19:03:00-04:00,4249.5,4249.5,4249.0,4249.25,26,12,110482.75
2021-06-13 19:04:00-04:00,4249.25,4249.25,4249.0,4249.0,15,12,63738.5
2021-06-13 19:05:00-04:00,4249.25,4249.5,4249.25,4249.25,33,20,140225.5
2021-06-13 19:06:00-04:00,4249.25,4249.25,4249.25,4249.25,1,1,4249.25
2021-06-13 19:07:00-04:00,4249.5,4249.5,4249.25,4249.25,4,3,16997.25
2021-06-13 19:08:00-04:00,4249.0,4249.0,4248.75,4248.75,42,20,178450.25
2021-06-13 19:09:00-04:00,4248.75,4248.75,4248.75,4248.75,9,7,38238.75
2021-06-13 19:10:00-04:00,4248.5,4248.5,4248.5,4248.5,63,24,267655.5
2021-06-13 19:11:00-04:00,4248.75,4248.75,4248.0,4248.25,45,22,191171.5
2021-06-13 19:12:00-04:00,4248.0,4248.25,4248.0,4248.25,7,4,29736.5
2021-06-13 19:13:00-04:00,4248.5,4248.75,4248.25,4248.75,15,8,63728.0
2021-06-13 19:14:00-04:00,4248.5,4248.75,4248.5,4248.75,22,14,93471.5
2021-06-13 19:15:00-04:00,4248.75,4248.75,4248.75,4248.75,4,3,16995.0
2021-06-13 19:16:00-04:00,4248.75,4248.75,4248.75,4248.75,1,1,4248.75
2021-06-13 19:17:00-04:00,4248.75,4249.0,4248.75,4248.75,83,32,352659.0
2021-06-13 19:18:00-04:00,4249.0,4249.0,4249.0,4249.0,11,6,46739.0
2021-06-13 19:19:00-04:00,4249.0,4249.25,4249.0,4249.25,5,5,21245.5
2021-06-13 19:21:00-04:00,4249.0,4249.25,4249.0,4249.25,13,7,55238.25
2021-06-13 19:22:00-04:00,4249.5,4249.5,4249.5,4249.5,20,8,84990.0
