,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-15 21:30:00-05:00,79.905,79.905,79.905,79.905,2,1,159.81
2021-11-16 04:03:00-05:00,79.75,79.75,79.75,79.75,1,1,79.75
2021-11-16 09:12:00-05:00,79.63,79.63,79.63,79.63,5,1,398.15
2021-11-16 10:09:00-05:00,79.645,79.645,79.645,79.645,20,4,1592.9
2021-11-16 10:25:00-05:00,79.635,79.635,79.635,79.635,1,1,79.635
2021-11-16 10:35:00-05:00,79.605,79.605,79.605,79.605,1,1,79.605
2021-11-16 11:00:00-05:00,79.64,79.64,79.63,79.63,7,2,557.44
2021-11-16 11:05:00-05:00,79.61,79.61,79.61,79.61,4,1,318.44
2021-11-16 11:59:00-05:00,79.51,79.51,79.51,79.51,3,1,238.53
2021-11-16 12:29:00-05:00,79.51,79.51,79.51,79.51,3,1,238.53
2021-11-16 13:08:00-05:00,79.56,79.56,79.56,79.56,4,1,318.24
2021-11-16 13:59:00-05:00,79.555,79.555,79.555,79.555,9,6,715.995
2021-11-16 14:00:00-05:00,79.555,79.555,79.555,79.555,14,5,1113.77
2021-11-16 14:01:00-05:00,79.555,79.555,79.555,79.555,2,2,159.11
