,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-15 19:06:00-05:00,79.93,79.93,79.93,79.93,2,1,159.86
2021-11-15 20:04:00-05:00,79.91,79.91,79.91,79.91,1,1,79.91
2021-11-15 22:04:00-05:00,79.975,79.975,79.975,79.975,1,1,79.975
2021-11-15 23:32:00-05:00,79.94,79.94,79.94,79.94,2,1,159.88
2021-11-15 23:37:00-05:00,79.94,79.94,79.94,79.94,1,1,79.94
2021-11-15 23:43:00-05:00,79.93,79.93,79.93,79.93,1,1,79.93
2021-11-16 00:25:00-05:00,79.895,79.895,79.895,79.895,3,1,239.685
2021-11-16 00:52:00-05:00,79.85,79.85,79.85,79.85,1,1,79.85
2021-11-16 00:58:00-05:00,79.86,79.86,79.86,79.86,1,1,79.86
2021-11-16 00:59:00-05:00,79.865,79.865,79.865,79.865,1,1,79.865
2021-11-16 01:07:00-05:00,79.885,79.885,79.885,79.885,1,1,79.885
2021-11-16 01:15:00-05:00,79.89,79.89,79.89,79.89,1,1,79.89
2021-11-16 02:26:00-05:00,79.865,79.865,79.865,79.865,2,1,159.73
2021-11-16 02:28:00-05:00,79.87,79.87,79.87,79.87,2,1,159.74
2021-11-16 02:38:00-05:00,79.87,79.87,79.87,79.87,1,1,79.87
2021-11-16 03:00:00-05:00,79.895,79.895,79.895,79.895,1,1,79.895
2021-11-16 03:07:00-05:00,79.865,79.865,79.865,79.865,1,1,79.865
2021-11-16 03:22:00-05:00,79.86,79.86,79.86,79.86,1,1,79.86
2021-11-16 05:04:00-05:00,79.805,79.805,79.805,79.805,2,1,159.61
2021-11-16 05:07:00-05:00,79.815,79.815,79.815,79.815,2,1,159.63
2021-11-16 05:08:00-05:00,79.815,79.815,79.815,79.815,2,1,159.63
2021-11-16 05:30:00-05:00,79.82,79.82,79.82,79.82,1,1,79.82
2021-11-16 05:47:00-05:00,79.81,79.81,79.81,79.81,1,1,79.81
2021-11-16 05:58:00-05:00,79.795,79.795,79.795,79.795,1,1,79.795
2021-11-16 06:36:00-05:00,79.82,79.82,79.82,79.82,1,1,79.82
2021-11-16 08:36:00-05:00,79.85,79.85,79.85,79.85,2,1,159.7
2021-11-16 09:04:00-05:00,79.76,79.76,79.76,79.76,1,1,79.76
2021-11-16 09:05:00-05:00,79.755,79.755,79.755,79.755,2,2,159.51
2021-11-16 09:06:00-05:00,79.75,79.75,79.75,79.75,3,2,239.25
2021-11-16 09:07:00-05:00,79.715,79.715,79.715,79.715,1,1,79.715
2021-11-16 09:15:00-05:00,79.695,79.705,79.695,79.705,15,3,1195.5
2021-11-16 09:16:00-05:00,79.7,79.7,79.7,79.7,2,1,159.4
2021-11-16 09:21:00-05:00,79.665,79.665,79.665,79.665,15,4,1194.975
2021-11-16 09:24:00-05:00,79.665,79.665,79.665,79.665,5,1,398.325
2021-11-16 09:26:00-05:00,79.645,79.645,79.645,79.645,10,1,796.45
2021-11-16 09:29:00-05:00,79.69,79.69,79.69,79.69,2,1,159.38
2021-11-16 09:44:00-05:00,79.705,79.705,79.705,79.705,2,1,159.41
