,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-01 20:00:00-04:00,1349.0,1354.25,1348.75,1352.5,691,266,933745.25
2021-08-01 20:01:00-04:00,1352.5,1353.5,1350.75,1352.75,197,68,266373.75
2021-08-01 20:02:00-04:00,1352.5,1353.75,1352.5,1353.75,83,34,112323.5
2021-08-01 20:03:00-04:00,1353.75,1355.5,1353.75,1354.0,158,67,214017.5
2021-08-01 20:04:00-04:00,1354.0,1354.25,1353.0,1353.25,72,20,97451.25
2021-08-01 20:05:00-04:00,1353.25,1354.25,1353.25,1354.0,22,14,29780.75
2021-08-01 20:06:00-04:00,1353.75,1353.75,1353.0,1353.0,23,7,31121.75
2021-08-01 20:07:00-04:00,1353.0,1353.0,1351.25,1352.0,126,68,170389.0
2021-08-01 20:08:00-04:00,1351.5,1351.5,1350.25,1350.5,61,24,82383.25
2021-08-01 20:09:00-04:00,1350.75,1351.25,1350.25,1351.25,26,15,35120.75
2021-08-01 20:10:00-04:00,1351.25,1351.75,1350.75,1351.75,20,7,27022.75
2021-08-01 20:11:00-04:00,1351.75,1352.25,1351.0,1351.5,97,27,131100.0
2021-08-01 20:12:00-04:00,1351.0,1351.25,1350.75,1350.75,21,8,28367.75
2021-08-01 20:13:00-04:00,1350.5,1350.5,1349.0,1349.5,87,30,117423.25
2021-08-01 20:14:00-04:00,1349.5,1349.75,1348.5,1349.75,114,34,153802.75
2021-08-01 20:15:00-04:00,1349.75,1350.25,1349.25,1350.25,321,85,433264.5
2021-08-01 20:16:00-04:00,1350.25,1350.5,1349.25,1350.5,295,59,398265.25
2021-08-01 20:17:00-04:00,1350.5,1351.0,1350.0,1351.0,128,39,172879.5
2021-08-01 20:18:00-04:00,1351.0,1351.25,1350.5,1350.75,156,41,210743.5
2021-08-01 20:19:00-04:00,1350.75,1352.25,1350.75,1352.0,60,26,81090.0
2021-08-01 20:20:00-04:00,1351.75,1351.75,1351.0,1351.25,121,24,163528.5
2021-08-01 20:21:00-04:00,1351.5,1351.75,1351.25,1351.75,20,13,27031.0
2021-08-01 20:22:00-04:00,1351.5,1351.5,1351.25,1351.25,61,15,82430.75
2021-08-01 20:23:00-04:00,1351.25,1352.5,1351.25,1352.0,36,18,48671.0
2021-08-01 20:24:00-04:00,1352.0,1352.0,1351.75,1352.0,19,7,25685.25
2021-08-01 20:25:00-04:00,1352.0,1352.75,1352.0,1352.75,82,31,110894.5
2021-08-01 20:26:00-04:00,1353.0,1353.0,1351.5,1352.0,116,22,156858.25
2021-08-01 20:27:00-04:00,1351.75,1352.5,1351.5,1352.5,54,16,73018.0
2021-08-01 20:28:00-04:00,1352.25,1352.25,1351.5,1351.5,80,18,108160.0
2021-08-01 20:29:00-04:00,1351.5,1351.75,1351.5,1351.75,4,3,5406.25
2021-08-01 20:30:00-04:00,1351.75,1351.75,1349.75,1350.0,116,27,156697.5
2021-08-01 20:31:00-04:00,1350.25,1350.5,1350.25,1350.25,10,3,13504.0
2021-08-01 20:32:00-04:00,1350.0,1350.0,1350.0,1350.0,4,2,5400.0
2021-08-01 20:33:00-04:00,1350.25,1351.0,1350.25,1351.0,27,11,36470.75
2021-08-01 20:34:00-04:00,1350.75,1350.75,1350.5,1350.5,20,4,27013.5
2021-08-01 20:36:00-04:00,1350.5,1350.5,1350.25,1350.25,4,4,5401.5
2021-08-01 20:37:00-04:00,1350.25,1350.5,1350.25,1350.5,3,2,4051.0
2021-08-01 20:38:00-04:00,1350.5,1350.5,1350.5,1350.5,8,4,10804.0
2021-08-01 20:39:00-04:00,1350.5,1350.5,1350.5,1350.5,1,1,1350.5
2021-08-01 20:40:00-04:00,1350.5,1351.25,1350.5,1351.25,62,18,83763.75
