,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-24 18:00:00-04:00,80.87,80.88,80.835,80.845,185,44,14959.766
2021-10-24 18:01:00-04:00,80.835,80.84,80.835,80.84,30,11,2425.135
2021-10-24 18:02:00-04:00,80.84,80.85,80.84,80.85,26,9,2101.955
2021-10-24 18:03:00-04:00,80.84,80.845,80.84,80.84,30,5,2425.22
2021-10-24 18:04:00-04:00,80.835,80.845,80.835,80.835,9,4,727.575
2021-10-24 18:05:00-04:00,80.845,80.855,80.845,80.85,15,4,1212.755
2021-10-24 18:07:00-04:00,80.845,80.85,80.845,80.85,3,3,242.54
2021-10-24 18:08:00-04:00,80.85,80.85,80.85,80.85,1,1,80.85
2021-10-24 18:13:00-04:00,80.845,80.845,80.845,80.845,9,2,727.605
2021-10-24 18:14:00-04:00,80.84,80.84,80.84,80.84,12,5,970.08
2021-10-24 18:15:00-04:00,80.84,80.85,80.81,80.815,252,51,20366.261
2021-10-24 18:16:00-04:00,80.81,80.81,80.81,80.81,1,1,80.81
2021-10-24 18:17:00-04:00,80.82,80.83,80.82,80.83,29,5,2343.85
2021-10-24 18:20:00-04:00,80.83,80.835,80.83,80.835,4,2,323.325
2021-10-24 18:21:00-04:00,80.825,80.825,80.825,80.825,1,1,80.825
2021-10-24 18:24:00-04:00,80.825,80.825,80.82,80.825,7,3,565.755
2021-10-24 18:25:00-04:00,80.825,80.825,80.825,80.825,2,1,161.65
2021-10-24 18:27:00-04:00,80.82,80.82,80.82,80.82,4,1,323.28
2021-10-24 18:30:00-04:00,80.825,80.825,80.825,80.825,14,5,1131.55
2021-10-24 18:31:00-04:00,80.825,80.825,80.82,80.82,7,2,565.76
2021-10-24 18:33:00-04:00,80.82,80.82,80.82,80.82,2,2,161.64
2021-10-24 18:34:00-04:00,80.815,80.815,80.815,80.815,1,1,80.815
2021-10-24 18:36:00-04:00,80.82,80.82,80.82,80.82,1,1,80.82
2021-10-24 18:37:00-04:00,80.82,80.82,80.82,80.82,10,3,808.2
2021-10-24 18:39:00-04:00,80.815,80.825,80.815,80.825,34,8,2747.965
2021-10-24 18:40:00-04:00,80.83,80.84,80.83,80.84,50,3,4041.52
2021-10-24 18:41:00-04:00,80.84,80.84,80.84,80.84,5,2,404.2
2021-10-24 18:42:00-04:00,80.84,80.845,80.84,80.845,7,2,565.91
2021-10-24 18:43:00-04:00,80.845,80.85,80.84,80.84,48,14,3880.545
2021-10-24 18:44:00-04:00,80.84,80.84,80.835,80.835,13,5,1050.865
2021-10-24 18:45:00-04:00,80.84,80.84,80.84,80.84,1,1,80.84
2021-10-24 18:46:00-04:00,80.84,80.84,80.84,80.84,5,2,404.2
2021-10-24 18:51:00-04:00,80.84,80.845,80.84,80.845,25,3,2021.085
2021-10-24 18:52:00-04:00,80.84,80.84,80.84,80.84,3,1,242.52
2021-10-24 18:54:00-04:00,80.845,80.85,80.845,80.845,17,6,1374.385
2021-10-24 18:57:00-04:00,80.84,80.84,80.84,80.84,1,1,80.84
2021-10-24 19:00:00-04:00,80.845,80.85,80.84,80.85,29,8,2344.595
2021-10-24 19:01:00-04:00,80.85,80.85,80.84,80.845,22,5,1778.675
2021-10-24 19:02:00-04:00,80.85,80.85,80.85,80.85,7,2,565.95
2021-10-24 19:03:00-04:00,80.845,80.845,80.84,80.845,29,3,2344.5
2021-10-24 19:05:00-04:00,80.845,80.845,80.84,80.84,7,2,565.91
2021-10-24 19:06:00-04:00,80.84,80.84,80.83,80.83,5,5,404.185
2021-10-24 19:07:00-04:00,80.83,80.83,80.825,80.83,13,6,1050.78
2021-10-24 19:08:00-04:00,80.825,80.825,80.825,80.825,11,3,889.075
2021-10-24 19:09:00-04:00,80.83,80.835,80.83,80.83,31,6,2505.825
2021-10-24 19:10:00-04:00,80.825,80.83,80.825,80.825,24,5,1939.805
2021-10-24 19:12:00-04:00,80.815,80.83,80.815,80.83,35,10,2828.74
2021-10-24 19:13:00-04:00,80.835,80.835,80.835,80.835,3,2,242.505
2021-10-24 19:14:00-04:00,80.835,80.835,80.835,80.835,13,2,1050.855
2021-10-24 19:15:00-04:00,80.84,80.84,80.84,80.84,5,2,404.2
2021-10-24 19:16:00-04:00,80.84,80.84,80.83,80.83,8,3,646.69
2021-10-24 19:17:00-04:00,80.83,80.84,80.83,80.835,13,7,1050.83
2021-10-24 19:18:00-04:00,80.835,80.835,80.835,80.835,2,2,161.67
2021-10-24 19:19:00-04:00,80.835,80.835,80.835,80.835,7,4,565.845
2021-10-24 19:20:00-04:00,80.83,80.83,80.82,80.82,13,4,1050.68
2021-10-24 19:21:00-04:00,80.825,80.825,80.82,80.82,6,3,484.93
2021-10-24 19:22:00-04:00,80.815,80.815,80.815,80.815,11,4,888.965
2021-10-24 19:23:00-04:00,80.82,80.82,80.82,80.82,4,1,323.28
2021-10-24 19:25:00-04:00,80.82,80.82,80.82,80.82,3,1,242.46
2021-10-24 19:26:00-04:00,80.815,80.82,80.815,80.82,2,2,161.635
2021-10-24 19:27:00-04:00,80.82,80.825,80.82,80.82,20,3,1616.445
2021-10-24 19:28:00-04:00,80.82,80.825,80.82,80.825,6,3,484.94
2021-10-24 19:29:00-04:00,80.82,80.82,80.81,80.81,66,6,5333.71
2021-10-24 19:30:00-04:00,80.815,80.82,80.81,80.815,30,7,2424.445
2021-10-24 19:31:00-04:00,80.815,80.815,80.81,80.81,12,2,969.75
2021-10-24 19:32:00-04:00,80.81,80.81,80.81,80.81,3,1,242.43
2021-10-24 19:33:00-04:00,80.81,80.81,80.81,80.81,3,2,242.43
2021-10-24 19:35:00-04:00,80.815,80.815,80.815,80.815,2,2,161.63
2021-10-24 19:36:00-04:00,80.81,80.81,80.81,80.81,3,1,242.43
2021-10-24 19:37:00-04:00,80.805,80.805,80.8,80.805,12,6,969.645
2021-10-24 19:38:00-04:00,80.805,80.805,80.805,80.805,7,2,565.635
2021-10-24 19:39:00-04:00,80.805,80.805,80.805,80.805,7,3,565.635
2021-10-24 19:40:00-04:00,80.805,80.805,80.79,80.795,18,7,1454.345
2021-10-24 19:41:00-04:00,80.795,80.795,80.79,80.79,9,3,727.15
2021-10-24 19:42:00-04:00,80.79,80.79,80.79,80.79,7,2,565.53
2021-10-24 19:43:00-04:00,80.79,80.79,80.78,80.78,27,12,2181.22
2021-10-24 19:44:00-04:00,80.78,80.78,80.775,80.775,10,10,807.775
2021-10-24 19:45:00-04:00,80.78,80.79,80.78,80.79,28,12,2261.95
2021-10-24 19:46:00-04:00,80.795,80.795,80.795,80.795,3,2,242.385
2021-10-24 19:47:00-04:00,80.8,80.8,80.8,80.8,4,2,323.2
2021-10-24 19:48:00-04:00,80.8,80.805,80.79,80.805,10,4,807.995
2021-10-24 19:54:00-04:00,80.81,80.81,80.81,80.81,3,2,242.43
2021-10-24 19:55:00-04:00,80.815,80.815,80.81,80.815,6,4,484.875
2021-10-24 19:56:00-04:00,80.815,80.82,80.815,80.82,8,3,646.555
2021-10-24 19:57:00-04:00,80.815,80.815,80.815,80.815,3,1,242.445
2021-10-24 19:59:00-04:00,80.82,80.825,80.82,80.825,3,2,242.47
2021-10-24 20:00:00-04:00,80.825,80.835,80.825,80.835,67,26,5415.52
2021-10-24 20:01:00-04:00,80.83,80.83,80.815,80.815,8,5,646.58
2021-10-24 20:02:00-04:00,80.815,80.825,80.815,80.825,18,12,1454.81
2021-10-24 20:03:00-04:00,80.82,80.825,80.82,80.825,5,3,404.115
2021-10-24 20:04:00-04:00,80.83,80.85,80.83,80.845,85,29,6871.6
2021-10-24 20:05:00-04:00,80.845,80.86,80.845,80.855,40,10,3234.165
2021-10-24 20:06:00-04:00,80.855,80.855,80.85,80.85,26,9,2102.145
2021-10-24 20:07:00-04:00,80.85,80.855,80.845,80.845,71,20,5740.36
2021-10-24 20:08:00-04:00,80.845,80.845,80.845,80.845,8,5,646.76
2021-10-24 20:09:00-04:00,80.84,80.845,80.84,80.845,46,9,3718.695
2021-10-24 20:10:00-04:00,80.84,80.84,80.835,80.835,6,5,485.035
2021-10-24 20:11:00-04:00,80.84,80.85,80.84,80.85,13,6,1051.02
2021-10-24 20:12:00-04:00,80.855,80.855,80.855,80.855,15,1,1212.825
2021-10-24 20:13:00-04:00,80.86,80.865,80.86,80.865,19,5,1536.415
2021-10-24 20:14:00-04:00,80.86,80.86,80.855,80.86,13,7,1051.14
2021-10-24 20:15:00-04:00,80.86,80.86,80.85,80.855,43,12,3476.77
2021-10-24 20:16:00-04:00,80.855,80.855,80.845,80.845,28,7,2263.91
2021-10-24 20:17:00-04:00,80.85,80.855,80.85,80.855,15,4,1212.755
2021-10-24 20:18:00-04:00,80.855,80.86,80.855,80.86,17,7,1374.58
2021-10-24 20:19:00-04:00,80.86,80.86,80.855,80.86,25,7,2021.475
2021-10-24 20:20:00-04:00,80.86,80.86,80.86,80.86,3,1,242.58
2021-10-24 20:21:00-04:00,80.855,80.855,80.845,80.845,14,6,1131.85
2021-10-24 20:22:00-04:00,80.84,80.845,80.84,80.845,6,4,485.055
2021-10-24 20:23:00-04:00,80.845,80.855,80.845,80.855,42,9,3395.69
2021-10-24 20:24:00-04:00,80.855,80.86,80.855,80.86,20,6,1617.13
2021-10-24 20:25:00-04:00,80.86,80.86,80.86,80.86,3,3,242.58
2021-10-24 20:26:00-04:00,80.86,80.86,80.86,80.86,8,4,646.88
2021-10-24 20:28:00-04:00,80.86,80.86,80.855,80.855,9,6,727.705
2021-10-24 20:29:00-04:00,80.855,80.855,80.85,80.855,7,7,565.98
2021-10-24 20:30:00-04:00,80.86,80.86,80.855,80.855,8,7,646.85
2021-10-24 20:31:00-04:00,80.855,80.86,80.855,80.855,7,4,566.0
2021-10-24 20:32:00-04:00,80.855,80.855,80.855,80.855,1,1,80.855
2021-10-24 20:33:00-04:00,80.855,80.86,80.855,80.86,13,2,1051.17
2021-10-24 20:34:00-04:00,80.86,80.86,80.86,80.86,19,9,1536.34
2021-10-24 20:35:00-04:00,80.86,80.86,80.86,80.86,5,2,404.3
2021-10-24 20:36:00-04:00,80.86,80.86,80.86,80.86,5,2,404.3
2021-10-24 20:37:00-04:00,80.865,80.865,80.865,80.865,11,7,889.515
2021-10-24 20:38:00-04:00,80.87,80.88,80.87,80.875,24,16,1941.025
2021-10-24 20:39:00-04:00,80.87,80.875,80.87,80.87,5,4,404.355
2021-10-24 20:40:00-04:00,80.88,80.88,80.88,80.88,3,3,242.64
2021-10-24 20:41:00-04:00,80.88,80.88,80.87,80.87,10,4,808.755
2021-10-24 20:42:00-04:00,80.87,80.87,80.865,80.865,5,3,404.34
2021-10-24 20:43:00-04:00,80.865,80.865,80.865,80.865,2,1,161.73
2021-10-24 20:44:00-04:00,80.865,80.88,80.865,80.875,8,5,647.0
2021-10-24 20:45:00-04:00,80.87,80.875,80.87,80.875,3,3,242.615
2021-10-24 20:46:00-04:00,80.88,80.885,80.88,80.88,9,6,727.935
2021-10-24 20:47:00-04:00,80.88,80.88,80.88,80.88,1,1,80.88
2021-10-24 20:48:00-04:00,80.88,80.885,80.88,80.885,19,3,1536.805
2021-10-24 20:49:00-04:00,80.885,80.885,80.885,80.885,8,3,647.08
2021-10-24 20:50:00-04:00,80.885,80.895,80.88,80.895,32,8,2588.49
2021-10-24 20:51:00-04:00,80.895,80.905,80.895,80.905,71,19,5744.03
2021-10-24 20:52:00-04:00,80.9,80.9,80.9,80.9,15,4,1213.5
2021-10-24 20:53:00-04:00,80.905,80.905,80.905,80.905,3,3,242.715
2021-10-24 20:54:00-04:00,80.91,80.915,80.9,80.905,115,41,9304.23
2021-10-24 20:55:00-04:00,80.91,80.91,80.905,80.905,7,4,566.345
2021-10-24 20:56:00-04:00,80.905,80.905,80.905,80.905,4,3,323.62
2021-10-24 20:57:00-04:00,80.9,80.9,80.895,80.895,55,12,4449.385
2021-10-24 20:58:00-04:00,80.895,80.895,80.895,80.895,18,8,1456.11
2021-10-24 20:59:00-04:00,80.895,80.895,80.89,80.89,15,5,1213.36
2021-10-24 21:00:00-04:00,80.895,80.905,80.895,80.905,39,17,3155.05
2021-10-24 21:01:00-04:00,80.905,80.905,80.89,80.89,29,18,2345.965
2021-10-24 21:02:00-04:00,80.885,80.885,80.87,80.875,47,20,3801.245
2021-10-24 21:03:00-04:00,80.875,80.88,80.875,80.875,45,7,3639.535
2021-10-24 21:04:00-04:00,80.87,80.88,80.87,80.88,20,3,1617.475
